tipo,activo,fecha,direccion,patron,puntaje,prioridad,score_final,consenso,nivel_consenso,ajuste_consenso,razones_consenso,calidad,rsi,tipo_mercado,calidad_mercado,score_mercado,estado_tendencia,fuerza_tendencia,direccion_tendencia,accion_precio,razon_accion_precio,pa_tipo,pa_direccion,pa_fuerza,pa_razon,bootiq_evidencias_price_action,bootiq_evidencias_mercado,base_estrategia,riesgos_base,fortalezas_base,ruptura_confirmada,tipo_ruptura,razon_ruptura,tipo_setup,calidad_setup,modo_entrada_setup,puntaje_extra_setup,riesgo_extra_setup,balance_setup,a_favor_tendencia,razones_setup,familia_setup,subtipo_setup,protocolo_sugerido,nivel_setup,estado_setup,confianza_setup,razones_clasificador_setup,riesgo_protocolo,nivel_riesgo_protocolo,razon_riesgo_protocolo,indice_confirmacion_ia,nivel_confirmacion_ia,accion_confirmacion_ia,razon_confirmacion_ia,rango_indice_confirmacion_ia,idx_senal,idx_entrada,motivo_ejecucion,estado_operacion,espera_velas,cerebro_unico_decision,cerebro_unico_decision_legacy,cerebro_unico_operar,cerebro_unico_confianza,cerebro_unico_requiere_protocolo,cerebro_unico_modo_ejecucion,cerebro_unico_bloquear_por_riesgo,cerebro_unico_riesgo,cerebro_unico_riesgo_puntos,cerebro_unico_motivos,modo_probabilidad,probabilidad_estimada,intervalo_probabilidad_inferior,intervalo_probabilidad_superior,muestra_probabilidad,wins_probabilidad,losses_probabilidad,confiabilidad_probabilidad,fuente_probabilidad_principal,fuente_probabilidad_respaldo,nivel_probabilidad_principal,clave_probabilidad_principal,decision_estadistica_sombra,operar_estadistico_sombra,requiere_protocolo_estadistico_sombra,motivo_decision_estadistica_sombra,directa_evidencia_solida,directa_muestra,directa_confiabilidad,directa_nivel_probabilidad,directa_clave_probabilidad,fase4_evaluada,fase4_permitir_operacion,fase4_modo,fase4_confianza,fase4_decision,fase4_debe_bloquear,fase4_motivo,resultado,resultado_hipotetico,fecha_senal,precio_entrada_hipotetico,precio_cierre_hipotetico,precio_entrada,precio_cierre,movimiento,distancia_resultado,excursion_favor,excursion_contra,fuerza_cierre_siguiente,open_siguiente,close_siguiente,high_siguiente,low_siguiente,bootiq_identidad_activo,bootiq_identidad_tipo,bootiq_identidad_direccion,bootiq_identidad_patron,bootiq_estrategia_puntaje,bootiq_estrategia_prioridad,bootiq_estrategia_score_final,bootiq_estrategia_calidad,bootiq_mercado_tipo_mercado,bootiq_mercado_calidad_mercado,bootiq_mercado_score_mercado,bootiq_mercado_estado_tendencia,bootiq_mercado_fuerza_tendencia,bootiq_mercado_direccion_tendencia,bootiq_price_action_accion_precio,bootiq_price_action_pa_tipo,bootiq_price_action_pa_direccion,bootiq_price_action_pa_fuerza,bootiq_setup_tipo_setup,bootiq_setup_calidad_setup,bootiq_setup_modo_entrada_setup,bootiq_setup_balance_setup,bootiq_setup_familia_setup,bootiq_setup_subtipo_setup,bootiq_consenso_consenso,bootiq_consenso_nivel_consenso,bootiq_protocolo_protocolo_sugerido,bootiq_protocolo_nivel_riesgo_protocolo,bootiq_protocolo_indice_confirmacion_ia,bootiq_protocolo_accion_confirmacion_ia,bootiq_fase4_fase4_confianza,bootiq_fase4_fase4_decision,bootiq_fase4_fase4_debe_bloquear,bootiq_decision_unificada_accion,bootiq_decision_unificada_score,bootiq_decision_unificada_confianza,ajuste_ponderacion,motivos_ponderacion,pesos_aplicados,confianza_final_cerebro,auditoria_confianza_base,auditoria_ajuste_aprendizaje,auditoria_ajuste_price_action,auditoria_ajuste_mercado,auditoria_ajuste_estrategia,auditoria_ajuste_evidencias,auditoria_ajuste_ponderacion,auditoria_confianza_antes_ponderacion,auditoria_confianza_final,auditoria_motivos_price_action,auditoria_motivos_mercado,auditoria_motivos_estrategia,auditoria_protocolo_tipo,auditoria_protocolo_subtipo,auditoria_protocolo_familia,auditoria_protocolo_operada,auditoria_protocolo_idx_senal,auditoria_protocolo_idx_entrada,auditoria_protocolo_espera_velas,auditoria_protocolo_motivo,auditoria_protocolo_riesgo,auditoria_protocolo_nivel_riesgo,auditoria_protocolo_indice_confirmacion,auditoria_protocolo_nivel_confirmacion,auditoria_protocolo_accion_confirmacion,auditoria_protocolo_tipo_mercado,auditoria_protocolo_tendencia,auditoria_protocolo_pa_tipo,auditoria_protocolo_probabilidad,decision_post_protocolo,autoriza_post_protocolo,probabilidad_post_protocolo,intervalo_post_protocolo_inferior,intervalo_post_protocolo_superior,muestra_post_protocolo,confiabilidad_post_protocolo,fuente_post_protocolo_principal,fuente_post_protocolo_respaldo,nivel_post_protocolo_principal,clave_post_protocolo_principal,nivel_post_protocolo_respaldo,clave_post_protocolo_respaldo,cc2_nivel_principal,cc2_clave_principal,cc2_train_total_principal,cc2_train_wins_principal,cc2_train_losses_principal,cc2_train_winrate_principal,cc2_probabilidad_ajustada_principal,cc2_ajuste_principal,cc2_confiabilidad_principal,cc2_factor_muestra_principal,cc2_nivel_respaldo,cc2_clave_respaldo,cc2_train_total_respaldo,cc2_train_winrate_respaldo,cc2_probabilidad_ajustada_respaldo,cc2_fuentes_usadas,cc2_claves_consultadas,cc2_claves_descartadas,bootiq_resultado_estado_operacion,bootiq_resultado_motivo_ejecucion,bootiq_resultado_resultado,razon
turbo,COFFEE-OTC,1784576520,call,pullback alcista a EMA,19,4,134,50.0,MEDIO,0,base media | PA sin contexto claro | tendencia a favor | mercado normal | CALL cerca de resistencia sin ruptura | pullback alcista en revisión,A+,56.91,TENDENCIA_ALCISTA,NORMAL,68,ALCISTA_NORMAL,65.66,ALCISTA,CALL_RESISTENCIA_CERCA_SIN_RUPTURA,acción precio: CALL con resistencia cerca; decisión delegada a zonas,SIN_CONTEXTO_CLARO,NEUTRA,0.0,,,TENDENCIA_ALCISTA | MERCADO_NORMAL,MEDIA,VELA_CONTRARIA_RECIENTE,,False,SIN_RUPTURA_RESISTENCIA,sin ruptura confirmada de resistencia,CONTINUACION,BUENA,DIRECTA,4,2,21,True,"continuación a favor de tendencia | tendencia con fuerza suficiente, bono moderado | price action sin contexto claro | mercado normal operable sin bono automático",CONTINUACIÓN,PULLBACK_GENERICO,PROTOCOLO_RUPTURA_RESISTENCIA,MEDIO,PENDIENTE_CONFIRMACION,50.0,"IDENTIDAD +2: setup de continuación | IDENTIDAD +4: subtipo operable pero confirmable | PA -8: sin contexto claro | MERCADO +0: mercado normal operable sin bono automático | MERCADO +3: tendencia normal más estable | HISTÓRICO +0: sin aprendizaje suficiente | CONSENSO -2: consenso medio | RIESGO -4: CALL contra resistencia sin ruptura | RESUMEN_CAPAS: identidad=56, pa=42, mercado=53, historico=50, consenso=48, metricas=50, extra=-4",0,,,0,,,,,190,190,CANCELADA_CEREBRO_UNICO_NO_OPERAR,CANCELADA_CEREBRO,0,NO_OPERAR,LEGACY_DESACTIVADO,False,50.0,False,BLOQUEADA,False,MEDIO,4,"Price Action sin contexto claro. | Base de estrategia débil o media. | CALL cerca de resistencia sin ruptura confirmada. | Aprendizaje jerárquico: 10 fuentes utilizadas; winrate ponderado 41.53%; muestra representativa 32; ajuste -2.29; probabilidad sombra 44.22%; confiabilidad media. | Mercado: calidad normal operable, sin ajuste automático. | Mercado: tendencia alcista detectada. | Estrategia: CALL cerca de resistencia sin ruptura, sin penalización automática. | V3 estadístico no autorizó operación. Probabilidad sombra 44.22% | intervalo 28.73%–55.31% | muestra 32 | confiabilidad MEDIA. | Sombra estadística: Probabilidad sombra 44.22% | intervalo 28.73%–55.31% | muestra 32 | confiabilidad MEDIA.",SOMBRA,44.22,28.73,55.31,32,12,20,MEDIA,"{'nivel': 'CONTEXTO_SETUP', 'clave': 'CONTEXTO_SETUP|CALL|CONTINUACIÓN|CONTINUACION|PULLBACK_GENERICO|TENDENCIA', 'total': 32, 'wins': 12, 'losses': 20, 'winrate': 37.5, 'ajuste': -3.05, 'decision': 'DEBIL', 'confiabilidad': 'MEDIA', 'peso_nivel': 1.25, 'factor_muestra': 0.814, 'peso_efectivo': 1.018, 'probabilidad_ajustada': 42.02, 'intervalo_inferior': 28.73, 'intervalo_superior': 55.31}","{'nivel': 'MERCADO_EVIDENCIAS', 'clave': 'MERCADO_EVIDENCIAS|TENDENCIA_ALCISTA', 'total': 713, 'wins': 370, 'losses': 343, 'winrate': 51.89, 'ajuste': 0.0, 'decision': 'NEUTRO', 'confiabilidad': 'ALTA', 'peso_nivel': 0.85, 'factor_muestra': 1.0, 'peso_efectivo': 0.85, 'probabilidad_ajustada': 51.82, 'intervalo_inferior': 48.21, 'intervalo_superior': 55.44}",CONTEXTO_SETUP,CONTEXTO_SETUP|CALL|CONTINUACIÓN|CONTINUACION|PULLBACK_GENERICO|TENDENCIA,NO_OPERAR_SOMBRA,False,False,Probabilidad sombra 44.22% | intervalo 28.73%–55.31% | muestra 32 | confiabilidad MEDIA.,False,32,MEDIA,CONTEXTO_SETUP,CONTEXTO_SETUP|CALL|CONTINUACIÓN|CONTINUACION|PULLBACK_GENERICO|TENDENCIA,True,False,BLOQUEADA,50.0,LEGACY_DESACTIVADO,True,"Price Action sin contexto claro. | Base de estrategia débil o media. | CALL cerca de resistencia sin ruptura confirmada. | Aprendizaje jerárquico: 10 fuentes utilizadas; winrate ponderado 41.53%; muestra representativa 32; ajuste -2.29; probabilidad sombra 44.22%; confiabilidad media. | Mercado: calidad normal operable, sin ajuste automático. | Mercado: tendencia alcista detectada. | Estrategia: CALL cerca de resistencia sin ruptura, sin penalización automática. | V3 estadístico no autorizó operación. Probabilidad sombra 44.22% | intervalo 28.73%–55.31% | muestra 32 | confiabilidad MEDIA. | Sombra estadística: Probabilidad sombra 44.22% | intervalo 28.73%–55.31% | muestra 32 | confiabilidad MEDIA.",WIN,WIN,1784576520,312.095285,312.639515,312.095285,312.639515,0.54423,0.54423,0.61409,-0.03682,0.7676,312.196415,312.639515,312.709375,312.132105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,,"Mercado: calidad normal operable, sin ajuste automático. | Mercado: tendencia alcista detectada.","Estrategia: CALL cerca de resistencia sin ruptura, sin penalización automática.",,,,False,-1,-1,-1,,0,,0,,,,,,0,SIN_DATOS,True,0,0,0,0,SIN_DATOS,{},{},,,,,,,0,0,0,0,0,0,,0,,,0,0,0,,,,,,,"ESTRATEGIA: pullback alcista a EMA, pullback alcista válido, EMA favorece compra, presión: presión alcista reciente, RSI: 56.91, envolvente alcista, patrón contexto: patrón alcista válido en soporte con contexto, calidad A+, memoria permite operación, advertencia vela contraria reciente: CALL bloqueado: shooting/rechazo vendedor reciente, enviada al cerebro único como evidencia, ubicación válida, MERCADO: TENDENCIA_ALCISTA - tendencia alcista confirmada por estructura, EMA e impulso, CALIDAD MERCADO: NORMAL score 68, TENDENCIA AVANZADA: ALCISTA_NORMAL fuerza 65.66, VALIDACIÓN MERCADO: tendencia sucia: pullback alcista permitido con puntaje alto, ZONA SR: CALL permitido: cerca de soporte, ACCION PRECIO: acción precio: CALL con resistencia cerca; decisión delegada a zonas, RUPTURA: sin ruptura confirmada de resistencia"
turbo,LTCUSD-OTC,1784576880,put,pullback bajista a EMA,18,4,136,50.0,MEDIO,0,base media | PA sin contexto claro | tendencia a favor | mercado normal | PUT con rechazo en resistencia | pullback bajista en revisión,A+,40.65,TENDENCIA_BAJISTA,NORMAL,61,BAJISTA_NORMAL,57.85,BAJISTA,RECHAZO_VENDEDOR_RESISTENCIA,acción precio: rechazo vendedor en resistencia,SIN_CONTEXTO_CLARO,NEUTRA,0.0,,,TENDENCIA_BAJISTA | MERCADO_NORMAL,MEDIA,MERCADO_NO_VALIDADO,,False,SIN_RUPTURA_SOPORTE,sin ruptura confirmada de soporte,CONTINUACION,MEDIA,ESPERAR_RUPTURA,6,4,20,True,PUT cerca de soporte: requiere ruptura o impulso | rechazo vendedor detectado | continuación a favor de tendencia | price action sin contexto claro | mercado normal operable sin bono automático,CONTINUACIÓN,PULLBACK_GENERICO,PROTOCOLO_PULLBACK,MEDIO,PENDIENTE_CONFIRMACION,50.0,"IDENTIDAD +2: setup de continuación | IDENTIDAD +4: subtipo operable pero confirmable | PA -8: sin contexto claro | MERCADO +0: mercado normal operable sin bono automático | MERCADO +3: tendencia normal más estable | MERCADO -6: mercado no validado | HISTÓRICO +0: sin aprendizaje suficiente | CONSENSO -2: consenso medio | RESUMEN_CAPAS: identidad=56, pa=42, mercado=47, historico=50, consenso=48, metricas=50, extra=0",0,,,0,,,,,197,197,CANCELADA_CEREBRO_UNICO_NO_OPERAR,CANCELADA_CEREBRO,0,NO_OPERAR,LEGACY_DESACTIVADO,False,50.0,False,BLOQUEADA,False,MEDIO,3,"Price Action sin contexto claro. | Base de estrategia débil o media. | El contexto de mercado no está validado. | Aprendizaje jerárquico: 11 fuentes utilizadas; winrate ponderado 48.33%; muestra representativa 169; ajuste -1.08; probabilidad sombra 49.70%; confiabilidad alta. | Mercado: calidad normal operable, sin ajuste automático. | Mercado: tendencia bajista detectada. | V3 estadístico no autorizó operación. Probabilidad sombra 49.70% | intervalo 42.55%–56.77% | muestra 169 | confiabilidad ALTA. | Sombra estadística: Probabilidad sombra 49.70% | intervalo 42.55%–56.77% | muestra 169 | confiabilidad ALTA.",SOMBRA,49.7,42.55,56.77,169,84,85,ALTA,"{'nivel': 'CONTEXTO_SETUP', 'clave': 'CONTEXTO_SETUP|PUT|CONTINUACIÓN|CONTINUACION|PULLBACK_GENERICO|TENDENCIA', 'total': 169, 'wins': 84, 'losses': 85, 'winrate': 49.7, 'ajuste': 0.0, 'decision': 'NEUTRO', 'confiabilidad': 'ALTA', 'peso_nivel': 1.25, 'factor_muestra': 1.0, 'peso_efectivo': 1.25, 'probabilidad_ajustada': 49.66, 'intervalo_inferior': 42.55, 'intervalo_superior': 56.77}","{'nivel': 'MERCADO_EVIDENCIAS', 'clave': 'MERCADO_EVIDENCIAS|TENDENCIA_BAJISTA', 'total': 847, 'wins': 423, 'losses': 424, 'winrate': 49.94, 'ajuste': 0.0, 'decision': 'NEUTRO', 'confiabilidad': 'ALTA', 'peso_nivel': 0.85, 'factor_muestra': 1.0, 'peso_efectivo': 0.85, 'probabilidad_ajustada': 49.93, 'intervalo_inferior': 46.6, 'intervalo_superior': 53.25}",CONTEXTO_SETUP,CONTEXTO_SETUP|PUT|CONTINUACIÓN|CONTINUACION|PULLBACK_GENERICO|TENDENCIA,NO_OPERAR_SOMBRA,False,False,Probabilidad sombra 49.70% | intervalo 42.55%–56.77% | muestra 169 | confiabilidad ALTA.,False,169,ALTA,CONTEXTO_SETUP,CONTEXTO_SETUP|PUT|CONTINUACIÓN|CONTINUACION|PULLBACK_GENERICO|TENDENCIA,True,False,BLOQUEADA,50.0,LEGACY_DESACTIVADO,True,"Price Action sin contexto claro. | Base de estrategia débil o media. | El contexto de mercado no está validado. | Aprendizaje jerárquico: 11 fuentes utilizadas; winrate ponderado 48.33%; muestra representativa 169; ajuste -1.08; probabilidad sombra 49.70%; confiabilidad alta. | Mercado: calidad normal operable, sin ajuste automático. | Mercado: tendencia bajista detectada. | V3 estadístico no autorizó operación. Probabilidad sombra 49.70% | intervalo 42.55%–56.77% | muestra 169 | confiabilidad ALTA. | Sombra estadística: Probabilidad sombra 49.70% | intervalo 42.55%–56.77% | muestra 169 | confiabilidad ALTA.",LOSS,LOSS,1784576880,45.140275,45.194975,45.140275,45.194975,0.0547,-0.0547,0.00361,0.15798,0.3609,45.136665,45.194975,45.298255,45.136665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,,"Mercado: calidad normal operable, sin ajuste automático. | Mercado: tendencia bajista detectada.",,,,,False,-1,-1,-1,,0,,0,,,,,,0,SIN_DATOS,True,0,0,0,0,SIN_DATOS,{},{},,,,,,,0,0,0,0,0,0,,0,,,0,0,0,,,,,,,"ESTRATEGIA: pullback bajista a EMA, pullback bajista válido, EMA favorece venta, presión: presión neutral, RSI: 40.65, rechazo vendedor por recuperación fallida, rechazo bajista, patrón contexto: patrón bajista válido en resistencia con contexto, calidad A+, memoria permite operación, advertencia mercado: pullback bajista bloqueado: demasiado cerca de soporte, enviada al cerebro único como evidencia, ubicación válida, MERCADO: TENDENCIA_BAJISTA - tendencia bajista confirmada por estructura, EMA e impulso, CALIDAD MERCADO: NORMAL score 61, TENDENCIA AVANZADA: BAJISTA_NORMAL fuerza 57.85, VALIDACIÓN MERCADO: pullback bajista bloqueado: demasiado cerca de soporte, ZONA SR: PUT permitido: señal fuerte cerca de soporte, ACCION PRECIO: acción precio: rechazo vendedor en resistencia, RUPTURA: sin ruptura confirmada de soporte"
turbo,LTCUSD-OTC,1784577060,put,pullback bajista a EMA,21,4,120,50.0,MEDIO,0,base media | price action a favor | PA fuerza alta | tendencia a favor | mercado normal | score mercado bajo | PUT cerca de soporte sin ruptura | pullback bajista en revisión,A+,48.24,TENDENCIA_BAJISTA,NORMAL,57,BAJISTA_NORMAL,61.56,BAJISTA,PUT_SOPORTE_CERCA_SIN_RUPTURA,acción precio: PUT con soporte cerca; decisión delegada a zonas,RECHAZO_VENDEDOR_HISTORICO,PUT,0.795,impulso bajista medio: caída válida pero con fuerza moderada | rechazo vendedor histórico real: zona + cierres bajos + estructura bajista,IMPULSO_BAJISTA_MEDIO | RECHAZO_VENDEDOR_HISTORICO,TENDENCIA_BAJISTA | MERCADO_NORMAL,MEDIA,,,False,SIN_RUPTURA_SOPORTE,sin ruptura confirmada de soporte,CONTINUACION,PREMIUM,DIRECTA,7,0,28,True,"rechazo vendedor detectado | continuación a favor de tendencia | tendencia con fuerza suficiente, bono moderado | mercado normal operable sin bono automático",CONTINUACIÓN,PULLBACK_GENERICO,PROTOCOLO_PULLBACK,MEDIO,PENDIENTE_CONFIRMACION,50.0,"IDENTIDAD +2: setup de continuación | IDENTIDAD +4: subtipo operable pero confirmable | PA +12: PA alineado con dirección | PA +12: rechazo/agote confirmado | MERCADO +0: mercado normal operable sin bono automático | MERCADO +3: tendencia normal más estable | HISTÓRICO +0: sin aprendizaje suficiente | CONSENSO -2: consenso medio | RIESGO -2: PUT contra soporte sin ruptura | RESUMEN_CAPAS: identidad=56, pa=74, mercado=53, historico=50, consenso=48, metricas=50, extra=-2",0,,,0,,,,,200,200,CANCELADA_CEREBRO_UNICO_NO_OPERAR,CANCELADA_CEREBRO,0,NO_OPERAR,LEGACY_DESACTIVADO,False,50.0,False,BLOQUEADA,False,MEDIO,3,"Base de estrategia débil o media. | PUT cerca de soporte sin ruptura confirmada. | Aprendizaje jerárquico: 15 fuentes utilizadas; winrate ponderado 48.92%; muestra representativa 169; ajuste -0.74; probabilidad sombra 49.70%; confiabilidad alta. | PA a favor débil: impulso_bajista_medio | PA a favor: rechazo_vendedor_historico | Mercado: calidad normal operable, sin ajuste automático. | Mercado: tendencia bajista detectada. | Estrategia: PUT cerca de soporte sin ruptura, sin penalización automática. | V3 estadístico no autorizó operación. Probabilidad sombra 49.70% | intervalo 42.55%–56.77% | muestra 169 | confiabilidad ALTA. | Sombra estadística: Probabilidad sombra 49.70% | intervalo 42.55%–56.77% | muestra 169 | confiabilidad ALTA.",SOMBRA,49.7,42.55,56.77,169,84,85,ALTA,"{'nivel': 'CONTEXTO_SETUP', 'clave': 'CONTEXTO_SETUP|PUT|CONTINUACIÓN|CONTINUACION|PULLBACK_GENERICO|TENDENCIA', 'total': 169, 'wins': 84, 'losses': 85, 'winrate': 49.7, 'ajuste': 0.0, 'decision': 'NEUTRO', 'confiabilidad': 'ALTA', 'peso_nivel': 1.25, 'factor_muestra': 1.0, 'peso_efectivo': 1.25, 'probabilidad_ajustada': 49.66, 'intervalo_inferior': 42.55, 'intervalo_superior': 56.77}","{'nivel': 'MERCADO_EVIDENCIAS', 'clave': 'MERCADO_EVIDENCIAS|TENDENCIA_BAJISTA', 'total': 847, 'wins': 423, 'losses': 424, 'winrate': 49.94, 'ajuste': 0.0, 'decision': 'NEUTRO', 'confiabilidad': 'ALTA', 'peso_nivel': 0.85, 'factor_muestra': 1.0, 'peso_efectivo': 0.85, 'probabilidad_ajustada': 49.93, 'intervalo_inferior': 46.6, 'intervalo_superior': 53.25}",CONTEXTO_SETUP,CONTEXTO_SETUP|PUT|CONTINUACIÓN|CONTINUACION|PULLBACK_GENERICO|TENDENCIA,NO_OPERAR_SOMBRA,False,False,Probabilidad sombra 49.70% | intervalo 42.55%–56.77% | muestra 169 | confiabilidad ALTA.,False,169,ALTA,CONTEXTO_SETUP,CONTEXTO_SETUP|PUT|CONTINUACIÓN|CONTINUACION|PULLBACK_GENERICO|TENDENCIA,True,False,BLOQUEADA,50.0,LEGACY_DESACTIVADO,True,"Base de estrategia débil o media. | PUT cerca de soporte sin ruptura confirmada. | Aprendizaje jerárquico: 15 fuentes utilizadas; winrate ponderado 48.92%; muestra representativa 169; ajuste -0.74; probabilidad sombra 49.70%; confiabilidad alta. | PA a favor débil: impulso_bajista_medio | PA a favor: rechazo_vendedor_historico | Mercado: calidad normal operable, sin ajuste automático. | Mercado: tendencia bajista detectada. | Estrategia: PUT cerca de soporte sin ruptura, sin penalización automática. | V3 estadístico no autorizó operación. Probabilidad sombra 49.70% | intervalo 42.55%–56.77% | muestra 169 | confiabilidad ALTA. | Sombra estadística: Probabilidad sombra 49.70% | intervalo 42.55%–56.77% | muestra 169 | confiabilidad ALTA.",WIN,WIN,1784577060,45.101885,45.036175,45.101885,45.036175,-0.06571,0.06571,0.13501,0.06652,0.3464,45.105975,45.036175,45.168405,44.966875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,50.0,50.0,0.0,3.9,0.0,0.0,0.0,0.0,50.0,50.0,PA a favor débil: impulso_bajista_medio | PA a favor: rechazo_vendedor_historico,"Mercado: calidad normal operable, sin ajuste automático. | Mercado: tendencia bajista detectada.","Estrategia: PUT cerca de soporte sin ruptura, sin penalización automática.",,,,False,-1,-1,-1,,0,,0,,,,,,0,SIN_DATOS,True,0,0,0,0,SIN_DATOS,{},{},,,,,,,0,0,0,0,0,0,,0,,,0,0,0,,,,,,,"ESTRATEGIA: pullback bajista a EMA, pullback bajista válido, EMA favorece venta, presión: presión bajista reciente, RSI: 48.24, rechazo vendedor fuerte, evening star bajista, patrón contexto: evening star válido en resistencia, calidad A+, memoria permite operación, ubicación válida, MERCADO: TENDENCIA_BAJISTA - tendencia bajista moderada por avance predominante, CALIDAD MERCADO: NORMAL score 57, TENDENCIA AVANZADA: BAJISTA_NORMAL fuerza 61.56, VALIDACIÓN MERCADO: tendencia sucia: pullback bajista permitido con puntaje alto, ZONA SR: zona válida, ACCION PRECIO: acción precio: PUT con soporte cerca; decisión delegada a zonas, RUPTURA: sin ruptura confirmada de soporte"
