tipo,activo,fecha,direccion,patron,puntaje,prioridad,score_final,consenso,nivel_consenso,ajuste_consenso,razones_consenso,calidad,rsi,tipo_mercado,calidad_mercado,score_mercado,estado_tendencia,fuerza_tendencia,direccion_tendencia,accion_precio,razon_accion_precio,pa_tipo,pa_direccion,pa_fuerza,pa_razon,bootiq_evidencias_price_action,bootiq_evidencias_mercado,base_estrategia,riesgos_base,fortalezas_base,ruptura_confirmada,tipo_ruptura,razon_ruptura,tipo_setup,calidad_setup,modo_entrada_setup,puntaje_extra_setup,riesgo_extra_setup,balance_setup,a_favor_tendencia,razones_setup,familia_setup,subtipo_setup,protocolo_sugerido,nivel_setup,estado_setup,confianza_setup,razones_clasificador_setup,riesgo_protocolo,nivel_riesgo_protocolo,razon_riesgo_protocolo,indice_confirmacion_ia,nivel_confirmacion_ia,accion_confirmacion_ia,razon_confirmacion_ia,rango_indice_confirmacion_ia,idx_senal,idx_entrada,motivo_ejecucion,estado_operacion,espera_velas,cerebro_unico_decision,cerebro_unico_decision_legacy,cerebro_unico_operar,cerebro_unico_confianza,cerebro_unico_requiere_protocolo,cerebro_unico_modo_ejecucion,cerebro_unico_bloquear_por_riesgo,cerebro_unico_riesgo,cerebro_unico_riesgo_puntos,cerebro_unico_motivos,modo_probabilidad,probabilidad_estimada,intervalo_probabilidad_inferior,intervalo_probabilidad_superior,muestra_probabilidad,wins_probabilidad,losses_probabilidad,confiabilidad_probabilidad,fuente_probabilidad_principal,fuente_probabilidad_respaldo,nivel_probabilidad_principal,clave_probabilidad_principal,decision_estadistica_sombra,operar_estadistico_sombra,requiere_protocolo_estadistico_sombra,motivo_decision_estadistica_sombra,d55_evaluada,d55_reconstruccion_valida,d55_error_probabilidad,d55_consenso_disponible,d55_consenso_intermedio,d55_fuentes_intermedias,d55_intermedias_positivas,d55_intermedias_negativas,d55_principal_nivel_reconstruido,d55_principal_clave_reconstruida,d55_probabilidad_reconstruida,d55_pa_rescate_sombra,d55_setup_veto_sombra,d55_accion,directa_evidencia_solida,directa_muestra,directa_confiabilidad,directa_nivel_probabilidad,directa_clave_probabilidad,fase4_evaluada,fase4_permitir_operacion,fase4_modo,fase4_confianza,fase4_decision,fase4_debe_bloquear,fase4_motivo,resultado,resultado_hipotetico,fecha_senal,precio_entrada_hipotetico,precio_cierre_hipotetico,precio_entrada,precio_cierre,movimiento,distancia_resultado,excursion_favor,excursion_contra,fuerza_cierre_siguiente,open_siguiente,close_siguiente,high_siguiente,low_siguiente,bootiq_identidad_activo,bootiq_identidad_tipo,bootiq_identidad_direccion,bootiq_identidad_patron,bootiq_estrategia_puntaje,bootiq_estrategia_prioridad,bootiq_estrategia_score_final,bootiq_estrategia_calidad,bootiq_mercado_tipo_mercado,bootiq_mercado_calidad_mercado,bootiq_mercado_score_mercado,bootiq_mercado_estado_tendencia,bootiq_mercado_fuerza_tendencia,bootiq_mercado_direccion_tendencia,bootiq_price_action_accion_precio,bootiq_price_action_pa_tipo,bootiq_price_action_pa_direccion,bootiq_price_action_pa_fuerza,bootiq_setup_tipo_setup,bootiq_setup_calidad_setup,bootiq_setup_modo_entrada_setup,bootiq_setup_balance_setup,bootiq_setup_familia_setup,bootiq_setup_subtipo_setup,bootiq_consenso_consenso,bootiq_consenso_nivel_consenso,bootiq_protocolo_protocolo_sugerido,bootiq_protocolo_nivel_riesgo_protocolo,bootiq_protocolo_indice_confirmacion_ia,bootiq_protocolo_accion_confirmacion_ia,bootiq_fase4_fase4_confianza,bootiq_fase4_fase4_decision,bootiq_fase4_fase4_debe_bloquear,bootiq_decision_unificada_accion,bootiq_decision_unificada_score,bootiq_decision_unificada_confianza,ajuste_ponderacion,motivos_ponderacion,pesos_aplicados,confianza_final_cerebro,auditoria_confianza_base,auditoria_ajuste_aprendizaje,auditoria_ajuste_price_action,auditoria_ajuste_mercado,auditoria_ajuste_estrategia,auditoria_ajuste_evidencias,auditoria_ajuste_ponderacion,auditoria_confianza_antes_ponderacion,auditoria_confianza_final,auditoria_motivos_price_action,auditoria_motivos_mercado,auditoria_motivos_estrategia,auditoria_protocolo_tipo,auditoria_protocolo_subtipo,auditoria_protocolo_familia,auditoria_protocolo_operada,auditoria_protocolo_idx_senal,auditoria_protocolo_idx_entrada,auditoria_protocolo_espera_velas,auditoria_protocolo_motivo,auditoria_protocolo_riesgo,auditoria_protocolo_nivel_riesgo,auditoria_protocolo_indice_confirmacion,auditoria_protocolo_nivel_confirmacion,auditoria_protocolo_accion_confirmacion,auditoria_protocolo_tipo_mercado,auditoria_protocolo_tendencia,auditoria_protocolo_pa_tipo,auditoria_protocolo_probabilidad,d43_sombra_aplica,d43_sombra_accion,d43_sombra_objetivo_espera,d43_sombra_protocolo,d43_sombra_idx_entrada,d43_sombra_espera_velas,d43_sombra_motivo,d43_sombra_encuentra_entrada,d43_sombra_cumple_minimo,d43_sombra_resultado,d43_sombra_relacion_oficial,sombra_retest_aplica,sombra_retest_encontro_ruptura,sombra_retest_idx_ruptura,sombra_retest_nivel_roto,sombra_pullback_idx_entrada,sombra_pullback_espera,sombra_pullback_resultado,sombra_retest_nivel_idx_entrada,sombra_retest_nivel_espera,sombra_retest_nivel_resultado,decision_post_protocolo,autoriza_post_protocolo,probabilidad_post_protocolo,intervalo_post_protocolo_inferior,intervalo_post_protocolo_superior,muestra_post_protocolo,confiabilidad_post_protocolo,fuente_post_protocolo_principal,fuente_post_protocolo_respaldo,nivel_post_protocolo_principal,clave_post_protocolo_principal,nivel_post_protocolo_respaldo,clave_post_protocolo_respaldo,cc2_nivel_principal,cc2_clave_principal,cc2_train_total_principal,cc2_train_wins_principal,cc2_train_losses_principal,cc2_train_winrate_principal,cc2_probabilidad_ajustada_principal,cc2_ajuste_principal,cc2_confiabilidad_principal,cc2_factor_muestra_principal,cc2_nivel_respaldo,cc2_clave_respaldo,cc2_train_total_respaldo,cc2_train_winrate_respaldo,cc2_probabilidad_ajustada_respaldo,cc2_fuentes_usadas,cc2_claves_consultadas,cc2_claves_descartadas,bootiq_veto_tecnico_sombra_detectado,bootiq_veto_tecnico_sombra_cantidad,bootiq_veto_tecnico_sombra_tipos,bootiq_veto_tecnico_sombra_modo,bootiq_resultado_estado_operacion,bootiq_resultado_motivo_ejecucion,bootiq_resultado_resultado,razon
turbo,UK100-OTC,1787867100,put,continuación bajista con tendencia,11,2,52,50.0,MEDIO,0,base media | price action a favor | PA fuerza baja | tendencia a favor | tendencia fuerte | mercado normal | riesgo mercado bajo | PUT cerca de soporte sin ruptura | continuación en observación,B,43.5,TENDENCIA_BAJISTA,NORMAL,69,BAJISTA_FUERTE,75.59,BAJISTA,PUT_SOPORTE_CERCA_SIN_RUPTURA,acción precio: PUT con soporte cerca; decisión delegada a zonas,IMPULSO_BAJISTA_MEDIO,PUT,0.329,impulso bajista medio: caída válida pero con fuerza moderada,IMPULSO_BAJISTA_MEDIO,TENDENCIA_BAJISTA | MERCADO_NORMAL | TENDENCIA_FUERTE | TENDENCIA_LIMPIA,MEDIA,ZONA_SR_NO_VALIDADA,,False,SIN_RUPTURA_SOPORTE,sin ruptura confirmada de soporte,CONTINUACION,DEBIL,ESPERAR_RUPTURA,4,2,13,True,"PUT cerca de soporte: requiere ruptura o impulso | continuación a favor de tendencia | tendencia con fuerza suficiente, bono moderado | mercado normal operable sin bono automático",CONTINUACIÓN,CONTINUACION_TENDENCIA_FUERTE,PROTOCOLO_CONTINUACION,MEDIO,PENDIENTE_CONFIRMACION,50.0,"IDENTIDAD +2: setup de continuación | IDENTIDAD +12: subtipo fuerte confirmado | PA +12: PA alineado con dirección | PA +8: impulso a favor | MERCADO +0: mercado normal operable sin bono automático | MERCADO +0: tendencia fuerte sin bono automático | HISTÓRICO +0: sin aprendizaje suficiente | CONSENSO -2: consenso medio | MÉTRICAS -6: score final bajo | RIESGO -2: PUT contra soporte sin ruptura | RESUMEN_CAPAS: identidad=64, pa=70, mercado=50, historico=50, consenso=48, metricas=44, extra=-2",0,,,0,,,,,180,180,CANCELADA_CEREBRO_UNICO_NO_OPERAR,CANCELADA_CEREBRO,0,NO_OPERAR,LEGACY_DESACTIVADO,False,47.4,False,BLOQUEADA,False,MEDIO,3,"Base de estrategia débil o media. | PUT cerca de soporte sin ruptura confirmada. | Aprendizaje jerárquico: 12 fuentes utilizadas; winrate ponderado 47.01%; muestra representativa 34; ajuste -1.77; probabilidad sombra 47.40%; confiabilidad media. | PA a favor: impulso_bajista_medio | Mercado: calidad normal operable, sin ajuste automático. | Mercado: tendencia bajista detectada. | Mercado: tendencia fuerte detectada, sin ajuste automático. | Mercado: tendencia limpia detectada, sin ajuste automático. | Estrategia: PUT cerca de soporte sin ruptura, sin penalización automática. | V3 estadístico no autorizó operación. Probabilidad sombra 47.40% | intervalo 34.67%–61.07% | muestra 34 | confiabilidad MEDIA. | Decisión estadística: Probabilidad sombra 47.40% | intervalo 34.67%–61.07% | muestra 34 | confiabilidad MEDIA.",SOMBRA,47.4,34.67,61.07,34,16,18,MEDIA,"{'nivel': 'CONTEXTO_TECNICO', 'clave': 'CONTEXTO_TECNICO|PUT|CONTINUACIÓN|TENDENCIA|BAJISTA_FUERTE', 'total': 34, 'wins': 16, 'losses': 18, 'winrate': 47.06, 'ajuste': -1.8, 'decision': 'DEBIL', 'confiabilidad': 'MEDIA', 'peso_nivel': 1.2, 'factor_muestra': 0.833, 'factor_estabilidad': 0.667, 'peso_efectivo': 0.667, 'probabilidad_ajustada': 47.87, 'intervalo_inferior': 34.67, 'intervalo_superior': 61.07, 'estabilidad_disponible': True, 'muestra_estabilidad': 34, 'wr_inicio': 41.67, 'wr_medio': 63.64, 'wr_reciente': 36.36, 'dispersion_temporal': 27.28, 'cambio_inicio_reciente': -5.31, 'bloques_mismo_lado_prior': 2, 'persistencia_direccion': 0.667}","{'nivel': 'MERCADO_EVIDENCIAS', 'clave': 'MERCADO_EVIDENCIAS|MERCADO_NORMAL', 'total': 577, 'wins': 271, 'losses': 306, 'winrate': 46.97, 'ajuste': -2.17, 'decision': 'DEBIL', 'confiabilidad': 'ALTA', 'peso_nivel': 0.85, 'factor_muestra': 1.0, 'factor_estabilidad': 1.0, 'peso_efectivo': 0.85, 'probabilidad_ajustada': 47.04, 'intervalo_inferior': 43.04, 'intervalo_superior': 51.04, 'estabilidad_disponible': True, 'muestra_estabilidad': 577, 'wr_inicio': 45.08, 'wr_medio': 46.88, 'wr_reciente': 48.96, 'dispersion_temporal': 3.88, 'cambio_inicio_reciente': 3.88, 'bloques_mismo_lado_prior': 3, 'persistencia_direccion': 1.0}",CONTEXTO_TECNICO,CONTEXTO_TECNICO|PUT|CONTINUACIÓN|TENDENCIA|BAJISTA_FUERTE,NO_OPERAR_SOMBRA,False,False,Probabilidad sombra 47.40% | intervalo 34.67%–61.07% | muestra 34 | confiabilidad MEDIA.,True,True,0.0,True,46.99,4,0,4,CONTEXTO_TECNICO,CONTEXTO_TECNICO|PUT|CONTINUACIÓN|TENDENCIA|BAJISTA_FUERTE,47.4,False,False,SIN_CAMBIO,False,34,MEDIA,CONTEXTO_TECNICO,CONTEXTO_TECNICO|PUT|CONTINUACIÓN|TENDENCIA|BAJISTA_FUERTE,True,False,BLOQUEADA,47.4,NO_OPERAR,True,"Base de estrategia débil o media. | PUT cerca de soporte sin ruptura confirmada. | Aprendizaje jerárquico: 12 fuentes utilizadas; winrate ponderado 47.01%; muestra representativa 34; ajuste -1.77; probabilidad sombra 47.40%; confiabilidad media. | PA a favor: impulso_bajista_medio | Mercado: calidad normal operable, sin ajuste automático. | Mercado: tendencia bajista detectada. | Mercado: tendencia fuerte detectada, sin ajuste automático. | Mercado: tendencia limpia detectada, sin ajuste automático. | Estrategia: PUT cerca de soporte sin ruptura, sin penalización automática. | V3 estadístico no autorizó operación. Probabilidad sombra 47.40% | intervalo 34.67%–61.07% | muestra 34 | confiabilidad MEDIA. | Decisión estadística: Probabilidad sombra 47.40% | intervalo 34.67%–61.07% | muestra 34 | confiabilidad MEDIA.",LOSS,LOSS,1787867100,10638.252785,10639.386605,10638.252785,10639.386605,1.13382,-1.13382,4.16258,1.14978,0.1814,10638.423155,10639.386605,10639.402565,10634.090205,UK100-OTC,,put,continuación bajista con tendencia,11,2,52,B,TENDENCIA_BAJISTA,NORMAL,69,BAJISTA_FUERTE,75.59,BAJISTA,PUT_SOPORTE_CERCA_SIN_RUPTURA,IMPULSO_BAJISTA_MEDIO,PUT,0.329,CONTINUACION,DEBIL,ESPERAR_RUPTURA,13,CONTINUACIÓN,CONTINUACION_TENDENCIA_FUERTE,50.0,MEDIO,PROTOCOLO_CONTINUACION,,0,,47.4,NO_OPERAR,True,NO_OPERAR,47.4,47.4,0.0,,,47.4,50.0,0.0,1.8,0.0,0.0,0.0,0.0,50.0,50.0,PA a favor: impulso_bajista_medio,"Mercado: calidad normal operable, sin ajuste automático. | Mercado: tendencia bajista detectada. | Mercado: tendencia fuerte detectada, sin ajuste automático. | Mercado: tendencia limpia detectada, sin ajuste automático.","Estrategia: PUT cerca de soporte sin ruptura, sin penalización automática.",,,,False,-1,-1,-1,,0,,0,,,,,,0,False,,-1,,-1,-1,,False,False,,,False,False,-1,,-1,-1,,-1,-1,,SIN_DATOS,True,0,0,0,0,SIN_DATOS,{},{},,,,,,,0,0,0,0,0,0,,0,,,0,0,0,,,,True,1,ZONA_SR_NO_VALIDADA,DIAGNOSTICO,,,,"ESTRATEGIA: continuación bajista con tendencia, tendencia bajista, estructura bajista, EMA favorece venta, micro tendencia bajista, presión: presión bajista reciente, RSI: 43.5, calidad B, memoria permite operación, advertencia zona SR: PUT bloqueado: soporte cerca sin ruptura confirmada, enviada al cerebro único como evidencia, ubicación válida, MERCADO: TENDENCIA_BAJISTA - tendencia bajista confirmada por estructura, EMA e impulso, CALIDAD MERCADO: NORMAL score 69, TENDENCIA AVANZADA: BAJISTA_FUERTE fuerza 75.59, VALIDACIÓN MERCADO: PUT permitido a favor de tendencia bajista, ZONA SR: PUT bloqueado: soporte cerca sin ruptura confirmada, ACCION PRECIO: acción precio: PUT con soporte cerca; decisión delegada a zonas, RUPTURA: sin ruptura confirmada de soporte"
turbo,UK100-OTC,1787867160,call,liquidity sweep alcista,24,4,226,50.0,MEDIO,0,base media | price action en contra | PA fuerza alta | contra tendencia | mercado normal | riesgo mercado bajo | CALL con rechazo en soporte | sweep observado,A+,49.97,TENDENCIA_BAJISTA,NORMAL,62,BAJISTA_NORMAL,61.63,BAJISTA,RECHAZO_COMPRADOR_SOPORTE,acción precio: rechazo comprador en soporte,RECHAZO_VENDEDOR_HISTORICO,PUT,0.821,impulso bajista medio: caída válida pero con fuerza moderada | rechazo vendedor histórico real: zona + cierres bajos + estructura bajista,IMPULSO_BAJISTA_MEDIO | RECHAZO_VENDEDOR_HISTORICO,TENDENCIA_BAJISTA | MERCADO_NORMAL | TENDENCIA_LIMPIA,MEDIA,VELA_CONTRARIA_RECIENTE,,False,SIN_RUPTURA_RESISTENCIA,sin ruptura confirmada de resistencia,SWEEP_ALCISTA,PREMIUM,DIRECTA,5,2,27,False,rechazo comprador detectado | setup basado en barrida de liquidez | sweep contra tendencia sin confirmación completa | mercado normal operable sin bono automático,REVERSIÓN,SWEEP_CON_RECHAZO_AGOTAMIENTO,PROTOCOLO_SWEEP,MEDIO,PENDIENTE_CONFIRMACION,50.0,"IDENTIDAD +8: setup de reversión | IDENTIDAD +12: subtipo fuerte confirmado | PA -18: PA contrario a la señal | PA +12: rechazo/agote confirmado | MERCADO +0: mercado normal operable sin bono automático | MERCADO +3: tendencia normal más estable | HISTÓRICO +0: sin aprendizaje suficiente | CONSENSO -2: consenso medio | MÉTRICAS +4: score final muy alto | RESUMEN_CAPAS: identidad=70, pa=44, mercado=53, historico=50, consenso=48, metricas=54, extra=0",0,,,0,,,,,181,181,CANCELADA_CEREBRO_UNICO_NO_OPERAR,CANCELADA_CEREBRO,0,NO_OPERAR,LEGACY_DESACTIVADO,False,47.85,False,BLOQUEADA,False,ALTO,5,"Base de estrategia débil o media. | La dirección de la operación contradice la tendencia principal. | Price Action contradice la dirección de la operación. | Aprendizaje jerárquico: 12 fuentes utilizadas; winrate ponderado 45.66%; muestra representativa 44; ajuste -1.34; probabilidad sombra 47.85%; confiabilidad media. | PA en contra: impulso_bajista_medio | PA en contra: rechazo_vendedor_historico | Mercado: calidad normal operable, sin ajuste automático. | Mercado: tendencia bajista detectada. | Mercado: tendencia limpia detectada, sin ajuste automático. | V3 estadístico no autorizó operación. Probabilidad sombra 47.85% | intervalo 37.61%–61.92% | muestra 44 | confiabilidad MEDIA. | Decisión estadística: Probabilidad sombra 47.85% | intervalo 37.61%–61.92% | muestra 44 | confiabilidad MEDIA.",SOMBRA,47.85,37.61,61.92,44,22,22,MEDIA,"{'nivel': 'CONTEXTO_TECNICO', 'clave': 'CONTEXTO_TECNICO|CALL|REVERSIÓN|TENDENCIA|BAJISTA_NORMAL', 'total': 44, 'wins': 22, 'losses': 22, 'winrate': 50.0, 'ajuste': 0.0, 'decision': 'NEUTRO', 'confiabilidad': 'MEDIA', 'peso_nivel': 1.2, 'factor_muestra': 0.901, 'factor_estabilidad': 0.333, 'peso_efectivo': 0.36, 'probabilidad_ajustada': 49.77, 'intervalo_inferior': 37.61, 'intervalo_superior': 61.92, 'estabilidad_disponible': True, 'muestra_estabilidad': 44, 'wr_inicio': 66.67, 'wr_medio': 46.67, 'wr_reciente': 35.71, 'dispersion_temporal': 30.96, 'cambio_inicio_reciente': -30.96, 'bloques_mismo_lado_prior': 1, 'persistencia_direccion': 0.333}","{'nivel': 'MERCADO_EVIDENCIAS', 'clave': 'MERCADO_EVIDENCIAS|MERCADO_NORMAL', 'total': 577, 'wins': 271, 'losses': 306, 'winrate': 46.97, 'ajuste': -2.17, 'decision': 'DEBIL', 'confiabilidad': 'ALTA', 'peso_nivel': 0.85, 'factor_muestra': 1.0, 'factor_estabilidad': 1.0, 'peso_efectivo': 0.85, 'probabilidad_ajustada': 47.04, 'intervalo_inferior': 43.04, 'intervalo_superior': 51.04, 'estabilidad_disponible': True, 'muestra_estabilidad': 577, 'wr_inicio': 45.08, 'wr_medio': 46.88, 'wr_reciente': 48.96, 'dispersion_temporal': 3.88, 'cambio_inicio_reciente': 3.88, 'bloques_mismo_lado_prior': 3, 'persistencia_direccion': 1.0}",CONTEXTO_TECNICO,CONTEXTO_TECNICO|CALL|REVERSIÓN|TENDENCIA|BAJISTA_NORMAL,NO_OPERAR_SOMBRA,False,False,Probabilidad sombra 47.85% | intervalo 37.61%–61.92% | muestra 44 | confiabilidad MEDIA.,True,True,0.0,True,47.81,5,1,4,CONTEXTO_TECNICO,CONTEXTO_TECNICO|CALL|REVERSIÓN|TENDENCIA|BAJISTA_NORMAL,47.85,False,False,SIN_CAMBIO,False,44,MEDIA,CONTEXTO_TECNICO,CONTEXTO_TECNICO|CALL|REVERSIÓN|TENDENCIA|BAJISTA_NORMAL,True,False,BLOQUEADA,47.85,NO_OPERAR,True,"Base de estrategia débil o media. | La dirección de la operación contradice la tendencia principal. | Price Action contradice la dirección de la operación. | Aprendizaje jerárquico: 12 fuentes utilizadas; winrate ponderado 45.66%; muestra representativa 44; ajuste -1.34; probabilidad sombra 47.85%; confiabilidad media. | PA en contra: impulso_bajista_medio | PA en contra: rechazo_vendedor_historico | Mercado: calidad normal operable, sin ajuste automático. | Mercado: tendencia bajista detectada. | Mercado: tendencia limpia detectada, sin ajuste automático. | V3 estadístico no autorizó operación. Probabilidad sombra 47.85% | intervalo 37.61%–61.92% | muestra 44 | confiabilidad MEDIA. | Decisión estadística: Probabilidad sombra 47.85% | intervalo 37.61%–61.92% | muestra 44 | confiabilidad MEDIA.",WIN,WIN,1787867160,10639.386605,10641.537085,10639.386605,10641.537085,2.15048,2.15048,3.02607,1.92275,0.4822,10639.150695,10641.537085,10642.412675,10637.463855,UK100-OTC,,call,liquidity sweep alcista,24,4,226,A+,TENDENCIA_BAJISTA,NORMAL,62,BAJISTA_NORMAL,61.63,BAJISTA,RECHAZO_COMPRADOR_SOPORTE,RECHAZO_VENDEDOR_HISTORICO,PUT,0.821,SWEEP_ALCISTA,PREMIUM,DIRECTA,27,REVERSIÓN,SWEEP_CON_RECHAZO_AGOTAMIENTO,50.0,MEDIO,PROTOCOLO_SWEEP,,0,,47.85,NO_OPERAR,True,NO_OPERAR,47.85,47.85,0.0,,,47.85,50.0,0.0,-4.22,0.0,0.0,0.0,0.0,50.0,50.0,PA en contra: impulso_bajista_medio | PA en contra: rechazo_vendedor_historico,"Mercado: calidad normal operable, sin ajuste automático. | Mercado: tendencia bajista detectada. | Mercado: tendencia limpia detectada, sin ajuste automático.",,,,,False,-1,-1,-1,,0,,0,,,,,,0,False,,-1,,-1,-1,,False,False,,,False,False,-1,,-1,-1,,-1,-1,,SIN_DATOS,True,0,0,0,0,SIN_DATOS,{},{},,,,,,,0,0,0,0,0,0,,0,,,0,0,0,,,,True,1,VELA_CONTRARIA_RECIENTE,DIAGNOSTICO,,,,"ESTRATEGIA: liquidity sweep alcista, liquidity sweep alcista: barrida de mínimos | vela verde confirma rechazo | mecha inferior dominante | cierre en zona alta de la vela | barrida con exceso suficiente | rango de vela válido | cuerpo de vela suficiente | cierre actual confirma presión alcista | estructura inmediata rechaza mínimos | score_sweep=100, barrida de mínimos con recuperación confirmada, presión: presión bajista reciente, RSI: 49.97, rechazo comprador por recuperación, pin bar alcista, calidad A+, memoria permite operación, advertencia vela contraria reciente: CALL bloqueado: shooting/rechazo vendedor reciente, enviada al cerebro único como evidencia, ubicación válida, MERCADO: TENDENCIA_BAJISTA - tendencia bajista confirmada por estructura, EMA e impulso, CALIDAD MERCADO: NORMAL score 62, TENDENCIA AVANZADA: BAJISTA_NORMAL fuerza 61.63, VALIDACIÓN MERCADO: sweep contra tendencia permitido por barrida/rechazo fuerte, ZONA SR: zona válida, ACCION PRECIO: acción precio: rechazo comprador en soporte, RUPTURA: sin ruptura confirmada de resistencia"
