tipo,activo,fecha,direccion,patron,puntaje,prioridad,score_final,consenso,nivel_consenso,ajuste_consenso,razones_consenso,calidad,rsi,tipo_mercado,calidad_mercado,score_mercado,estado_tendencia,fuerza_tendencia,direccion_tendencia,accion_precio,razon_accion_precio,pa_tipo,pa_direccion,pa_fuerza,pa_razon,bootiq_evidencias_price_action,bootiq_evidencias_mercado,base_estrategia,riesgos_base,fortalezas_base,ruptura_confirmada,tipo_ruptura,razon_ruptura,tipo_setup,calidad_setup,modo_entrada_setup,puntaje_extra_setup,riesgo_extra_setup,balance_setup,a_favor_tendencia,razones_setup,familia_setup,subtipo_setup,protocolo_sugerido,nivel_setup,estado_setup,confianza_setup,razones_clasificador_setup,riesgo_protocolo,nivel_riesgo_protocolo,razon_riesgo_protocolo,indice_confirmacion_ia,nivel_confirmacion_ia,accion_confirmacion_ia,razon_confirmacion_ia,rango_indice_confirmacion_ia,idx_senal,idx_entrada,motivo_ejecucion,estado_operacion,espera_velas,cerebro_unico_decision,cerebro_unico_decision_legacy,cerebro_unico_operar,cerebro_unico_confianza,cerebro_unico_requiere_protocolo,cerebro_unico_modo_ejecucion,cerebro_unico_bloquear_por_riesgo,cerebro_unico_riesgo,cerebro_unico_riesgo_puntos,cerebro_unico_motivos,modo_probabilidad,probabilidad_estimada,intervalo_probabilidad_inferior,intervalo_probabilidad_superior,muestra_probabilidad,wins_probabilidad,losses_probabilidad,confiabilidad_probabilidad,fuente_probabilidad_principal,fuente_probabilidad_respaldo,fuente_principal_nivel,fuente_principal_clave,fuente_principal_probabilidad,fuente_principal_muestra,fuente_principal_wins,fuente_principal_losses,fuente_principal_intervalo_inferior,fuente_principal_intervalo_superior,fuente_principal_confiabilidad,fuente_respaldo_nivel,fuente_respaldo_clave,fuente_respaldo_probabilidad,fuente_respaldo_muestra,fuente_respaldo_wins,fuente_respaldo_losses,fuente_respaldo_intervalo_inferior,fuente_respaldo_intervalo_superior,fuente_respaldo_confiabilidad,probabilidad_principal_sola,decision_principal_sola,operar_principal_sola,delta_combinacion_vs_principal,nivel_probabilidad_principal,clave_probabilidad_principal,decision_estadistica_sombra,operar_estadistico_sombra,requiere_protocolo_estadistico_sombra,motivo_decision_estadistica_sombra,origen_decision_oficial,origen_decision_estadistica,sistemas_decision_separados,confianza_legacy,confianza_base_legacy,probabilidad_v3,desacuerdo_actual_vs_v3,auditoria_separacion_v3,seleccion_v3_sombra_patron,seleccion_v3_sombra_direccion,seleccion_v3_sombra_probabilidad,seleccion_v3_sombra_muestra,seleccion_v3_sombra_decision,seleccion_v3_sombra_misma_que_actual,resultado_seleccion_v3_sombra,fase4_evaluada,fase4_permitir_operacion,fase4_modo,fase4_confianza,fase4_decision,fase4_debe_bloquear,fase4_motivo,resultado,resultado_hipotetico,fecha_senal,precio_entrada_hipotetico,precio_cierre_hipotetico,precio_entrada,precio_cierre,movimiento,distancia_resultado,excursion_favor,excursion_contra,fuerza_cierre_siguiente,open_siguiente,close_siguiente,high_siguiente,low_siguiente,bootiq_identidad_activo,bootiq_identidad_tipo,bootiq_identidad_direccion,bootiq_identidad_patron,bootiq_estrategia_puntaje,bootiq_estrategia_prioridad,bootiq_estrategia_score_final,bootiq_estrategia_calidad,bootiq_mercado_tipo_mercado,bootiq_mercado_calidad_mercado,bootiq_mercado_score_mercado,bootiq_mercado_estado_tendencia,bootiq_mercado_fuerza_tendencia,bootiq_mercado_direccion_tendencia,bootiq_price_action_accion_precio,bootiq_price_action_pa_tipo,bootiq_price_action_pa_direccion,bootiq_price_action_pa_fuerza,bootiq_setup_tipo_setup,bootiq_setup_calidad_setup,bootiq_setup_modo_entrada_setup,bootiq_setup_balance_setup,bootiq_setup_familia_setup,bootiq_setup_subtipo_setup,bootiq_consenso_consenso,bootiq_consenso_nivel_consenso,bootiq_protocolo_protocolo_sugerido,bootiq_protocolo_nivel_riesgo_protocolo,bootiq_protocolo_indice_confirmacion_ia,bootiq_protocolo_accion_confirmacion_ia,bootiq_fase4_fase4_confianza,bootiq_fase4_fase4_decision,bootiq_fase4_fase4_debe_bloquear,bootiq_decision_unificada_accion,bootiq_decision_unificada_score,bootiq_decision_unificada_confianza,ajuste_ponderacion,motivos_ponderacion,pesos_aplicados,confianza_final_cerebro,auditoria_confianza_base,auditoria_ajuste_aprendizaje,auditoria_ajuste_price_action,auditoria_ajuste_mercado,auditoria_ajuste_estrategia,auditoria_ajuste_evidencias,auditoria_ajuste_ponderacion,auditoria_confianza_antes_ponderacion,auditoria_confianza_final,auditoria_motivos_price_action,auditoria_motivos_mercado,auditoria_motivos_estrategia,bootiq_resultado_estado_operacion,bootiq_resultado_motivo_ejecucion,bootiq_resultado_resultado,razon
turbo,USDMXN-OTC,1784575980,put,liquidity sweep bajista,22,4,212,21,MUY_BAJO,-15,base media | PA sin contexto claro | contra tendencia | mercado sucio/caótico | score mercado bajo | PUT con rechazo en resistencia | sweep observado,A+,62.48,TENDENCIA_ALCISTA,SUCIO,42,ALCISTA_NORMAL,63.1,ALCISTA,RECHAZO_VENDEDOR_RESISTENCIA,acción precio: rechazo vendedor en resistencia,SIN_CONTEXTO_CLARO,NEUTRA,0.0,,,TENDENCIA_ALCISTA | MERCADO_SUCIO | SCORE_MERCADO_BAJO | mercado_sucio | score_mercado_bajo,MEDIA,MERCADO_NO_VALIDADO|ZONA_SR_NO_VALIDADA|UBICACION_FATIGA_NO_VALIDADA,,False,SIN_RUPTURA_SOPORTE,sin ruptura confirmada de soporte,SWEEP_BAJISTA,MEDIA,NO_OPERAR,5,8,19,False,rechazo vendedor detectado | setup basado en barrida de liquidez | sweep contra tendencia sin confirmación completa | price action sin contexto claro | mercado sucio/caótico,REVERSIÓN,SWEEP_SIMPLE,PROTOCOLO_SWEEP,MEDIO_BAJO,INMADURO,46.4,"IDENTIDAD +8: setup de reversión | IDENTIDAD -2: subtipo históricamente mixto | PA -8: sin contexto claro | MERCADO -12: mercado sucio | MERCADO +3: tendencia normal más estable | MERCADO -6: mercado no validado | HISTÓRICO +0: sin aprendizaje suficiente | CONSENSO -4: consenso bajo | MÉTRICAS +4: score final muy alto | RESUMEN_CAPAS: identidad=56, pa=42, mercado=35, historico=50, consenso=46, metricas=54, extra=0",0,,,0,,,,,182,182,CANCELADA_CEREBRO_UNICO_NO_OPERAR,CANCELADA_CEREBRO,0,NO_OPERAR,NO_OPERAR,False,48.83,False,BLOQUEADA,False,ALTO,5,"nivel_1_estrategia: DEBILES, winrate 45.26% en 95 operaciones, ajuste -0.38. | nivel_2_estrategia_direccion: DEBILES, winrate 45.26% en 95 operaciones, ajuste -0.38. | nivel_3_estrategia_mercado: DEBILES, winrate 42.19% en 64 operaciones, ajuste -0.47. | nivel_4_estrategia_mercado_tendencia: DEBILES, winrate 44.44% en 36 operaciones, ajuste -0.19. | nivel_5_estrategia_mercado_tendencia_pa: DEBILES, winrate 40.0% en 25 operaciones, ajuste -0.35. | nivel_8_tipo_setup: NEUTRAS, winrate 48.81% en 84 operaciones, ajuste -0.10. | Price Action sin contexto claro. | Consenso bajo o muy bajo. | Base de estrategia débil o media. | La dirección de la operación contradice la tendencia principal. | Aprendizaje jerárquico: 8 fuentes utilizadas; winrate ponderado 49.69%; muestra representativa 729; ajuste +0.00; probabilidad sombra 48.72%; confiabilidad alta. | Mercado: contexto sucio o caótico detectado, sin ajuste automático. | Mercado: tendencia alcista detectada. | Mercado: score bajo detectado, sin ajuste automático. | Consenso observado sin ajuste estadístico: MUY_BAJO (+0) | Score final observado sin ajuste: 212.00 (+0) | Ponderación PA profesional: sin_contexto_claro (+0) | Tipo de setup observado: SWEEP_BAJISTA (+0) | Subtipo de setup observado: SWEEP_SIMPLE (+0) | Protocolo sugerido observado: PROTOCOLO_SWEEP (+0) | Ponderación riesgo: mercado_no_validado (+0) | Ponderación riesgo: zona_sr_no_validada (+0) | Ponderación riesgo: ubicacion_fatiga_no_validada (+0) | Legacy auditoría: Cerebro único: confianza inferior al mínimo operativo. | V3 estadístico no autorizó la operación. Probabilidad sombra 48.72% | intervalo 45.13%–52.29% | muestra 729 | confiabilidad ALTA. | Sombra estadística: Probabilidad sombra 48.72% | intervalo 45.13%–52.29% | muestra 729 | confiabilidad ALTA.",SOMBRA,48.72,45.13,52.29,729,355,374,ALTA,"{'nivel': 'FAMILIA_DIRECCION', 'clave': 'FAMILIA_DIRECCION|REVERSIÓN|PUT', 'total': 729, 'wins': 355, 'losses': 374, 'winrate': 48.7, 'ajuste': 0.0, 'decision': 'NEUTRO', 'confiabilidad': 'ALTA', 'peso_nivel': 0.95, 'factor_muestra': 1.0, 'peso_efectivo': 0.95, 'probabilidad_ajustada': 48.71, 'intervalo_inferior': 45.13, 'intervalo_superior': 52.29}","{'nivel': 'MERCADO_EVIDENCIAS', 'clave': 'MERCADO_EVIDENCIAS|MERCADO_SUCIO', 'total': 1535, 'wins': 750, 'losses': 785, 'winrate': 48.86, 'ajuste': 0.0, 'decision': 'NEUTRO', 'confiabilidad': 'ALTA', 'peso_nivel': 0.85, 'factor_muestra': 1.0, 'peso_efectivo': 0.85, 'probabilidad_ajustada': 48.86, 'intervalo_inferior': 46.38, 'intervalo_superior': 51.35}",FAMILIA_DIRECCION,FAMILIA_DIRECCION|REVERSIÓN|PUT,48.71,729,355,374,45.13,52.29,ALTA,MERCADO_EVIDENCIAS,MERCADO_EVIDENCIAS|MERCADO_SUCIO,48.86,1535,750,785,46.38,51.35,ALTA,48.71,NO_OPERAR,False,0.01,FAMILIA_DIRECCION,FAMILIA_DIRECCION|REVERSIÓN|PUT,NO_OPERAR_SOMBRA,False,False,Probabilidad sombra 48.72% | intervalo 45.13%–52.29% | muestra 729 | confiabilidad ALTA.,PROBABILIDAD_HISTORICA_V3,PROBABILIDAD_HISTORICA_V3,True,48.83,48.83,48.72,False,"{'sistemas_separados': True, 'sistema_oficial_actual': 'CONFIANZA_LEGACY', 'sistema_estadistico_v3': 'PROBABILIDAD_HISTORICA_SOMBRA', 'decision_oficial': 'NO_OPERAR', 'operar_oficial': False, 'confianza_legacy': 48.83, 'decision_sombra': 'NO_OPERAR_SOMBRA', 'operar_sombra': False, 'probabilidad_v3': 48.72, 'muestra_v3': 729, 'confiabilidad_v3': 'ALTA', 'nivel_fuente_v3': 'FAMILIA_DIRECCION', 'clave_fuente_v3': 'FAMILIA_DIRECCION|REVERSIÓN|PUT', 'desacuerdo_operativo': False, 'legacy_desglose': {'confianza_base': 48.83, 'ajuste_aprendizaje': 0.0, 'ajuste_price_action': 0.0, 'ajuste_mercado': 0.0, 'ajuste_estrategia': 0.0, 'ajuste_ponderacion': 0.0}}",liquidity sweep bajista,put,48.72,729,NO_OPERAR_SOMBRA,True,LOSS,True,False,BLOQUEADA,48.83,NO_OPERAR,True,"nivel_1_estrategia: DEBILES, winrate 45.26% en 95 operaciones, ajuste -0.38. | nivel_2_estrategia_direccion: DEBILES, winrate 45.26% en 95 operaciones, ajuste -0.38. | nivel_3_estrategia_mercado: DEBILES, winrate 42.19% en 64 operaciones, ajuste -0.47. | nivel_4_estrategia_mercado_tendencia: DEBILES, winrate 44.44% en 36 operaciones, ajuste -0.19. | nivel_5_estrategia_mercado_tendencia_pa: DEBILES, winrate 40.0% en 25 operaciones, ajuste -0.35. | nivel_8_tipo_setup: NEUTRAS, winrate 48.81% en 84 operaciones, ajuste -0.10. | Price Action sin contexto claro. | Consenso bajo o muy bajo. | Base de estrategia débil o media. | La dirección de la operación contradice la tendencia principal. | Aprendizaje jerárquico: 8 fuentes utilizadas; winrate ponderado 49.69%; muestra representativa 729; ajuste +0.00; probabilidad sombra 48.72%; confiabilidad alta. | Mercado: contexto sucio o caótico detectado, sin ajuste automático. | Mercado: tendencia alcista detectada. | Mercado: score bajo detectado, sin ajuste automático. | Consenso observado sin ajuste estadístico: MUY_BAJO (+0) | Score final observado sin ajuste: 212.00 (+0) | Ponderación PA profesional: sin_contexto_claro (+0) | Tipo de setup observado: SWEEP_BAJISTA (+0) | Subtipo de setup observado: SWEEP_SIMPLE (+0) | Protocolo sugerido observado: PROTOCOLO_SWEEP (+0) | Ponderación riesgo: mercado_no_validado (+0) | Ponderación riesgo: zona_sr_no_validada (+0) | Ponderación riesgo: ubicacion_fatiga_no_validada (+0) | Legacy auditoría: Cerebro único: confianza inferior al mínimo operativo. | V3 estadístico no autorizó la operación. Probabilidad sombra 48.72% | intervalo 45.13%–52.29% | muestra 729 | confiabilidad ALTA. | Sombra estadística: Probabilidad sombra 48.72% | intervalo 45.13%–52.29% | muestra 729 | confiabilidad ALTA.",LOSS,LOSS,1784575980,17.572905,17.576605,17.572905,17.576605,0.0037,-0.0037,-0.00014,0.00475,0.7722,17.573045,17.576605,17.577655,17.573045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Consenso observado sin ajuste estadístico: MUY_BAJO (+0) | Score final observado sin ajuste: 212.00 (+0) | Ponderación PA profesional: sin_contexto_claro (+0) | Tipo de setup observado: SWEEP_BAJISTA (+0) | Subtipo de setup observado: SWEEP_SIMPLE (+0) | Protocolo sugerido observado: PROTOCOLO_SWEEP (+0) | Ponderación riesgo: mercado_no_validado (+0) | Ponderación riesgo: zona_sr_no_validada (+0) | Ponderación riesgo: ubicacion_fatiga_no_validada (+0),0 | 0 | 0 | 0,48.83,48.83,0.0,0.0,0.0,0.0,0.0,0.0,48.83,48.83,,"Mercado: contexto sucio o caótico detectado, sin ajuste automático. | Mercado: tendencia alcista detectada. | Mercado: score bajo detectado, sin ajuste automático.",,,,,"ESTRATEGIA: liquidity sweep bajista, liquidity sweep bajista: barrida de máximos | vela roja confirma rechazo | mecha superior dominante | cierre en zona baja de la vela | score_sweep=55, barrida de máximos con rechazo, presión: presión vendedora por mechas superiores, RSI: 62.48, rechazo vendedor por recuperación fallida, calidad A+, sin historial suficiente, advertencia mercado: sweep contra tendencia bloqueado: sin agotamiento suficiente, enviada al cerebro único como evidencia, advertencia zona SR: PUT bloqueado: soporte cerca sin ruptura confirmada, enviada al cerebro único como evidencia, advertencia ubicación/fatiga: fatiga bajista real, enviada al cerebro único como evidencia, fatiga bajista real, MERCADO: TENDENCIA_ALCISTA - tendencia alcista confirmada por estructura, EMA e impulso, CALIDAD MERCADO: SUCIO score 42, TENDENCIA AVANZADA: ALCISTA_NORMAL fuerza 63.1, VALIDACIÓN MERCADO: sweep contra tendencia bloqueado: sin agotamiento suficiente, ZONA SR: PUT bloqueado: soporte cerca sin ruptura confirmada, ACCION PRECIO: acción precio: rechazo vendedor en resistencia, RUPTURA: sin ruptura confirmada de soporte"
turbo,COFFEE-OTC,1784576520,call,pullback alcista a EMA,19,4,134,39,MUY_BAJO,-15,base media | PA sin contexto claro | tendencia a favor | mercado normal | CALL cerca de resistencia sin ruptura | pullback alcista en revisión,A+,56.91,TENDENCIA_ALCISTA,NORMAL,68,ALCISTA_NORMAL,65.66,ALCISTA,CALL_RESISTENCIA_CERCA_SIN_RUPTURA,acción precio: CALL con resistencia cerca; decisión delegada a zonas,SIN_CONTEXTO_CLARO,NEUTRA,0.0,,,TENDENCIA_ALCISTA | MERCADO_NORMAL,MEDIA,VELA_CONTRARIA_RECIENTE,,False,SIN_RUPTURA_RESISTENCIA,sin ruptura confirmada de resistencia,CONTINUACION,BUENA,DIRECTA,4,2,21,True,"continuación a favor de tendencia | tendencia con fuerza suficiente, bono moderado | price action sin contexto claro | mercado normal operable sin bono automático",CONTINUACIÓN,PULLBACK_GENERICO,PROTOCOLO_RUPTURA_RESISTENCIA,MEDIO_BAJO,INMADURO,45.8,"IDENTIDAD +2: setup de continuación | IDENTIDAD +4: subtipo operable pero confirmable | PA -8: sin contexto claro | MERCADO +0: mercado normal operable sin bono automático | MERCADO +3: tendencia normal más estable | HISTÓRICO +0: sin aprendizaje suficiente | CONSENSO -4: consenso bajo | RIESGO -4: CALL contra resistencia sin ruptura | RESUMEN_CAPAS: identidad=56, pa=42, mercado=53, historico=50, consenso=46, metricas=50, extra=-4",0,,,0,,,,,190,190,CANCELADA_CEREBRO_UNICO_NO_OPERAR,CANCELADA_CEREBRO,0,NO_OPERAR,NO_OPERAR,False,47.44,False,BLOQUEADA,False,ALTO,5,"nivel_1_estrategia: DEBILES, winrate 41.94% en 31 operaciones, ajuste -0.28. | nivel_2_estrategia_direccion: DEBILES, winrate 41.94% en 31 operaciones, ajuste -0.28. | nivel_3_estrategia_mercado: DEBILES, winrate 41.94% en 31 operaciones, ajuste -0.28. | nivel_4_estrategia_mercado_tendencia: DEBILES, winrate 38.46% en 26 operaciones, ajuste -0.40. | nivel_5_estrategia_mercado_tendencia_pa: DEBILES, winrate 45.0% en 20 operaciones, ajuste -0.17. | nivel_6_estrategia_mercado_tendencia_pa_calidad: DEBILES, winrate 45.0% en 20 operaciones, ajuste -0.17. | nivel_8_tipo_setup: DEBILES, winrate 46.45% en 155 operaciones, ajuste -0.35. | nivel_9_setup_calidad: NEUTRAS, winrate 49.43% en 87 operaciones, ajuste -0.05. | nivel_10_setup_modo: NEUTRAS, winrate 48.65% en 74 operaciones, ajuste -0.08. | Price Action sin contexto claro. | Consenso bajo o muy bajo. | Base de estrategia débil o media. | CALL cerca de resistencia sin ruptura confirmada. | Aprendizaje jerárquico: 7 fuentes utilizadas; winrate ponderado 45.68%; muestra representativa 28; ajuste -1.48; probabilidad sombra 42.23%; confiabilidad media. | Mercado: calidad normal operable, sin ajuste automático. | Mercado: tendencia alcista detectada. | Estrategia: CALL cerca de resistencia sin ruptura, sin penalización automática. | Consenso observado sin ajuste estadístico: MUY_BAJO (+0) | Score final observado sin ajuste: 134.00 (+0) | Ponderación PA profesional: sin_contexto_claro (+0) | Tipo de setup observado: CONTINUACION (+0) | Subtipo de setup observado: PULLBACK_GENERICO (+0) | Protocolo sugerido observado: PROTOCOLO_RUPTURA_RESISTENCIA (+0) | Ponderación riesgo: vela_contraria_reciente (+0) | Legacy auditoría: Cerebro único: confianza inferior al mínimo operativo. | V3 estadístico no autorizó la operación. Probabilidad sombra 42.23% | intervalo 27.57%–55.14% | muestra 28 | confiabilidad MEDIA. | Sombra estadística: Probabilidad sombra 42.23% | intervalo 27.57%–55.14% | muestra 28 | confiabilidad MEDIA.",SOMBRA,42.23,27.57,55.14,28,10,18,MEDIA,"{'nivel': 'FAMILIA_TENDENCIA', 'clave': 'FAMILIA_TENDENCIA|CONTINUACIÓN|ALCISTA_NORMAL', 'total': 28, 'wins': 10, 'losses': 18, 'winrate': 35.71, 'ajuste': -3.12, 'decision': 'DEBIL', 'confiabilidad': 'MEDIA', 'peso_nivel': 0.85, 'factor_muestra': 0.771, 'peso_efectivo': 0.655, 'probabilidad_ajustada': 41.35, 'intervalo_inferior': 27.57, 'intervalo_superior': 55.14}","{'nivel': 'MERCADO_EVIDENCIAS', 'clave': 'MERCADO_EVIDENCIAS|MERCADO_NORMAL', 'total': 713, 'wins': 343, 'losses': 370, 'winrate': 48.11, 'ajuste': 0.0, 'decision': 'NEUTRO', 'confiabilidad': 'ALTA', 'peso_nivel': 0.85, 'factor_muestra': 1.0, 'peso_efectivo': 0.85, 'probabilidad_ajustada': 48.14, 'intervalo_inferior': 44.52, 'intervalo_superior': 51.75}",FAMILIA_TENDENCIA,FAMILIA_TENDENCIA|CONTINUACIÓN|ALCISTA_NORMAL,41.35,28,10,18,27.57,55.14,MEDIA,MERCADO_EVIDENCIAS,MERCADO_EVIDENCIAS|MERCADO_NORMAL,48.14,713,343,370,44.52,51.75,ALTA,41.35,NO_OPERAR,False,0.88,FAMILIA_TENDENCIA,FAMILIA_TENDENCIA|CONTINUACIÓN|ALCISTA_NORMAL,NO_OPERAR_SOMBRA,False,False,Probabilidad sombra 42.23% | intervalo 27.57%–55.14% | muestra 28 | confiabilidad MEDIA.,PROBABILIDAD_HISTORICA_V3,PROBABILIDAD_HISTORICA_V3,True,47.44,48.92,42.23,False,"{'sistemas_separados': True, 'sistema_oficial_actual': 'CONFIANZA_LEGACY', 'sistema_estadistico_v3': 'PROBABILIDAD_HISTORICA_SOMBRA', 'decision_oficial': 'NO_OPERAR', 'operar_oficial': False, 'confianza_legacy': 47.44, 'decision_sombra': 'NO_OPERAR_SOMBRA', 'operar_sombra': False, 'probabilidad_v3': 42.23, 'muestra_v3': 28, 'confiabilidad_v3': 'MEDIA', 'nivel_fuente_v3': 'FAMILIA_TENDENCIA', 'clave_fuente_v3': 'FAMILIA_TENDENCIA|CONTINUACIÓN|ALCISTA_NORMAL', 'desacuerdo_operativo': False, 'legacy_desglose': {'confianza_base': 48.92, 'ajuste_aprendizaje': -1.48, 'ajuste_price_action': 0.0, 'ajuste_mercado': 0.0, 'ajuste_estrategia': 0.0, 'ajuste_ponderacion': 0.0}}",pullback alcista a EMA,call,42.23,28,NO_OPERAR_SOMBRA,True,WIN,True,False,BLOQUEADA,47.44,NO_OPERAR,True,"nivel_1_estrategia: DEBILES, winrate 41.94% en 31 operaciones, ajuste -0.28. | nivel_2_estrategia_direccion: DEBILES, winrate 41.94% en 31 operaciones, ajuste -0.28. | nivel_3_estrategia_mercado: DEBILES, winrate 41.94% en 31 operaciones, ajuste -0.28. | nivel_4_estrategia_mercado_tendencia: DEBILES, winrate 38.46% en 26 operaciones, ajuste -0.40. | nivel_5_estrategia_mercado_tendencia_pa: DEBILES, winrate 45.0% en 20 operaciones, ajuste -0.17. | nivel_6_estrategia_mercado_tendencia_pa_calidad: DEBILES, winrate 45.0% en 20 operaciones, ajuste -0.17. | nivel_8_tipo_setup: DEBILES, winrate 46.45% en 155 operaciones, ajuste -0.35. | nivel_9_setup_calidad: NEUTRAS, winrate 49.43% en 87 operaciones, ajuste -0.05. | nivel_10_setup_modo: NEUTRAS, winrate 48.65% en 74 operaciones, ajuste -0.08. | Price Action sin contexto claro. | Consenso bajo o muy bajo. | Base de estrategia débil o media. | CALL cerca de resistencia sin ruptura confirmada. | Aprendizaje jerárquico: 7 fuentes utilizadas; winrate ponderado 45.68%; muestra representativa 28; ajuste -1.48; probabilidad sombra 42.23%; confiabilidad media. | Mercado: calidad normal operable, sin ajuste automático. | Mercado: tendencia alcista detectada. | Estrategia: CALL cerca de resistencia sin ruptura, sin penalización automática. | Consenso observado sin ajuste estadístico: MUY_BAJO (+0) | Score final observado sin ajuste: 134.00 (+0) | Ponderación PA profesional: sin_contexto_claro (+0) | Tipo de setup observado: CONTINUACION (+0) | Subtipo de setup observado: PULLBACK_GENERICO (+0) | Protocolo sugerido observado: PROTOCOLO_RUPTURA_RESISTENCIA (+0) | Ponderación riesgo: vela_contraria_reciente (+0) | Legacy auditoría: Cerebro único: confianza inferior al mínimo operativo. | V3 estadístico no autorizó la operación. Probabilidad sombra 42.23% | intervalo 27.57%–55.14% | muestra 28 | confiabilidad MEDIA. | Sombra estadística: Probabilidad sombra 42.23% | intervalo 27.57%–55.14% | muestra 28 | confiabilidad MEDIA.",WIN,WIN,1784576520,312.095285,312.639515,312.095285,312.639515,0.54423,0.54423,0.61409,-0.03682,0.7676,312.196415,312.639515,312.709375,312.132105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Consenso observado sin ajuste estadístico: MUY_BAJO (+0) | Score final observado sin ajuste: 134.00 (+0) | Ponderación PA profesional: sin_contexto_claro (+0) | Tipo de setup observado: CONTINUACION (+0) | Subtipo de setup observado: PULLBACK_GENERICO (+0) | Protocolo sugerido observado: PROTOCOLO_RUPTURA_RESISTENCIA (+0) | Ponderación riesgo: vela_contraria_reciente (+0),0 | 0,47.44,48.92,-1.48,0.0,0.0,0.0,0.0,0.0,47.44,47.44,,"Mercado: calidad normal operable, sin ajuste automático. | Mercado: tendencia alcista detectada.","Estrategia: CALL cerca de resistencia sin ruptura, sin penalización automática.",,,,"ESTRATEGIA: pullback alcista a EMA, pullback alcista válido, EMA favorece compra, presión: presión alcista reciente, RSI: 56.91, envolvente alcista, patrón contexto: patrón alcista válido en soporte con contexto, calidad A+, sin historial suficiente, advertencia vela contraria reciente: CALL bloqueado: shooting/rechazo vendedor reciente, enviada al cerebro único como evidencia, ubicación válida, MERCADO: TENDENCIA_ALCISTA - tendencia alcista confirmada por estructura, EMA e impulso, CALIDAD MERCADO: NORMAL score 68, TENDENCIA AVANZADA: ALCISTA_NORMAL fuerza 65.66, VALIDACIÓN MERCADO: tendencia sucia: pullback alcista permitido con puntaje alto, ZONA SR: CALL permitido: cerca de soporte, ACCION PRECIO: acción precio: CALL con resistencia cerca; decisión delegada a zonas, RUPTURA: sin ruptura confirmada de resistencia"
