activo,fecha,direccion,patron,puntaje,resultado,precio_entrada,precio_cierre
AUDCAD-OTC,1782029880,put,continuacion bajista simple,14,WIN,0.991105,0.991035
AUDCAD-OTC,1782029940,put,continuacion bajista simple,14,WIN,0.991035,0.991025
AUDCAD-OTC,1782030060,put,continuacion bajista simple,14,WIN,0.990935,0.990785
AUDCAD-OTC,1782030120,put,continuacion bajista simple,14,WIN,0.990785,0.990585
AUDCAD-OTC,1782030180,put,continuacion bajista simple,14,LOSS,0.990585,0.990625
AUDCAD-OTC,1782030240,call,reaccion compradora simple,18,LOSS,0.990625,0.990565
AUDCAD-OTC,1782030300,put,continuacion bajista simple,14,WIN,0.990565,0.990285
AUDCAD-OTC,1782030360,put,continuacion bajista simple,14,LOSS,0.990285,0.990315
AUDCAD-OTC,1782030480,call,continuacion alcista simple,14,WIN,0.990565,0.990645
AUDCAD-OTC,1782030540,call,reaccion compradora simple,18,LOSS,0.990645,0.990465
AUDCAD-OTC,1782030600,put,continuacion bajista simple,14,LOSS,0.990465,0.990485
AUDCAD-OTC,1782030720,put,continuacion bajista simple,14,WIN,0.990325,0.990185
AUDCAD-OTC,1782030780,put,continuacion bajista simple,14,WIN,0.990185,0.990015
AUDCAD-OTC,1782030840,put,continuacion bajista simple,14,WIN,0.990015,0.989805
AUDCAD-OTC,1782030900,put,continuacion bajista simple,14,LOSS,0.989805,0.989885
AUDCAD-OTC,1782030960,call,continuacion alcista simple,14,LOSS,0.989885,0.989785
AUDCAD-OTC,1782031020,put,continuacion bajista simple,14,WIN,0.989785,0.989715
AUDCAD-OTC,1782031080,put,continuacion bajista simple,14,LOSS,0.989715,0.989805
AUDCAD-OTC,1782031140,call,reaccion compradora simple,18,LOSS,0.989805,0.989495
AUDCAD-OTC,1782031200,put,continuacion bajista simple,14,LOSS,0.989495,0.989735
AUDCAD-OTC,1782031260,call,continuacion alcista simple,14,WIN,0.989735,0.989745
AUDCAD-OTC,1782031380,call,continuacion alcista simple,14,WIN,0.989945,0.989955
AUDCAD-OTC,1782031500,put,continuacion bajista simple,14,WIN,0.989835,0.989555
AUDCAD-OTC,1782031560,put,continuacion bajista simple,14,LOSS,0.989555,0.989735
AUDCAD-OTC,1782031620,call,continuacion alcista simple,14,LOSS,0.989735,0.989735
AUDCAD-OTC,1782031740,put,continuacion bajista simple,14,WIN,0.989385,0.989215
AUDCAD-OTC,1782031800,put,continuacion bajista simple,14,LOSS,0.989215,0.989315
AUDCAD-OTC,1782031860,call,reaccion compradora simple,18,WIN,0.989315,0.989425
AUDCAD-OTC,1782031920,call,continuacion alcista simple,14,WIN,0.989425,0.989615
AUDCAD-OTC,1782031980,call,continuacion alcista simple,14,LOSS,0.989615,0.989205
AUDCAD-OTC,1782032040,put,continuacion bajista simple,14,LOSS,0.989205,0.989415
AUDCAD-OTC,1782032100,call,continuacion alcista simple,14,WIN,0.989415,0.989425
AUDCAD-OTC,1782032220,call,continuacion alcista simple,14,LOSS,0.989495,0.989495
AUDCAD-OTC,1782032340,put,continuacion bajista simple,14,WIN,0.989315,0.989115
AUDCAD-OTC,1782032400,put,continuacion bajista simple,14,LOSS,0.989115,0.989525
AUDCAD-OTC,1782032460,call,continuacion alcista simple,14,LOSS,0.989525,0.989435
AUDCAD-OTC,1782032520,put,continuacion bajista simple,14,WIN,0.989435,0.989165
AUDCAD-OTC,1782032580,put,continuacion bajista simple,14,LOSS,0.989165,0.989515
AUDCAD-OTC,1782032640,call,continuacion alcista simple,14,WIN,0.989515,0.989715
AUDCAD-OTC,1782032700,call,continuacion alcista simple,14,WIN,0.989715,0.989805
AUDCAD-OTC,1782032760,call,continuacion alcista simple,14,LOSS,0.989805,0.989665
AUDCAD-OTC,1782032820,put,continuacion bajista simple,14,LOSS,0.989665,0.989735
AUDCAD-OTC,1782032880,call,reaccion compradora simple,18,LOSS,0.989735,0.989495
AUDCAD-OTC,1782032940,put,continuacion bajista simple,14,WIN,0.989495,0.989305
AUDCAD-OTC,1782033000,put,continuacion bajista simple,14,LOSS,0.989305,0.989615
AUDCAD-OTC,1782033060,call,continuacion alcista simple,14,LOSS,0.989615,0.989355
AUDCAD-OTC,1782033120,put,continuacion bajista simple,14,LOSS,0.989355,0.989675
AUDCAD-OTC,1782033180,call,continuacion alcista simple,14,WIN,0.989675,0.989695
AUDCAD-OTC,1782033240,call,reaccion compradora simple,18,LOSS,0.989695,0.989495
AUDCAD-OTC,1782033300,put,continuacion bajista simple,14,LOSS,0.989495,0.989665
AUDCAD-OTC,1782033360,call,continuacion alcista simple,14,WIN,0.989665,0.989905
AUDCAD-OTC,1782033420,call,continuacion alcista simple,14,WIN,0.989905,0.989965
AUDCAD-OTC,1782033480,call,continuacion alcista simple,14,LOSS,0.989965,0.989895
AUDCAD-OTC,1782033540,put,reaccion vendedora simple,18,LOSS,0.989895,0.989955
AUDCAD-OTC,1782033600,call,reaccion compradora simple,18,LOSS,0.989955,0.989915
AUDCAD-OTC,1782033720,put,continuacion bajista simple,14,WIN,0.989675,0.989595
AUDCAD-OTC,1782033780,put,continuacion bajista simple,14,LOSS,0.989595,0.989635
AUDCAD-OTC,1782033900,call,continuacion alcista simple,14,LOSS,0.989755,0.989735
AUDCAD-OTC,1782034020,put,continuacion bajista simple,14,LOSS,0.989565,0.989815
AUDCAD-OTC,1782034080,call,continuacion alcista simple,14,LOSS,0.989815,0.989795
AUDCAD-OTC,1782034200,put,reaccion vendedora simple,18,LOSS,0.989715,0.989845
AUDCAD-OTC,1782034260,call,continuacion alcista simple,14,WIN,0.989845,0.990065
AUDCAD-OTC,1782034320,call,continuacion alcista simple,14,WIN,0.990065,0.990265
AUDCAD-OTC,1782034380,call,continuacion alcista simple,14,LOSS,0.990265,0.989995
AUDCAD-OTC,1782034440,put,continuacion bajista simple,14,LOSS,0.989995,0.990005
AUDCAD-OTC,1782034560,call,continuacion alcista simple,14,LOSS,0.990235,0.990205
AUDCAD-OTC,1782034620,put,reaccion vendedora simple,18,WIN,0.990205,0.990175
AUDCAD-OTC,1782034740,put,continuacion bajista simple,14,WIN,0.989845,0.989815
AUDCAD-OTC,1782034860,put,continuacion bajista simple,14,LOSS,0.989685,0.989745
AUDCAD-OTC,1782034920,call,continuacion alcista simple,14,LOSS,0.989745,0.989235
AUDCAD-OTC,1782034980,put,continuacion bajista simple,14,LOSS,0.989235,0.989245
AUDCAD-OTC,1782035100,put,continuacion bajista simple,14,WIN,0.989035,0.989015
AUDCAD-OTC,1782035280,call,continuacion alcista simple,14,WIN,0.989195,0.989275
AUDCAD-OTC,1782035340,call,continuacion alcista simple,14,LOSS,0.989275,0.989135
AUDCAD-OTC,1782035400,put,continuacion bajista simple,14,WIN,0.989135,0.989065
AUDCAD-OTC,1782035460,put,reaccion vendedora simple,18,LOSS,0.989065,0.989305
AUDCAD-OTC,1782035520,call,continuacion alcista simple,14,WIN,0.989305,0.989525
AUDCAD-OTC,1782035580,call,continuacion alcista simple,14,LOSS,0.989525,0.989215
AUDCAD-OTC,1782035640,put,continuacion bajista simple,14,LOSS,0.989215,0.989315
AUDCAD-OTC,1782035700,call,continuacion alcista simple,14,LOSS,0.989315,0.989165
AUDCAD-OTC,1782035760,put,continuacion bajista simple,14,LOSS,0.989165,0.989335
AUDCAD-OTC,1782035820,call,continuacion alcista simple,14,LOSS,0.989335,0.989205
AUDCAD-OTC,1782035880,put,continuacion bajista simple,14,LOSS,0.989205,0.989315
AUDCAD-OTC,1782035940,call,continuacion alcista simple,14,LOSS,0.989315,0.989285
AUDCAD-OTC,1782036240,call,continuacion alcista simple,14,LOSS,0.989335,0.989295
AUDCAD-OTC,1782036360,put,reaccion vendedora simple,18,LOSS,0.989255,0.989315
AUDCAD-OTC,1782036420,call,reaccion compradora simple,18,LOSS,0.989315,0.989275
AUDCAD-OTC,1782036540,call,continuacion alcista simple,14,WIN,0.989475,0.989515
AUDCAD-OTC,1782036660,put,continuacion bajista simple,14,WIN,0.989295,0.989175
AUDCAD-OTC,1782036720,put,continuacion bajista simple,14,WIN,0.989175,0.988905
AUDCAD-OTC,1782036780,put,continuacion bajista simple,14,WIN,0.988905,0.988675
AUDCAD-OTC,1782036840,put,continuacion bajista simple,14,LOSS,0.988675,0.988765
AUDCAD-OTC,1782036900,call,continuacion alcista simple,14,WIN,0.988765,0.988785
AUDCAD-OTC,1782037020,put,reaccion vendedora simple,18,LOSS,0.988695,0.988705
AUDCAD-OTC,1782037140,call,continuacion alcista simple,14,LOSS,0.988945,0.988855
AUDCAD-OTC,1782037200,put,continuacion bajista simple,14,LOSS,0.988855,0.989055
AUDCAD-OTC,1782037260,call,continuacion alcista simple,14,LOSS,0.989055,0.989005
AUDCAD-OTC,1782037320,put,continuacion bajista simple,14,LOSS,0.989005,0.989105
AUDCAD-OTC,1782037380,call,continuacion alcista simple,14,LOSS,0.989105,0.989035
AUDCAD-OTC,1782037440,put,continuacion bajista simple,14,WIN,0.989035,0.989015
AUDCAD-OTC,1782037500,put,reaccion vendedora simple,18,LOSS,0.989015,0.989175
AUDCAD-OTC,1782037560,call,continuacion alcista simple,14,WIN,0.989175,0.989265
AUDCAD-OTC,1782037620,call,reaccion compradora simple,18,LOSS,0.989265,0.989165
AUDCAD-OTC,1782037680,put,continuacion bajista simple,14,LOSS,0.989165,0.989565
AUDCAD-OTC,1782037740,call,continuacion alcista simple,14,LOSS,0.989565,0.989455
AUDCAD-OTC,1782037800,put,continuacion bajista simple,14,WIN,0.989455,0.989335
AUDCAD-OTC,1782037860,put,continuacion bajista simple,14,WIN,0.989335,0.989065
AUDCAD-OTC,1782037920,put,continuacion bajista simple,14,LOSS,0.989065,0.989185
AUDCAD-OTC,1782037980,call,continuacion alcista simple,14,WIN,0.989185,0.989335
AUDCAD-OTC,1782038040,call,continuacion alcista simple,14,WIN,0.989335,0.989775
AUDCAD-OTC,1782038100,call,continuacion alcista simple,14,LOSS,0.989775,0.989665
AUDCAD-OTC,1782038160,put,continuacion bajista simple,14,LOSS,0.989665,0.989705
AUDCAD-OTC,1782038280,put,continuacion bajista simple,14,LOSS,0.989395,0.989445
AUDCAD-OTC,1782038340,call,reaccion compradora simple,18,WIN,0.989445,0.989465
AUDCAD-OTC,1782038520,put,continuacion bajista simple,14,WIN,0.989255,0.989085
AUDCAD-OTC,1782038580,put,continuacion bajista simple,14,LOSS,0.989085,0.989325
AUDCAD-OTC,1782038640,call,continuacion alcista simple,14,LOSS,0.989325,0.989265
AUDCAD-OTC,1782038700,put,reaccion vendedora simple,18,WIN,0.989265,0.989035
AUDCAD-OTC,1782038760,put,continuacion bajista simple,14,LOSS,0.989035,0.989135
AUDCAD-OTC,1782038820,call,continuacion alcista simple,14,LOSS,0.989135,0.988855
AUDCAD-OTC,1782038880,put,continuacion bajista simple,14,WIN,0.988855,0.988845
AUDCAD-OTC,1782039000,call,continuacion alcista simple,14,LOSS,0.989045,0.988875
AUDCAD-OTC,1782039060,put,continuacion bajista simple,14,LOSS,0.988875,0.988885
AUDCAD-OTC,1782039180,call,continuacion alcista simple,14,WIN,0.989185,0.989405
AUDCAD-OTC,1782039240,call,continuacion alcista simple,14,WIN,0.989405,0.989505
AUDCAD-OTC,1782039300,call,continuacion alcista simple,14,WIN,0.989505,0.989735
AUDCAD-OTC,1782039360,call,continuacion alcista simple,14,WIN,0.989735,0.989815
AUDCAD-OTC,1782039420,call,continuacion alcista simple,14,LOSS,0.989815,0.989765
AUDCAD-OTC,1782039660,put,continuacion bajista simple,14,LOSS,0.989685,0.989705
AUDCAD-OTC,1782039780,put,continuacion bajista simple,14,LOSS,0.989645,0.989785
AUDCAD-OTC,1782039840,call,continuacion alcista simple,14,LOSS,0.989785,0.989705
AUDCAD-OTC,1782039900,put,continuacion bajista simple,14,WIN,0.989705,0.989665
AUDCAD-OTC,1782040020,put,continuacion bajista simple,14,LOSS,0.989495,0.989615
AUDCAD-OTC,1782040080,call,continuacion alcista simple,14,LOSS,0.989615,0.989475
AUDCAD-OTC,1782040140,put,continuacion bajista simple,14,LOSS,0.989475,0.989685
AUDCAD-OTC,1782040200,call,continuacion alcista simple,14,WIN,0.989685,0.989705
AUDCAD-OTC,1782040320,put,continuacion bajista simple,14,LOSS,0.989535,0.989775
AUDCAD-OTC,1782040380,call,continuacion alcista simple,14,LOSS,0.989775,0.989675
AUDCAD-OTC,1782040440,put,continuacion bajista simple,14,WIN,0.989675,0.989615
AUDCAD-OTC,1782040500,put,continuacion bajista simple,14,WIN,0.989615,0.989505
AUDCAD-OTC,1782040560,put,continuacion bajista simple,14,LOSS,0.989505,0.989525
AUDCAD-OTC,1782040680,call,continuacion alcista simple,14,WIN,0.989745,0.989905
AUDCAD-OTC,1782040740,call,continuacion alcista simple,14,WIN,0.989905,0.990055
AUDCAD-OTC,1782040800,call,continuacion alcista simple,14,WIN,0.990055,0.990065
AUDCAD-OTC,1782040920,call,continuacion alcista simple,14,LOSS,0.990175,0.990155
AUDCAD-OTC,1782041100,put,continuacion bajista simple,14,LOSS,0.990065,0.990205
AUDCAD-OTC,1782041160,call,continuacion alcista simple,14,LOSS,0.990205,0.990125
AUDCAD-OTC,1782041220,put,continuacion bajista simple,14,WIN,0.990125,0.990085
AUDCAD-OTC,1782041340,put,continuacion bajista simple,14,WIN,0.989855,0.989695
AUDCAD-OTC,1782041400,put,continuacion bajista simple,14,LOSS,0.989695,0.989765
AUDCAD-OTC,1782041460,call,continuacion alcista simple,14,LOSS,0.989765,0.989755
AUDCAD-OTC,1782041580,call,continuacion alcista simple,14,LOSS,0.989855,0.989525
AUDCAD-OTC,1782041640,put,continuacion bajista simple,14,LOSS,0.989525,0.989575
AUDCAD-OTC,1782041700,call,continuacion alcista simple,14,LOSS,0.989575,0.989535
AUDCAD-OTC,1782041760,put,reaccion vendedora simple,18,LOSS,0.989535,0.989615
AUDCAD-OTC,1782041820,call,reaccion compradora simple,18,LOSS,0.989615,0.989415
AUDCAD-OTC,1782041880,put,continuacion bajista simple,14,WIN,0.989415,0.989355
AUDCAD-OTC,1782041940,put,reaccion vendedora simple,18,WIN,0.989355,0.989165
AUDCAD-OTC,1782042000,put,continuacion bajista simple,14,WIN,0.989165,0.988965
AUDCAD-OTC,1782042060,put,continuacion bajista simple,14,LOSS,0.988965,0.989155
AUDCAD-OTC,1782042120,call,continuacion alcista simple,14,LOSS,0.989155,0.989015
AUDCAD-OTC,1782042180,put,continuacion bajista simple,14,WIN,0.989015,0.988845
AUDCAD-OTC,1782042240,put,continuacion bajista simple,14,LOSS,0.988845,0.989045
AUDCAD-OTC,1782042300,call,continuacion alcista simple,14,WIN,0.989045,0.989235
AUDCAD-OTC,1782042360,call,continuacion alcista simple,14,LOSS,0.989235,0.989045
AUDCAD-OTC,1782042420,put,continuacion bajista simple,14,LOSS,0.989045,0.989195
AUDCAD-OTC,1782042480,call,continuacion alcista simple,14,LOSS,0.989195,0.989105
AUDCAD-OTC,1782042540,put,continuacion bajista simple,14,LOSS,0.989105,0.989315
AUDCAD-OTC,1782042600,call,continuacion alcista simple,14,LOSS,0.989315,0.989245
AUDCAD-OTC,1782042660,put,reaccion vendedora simple,18,WIN,0.989245,0.989105
AUDCAD-OTC,1782042720,put,continuacion bajista simple,14,LOSS,0.989105,0.989255
AUDCAD-OTC,1782042780,call,continuacion alcista simple,14,LOSS,0.989255,0.989215
AUDCAD-OTC,1782042840,put,reaccion vendedora simple,18,LOSS,0.989215,0.989265
AUDCAD-OTC,1782042960,call,continuacion alcista simple,14,WIN,0.989545,0.989655
AUDCAD-OTC,1782043020,call,continuacion alcista simple,14,LOSS,0.989655,0.989615
AUDCAD-OTC,1782043140,put,reaccion vendedora simple,18,WIN,0.989565,0.989495
AUDCAD-OTC,1782043200,put,continuacion bajista simple,14,LOSS,0.989495,0.989695
AUDCAD-OTC,1782043260,call,continuacion alcista simple,14,LOSS,0.989695,0.989515
AUDCAD-OTC,1782043320,put,continuacion bajista simple,14,WIN,0.989515,0.989375
AUDCAD-OTC,1782043380,put,continuacion bajista simple,14,WIN,0.989375,0.989265
AUDCAD-OTC,1782043440,put,continuacion bajista simple,14,LOSS,0.989265,0.989405
AUDCAD-OTC,1782043500,call,continuacion alcista simple,14,LOSS,0.989405,0.989345
AUDCAD-OTC,1782043620,put,continuacion bajista simple,14,WIN,0.989095,0.988815
AUDCAD-OTC,1782043680,put,continuacion bajista simple,14,LOSS,0.988815,0.988965
AUDCAD-OTC,1782043740,call,continuacion alcista simple,14,LOSS,0.988965,0.988855
AUDCAD-OTC,1782043800,put,continuacion bajista simple,14,LOSS,0.988855,0.989025
AUDCAD-OTC,1782043860,call,continuacion alcista simple,14,LOSS,0.989025,0.988755
AUDCAD-OTC,1782043920,put,continuacion bajista simple,14,WIN,0.988755,0.988585
AUDCAD-OTC,1782043980,put,continuacion bajista simple,14,WIN,0.988585,0.988565
AUDCAD-OTC,1782044100,call,continuacion alcista simple,14,LOSS,0.988745,0.988605
AUDCAD-OTC,1782044160,put,continuacion bajista simple,14,LOSS,0.988605,0.988795
AUDCAD-OTC,1782044220,call,continuacion alcista simple,14,WIN,0.988795,0.989035
AUDCAD-OTC,1782044280,call,continuacion alcista simple,14,LOSS,0.989035,0.988985
AUDCAD-OTC,1782044340,put,reaccion vendedora simple,18,WIN,0.988985,0.988765
AUDCAD-OTC,1782044400,put,continuacion bajista simple,14,LOSS,0.988765,0.988795
AUDCAD-OTC,1782044460,call,reaccion compradora simple,18,WIN,0.988795,0.988815
AUDCAD-OTC,1782044760,put,continuacion bajista simple,14,LOSS,0.988595,0.988935
AUDCAD-OTC,1782044820,call,continuacion alcista simple,14,LOSS,0.988935,0.988685
AUDCAD-OTC,1782044880,put,continuacion bajista simple,14,LOSS,0.988685,0.988765
AUDCAD-OTC,1782044940,call,continuacion alcista simple,14,LOSS,0.988765,0.988695
AUDCAD-OTC,1782045000,put,reaccion vendedora simple,18,WIN,0.988695,0.988515
AUDCAD-OTC,1782045060,put,continuacion bajista simple,14,WIN,0.988515,0.988405
AUDCAD-OTC,1782045120,put,continuacion bajista simple,14,WIN,0.988405,0.988225
AUDCAD-OTC,1782045180,put,continuacion bajista simple,14,WIN,0.988225,0.987855
AUDCAD-OTC,1782045240,put,continuacion bajista simple,14,LOSS,0.987855,0.988015
AUDCAD-OTC,1782045300,call,continuacion alcista simple,14,WIN,0.988015,0.988105
AUDCAD-OTC,1782045360,call,continuacion alcista simple,14,WIN,0.988105,0.988305
AUDCAD-OTC,1782045420,call,continuacion alcista simple,14,LOSS,0.988305,0.988225
AUDCAD-OTC,1782045480,put,reaccion vendedora simple,18,LOSS,0.988225,0.988385
AUDCAD-OTC,1782045540,call,continuacion alcista simple,14,LOSS,0.988385,0.988355
AUDCAD-OTC,1782045660,call,continuacion alcista simple,14,WIN,0.988445,0.988525
AUDCAD-OTC,1782045720,call,reaccion compradora simple,18,LOSS,0.988525,0.988375
AUDCAD-OTC,1782045780,put,continuacion bajista simple,14,WIN,0.988375,0.988285
AUDCAD-OTC,1782045840,put,continuacion bajista simple,14,LOSS,0.988285,0.988795
AUDCAD-OTC,1782045900,call,continuacion alcista simple,14,WIN,0.988795,0.989165
AUDCAD-OTC,1782045960,call,continuacion alcista simple,14,LOSS,0.989165,0.988805
AUDCAD-OTC,1782046020,put,continuacion bajista simple,14,LOSS,0.988805,0.989015
AUDCAD-OTC,1782046080,call,continuacion alcista simple,14,LOSS,0.989015,0.988895
AUDCAD-OTC,1782046140,put,continuacion bajista simple,14,WIN,0.988895,0.988795
AUDCAD-OTC,1782046200,put,continuacion bajista simple,14,LOSS,0.988795,0.988825
AUDCAD-OTC,1782046260,call,reaccion compradora simple,18,LOSS,0.988825,0.988665
AUDCAD-OTC,1782046320,put,continuacion bajista simple,14,WIN,0.988665,0.988605
AUDCAD-OTC,1782046440,put,continuacion bajista simple,14,WIN,0.988475,0.988385
AUDCAD-OTC,1782046500,put,continuacion bajista simple,14,LOSS,0.988385,0.988515
AUDCAD-OTC,1782046560,call,continuacion alcista simple,14,WIN,0.988515,0.988575
AUDCAD-OTC,1782046620,call,continuacion alcista simple,14,WIN,0.988575,0.988975
AUDCAD-OTC,1782046680,call,continuacion alcista simple,14,LOSS,0.988975,0.988915
AUDCAD-OTC,1782046740,put,continuacion bajista simple,14,LOSS,0.988915,0.989025
AUDCAD-OTC,1782046800,call,continuacion alcista simple,14,LOSS,0.989025,0.989015
AUDCAD-OTC,1782047040,put,continuacion bajista simple,14,WIN,0.988915,0.988825
AUDCAD-OTC,1782047100,put,continuacion bajista simple,14,LOSS,0.988825,0.988865
AUDCAD-OTC,1782047160,call,continuacion alcista simple,14,LOSS,0.988865,0.988855
AUDCAD-OTC,1782047280,put,reaccion vendedora simple,18,WIN,0.988785,0.988625
AUDCAD-OTC,1782047340,put,continuacion bajista simple,14,LOSS,0.988625,0.988775
AUDCAD-OTC,1782047400,call,continuacion alcista simple,14,LOSS,0.988775,0.988615
AUDCAD-OTC,1782047460,put,continuacion bajista simple,14,WIN,0.988615,0.988525
AUDCAD-OTC,1782047520,put,continuacion bajista simple,14,WIN,0.988525,0.988465
AUDCAD-OTC,1782047580,put,continuacion bajista simple,14,LOSS,0.988465,0.988485
AUDCAD-OTC,1782047700,put,continuacion bajista simple,14,LOSS,0.988415,0.988465
AUDCAD-OTC,1782047820,call,continuacion alcista simple,14,LOSS,0.988735,0.988545
AUDCAD-OTC,1782047880,put,continuacion bajista simple,14,LOSS,0.988545,0.988645
AUDCAD-OTC,1782047940,call,continuacion alcista simple,14,LOSS,0.988645,0.988635
AUDCAD-OTC,1782048060,put,continuacion bajista simple,14,LOSS,0.988305,0.988305
AUDCAD-OTC,1782048120,put,reaccion vendedora simple,18,WIN,0.988305,0.988275
AUDCAD-OTC,1782048180,put,reaccion vendedora simple,18,LOSS,0.988275,0.988385
AUDCAD-OTC,1782048240,call,continuacion alcista simple,14,WIN,0.988385,0.988525
AUDCAD-OTC,1782048300,call,continuacion alcista simple,14,WIN,0.988525,0.988725
AUDCAD-OTC,1782048360,call,continuacion alcista simple,14,WIN,0.988725,0.988895
AUDCAD-OTC,1782048420,call,continuacion alcista simple,14,LOSS,0.988895,0.988715
AUDCAD-OTC,1782048480,put,continuacion bajista simple,14,WIN,0.988715,0.988675
AUDCAD-OTC,1782048540,put,reaccion vendedora simple,18,WIN,0.988675,0.988335
AUDCAD-OTC,1782048600,put,continuacion bajista simple,14,LOSS,0.988335,0.988505
AUDCAD-OTC,1782048660,call,continuacion alcista simple,14,LOSS,0.988505,0.988165
AUDCAD-OTC,1782048720,put,continuacion bajista simple,14,WIN,0.988165,0.987735
AUDCAD-OTC,1782048780,put,continuacion bajista simple,14,WIN,0.987735,0.987585
AUDCAD-OTC,1782048840,put,continuacion bajista simple,14,WIN,0.987585,0.987505
AUDCAD-OTC,1782048900,put,continuacion bajista simple,14,WIN,0.987505,0.987305
AUDCAD-OTC,1782048960,put,continuacion bajista simple,14,WIN,0.987305,0.987175
AUDCAD-OTC,1782049020,put,continuacion bajista simple,14,LOSS,0.987175,0.987375
AUDCAD-OTC,1782049080,call,continuacion alcista simple,14,WIN,0.987375,0.987755
AUDCAD-OTC,1782049140,call,continuacion alcista simple,14,LOSS,0.987755,0.987595
AUDCAD-OTC,1782049200,put,continuacion bajista simple,14,WIN,0.987595,0.987545
AUDCAD-OTC,1782049320,put,reaccion vendedora simple,18,LOSS,0.987495,0.987525
AUDCAD-OTC,1782049440,call,reaccion compradora simple,18,LOSS,0.987535,0.987245
AUDCAD-OTC,1782049500,put,continuacion bajista simple,14,LOSS,0.987245,0.987305
AUDCAD-OTC,1782049560,call,continuacion alcista simple,14,LOSS,0.987305,0.987185
AUDCAD-OTC,1782049620,put,continuacion bajista simple,14,LOSS,0.987185,0.987355
AUDCAD-OTC,1782049680,call,continuacion alcista simple,14,LOSS,0.987355,0.987105
AUDCAD-OTC,1782049740,put,continuacion bajista simple,14,LOSS,0.987105,0.987565
AUDCAD-OTC,1782049800,call,continuacion alcista simple,14,WIN,0.987565,0.987695
AUDCAD-OTC,1782049860,call,continuacion alcista simple,14,LOSS,0.987695,0.987685
AUDCAD-OTC,1782049980,put,continuacion bajista simple,14,LOSS,0.987515,0.987615
AUDCAD-OTC,1782050040,call,continuacion alcista simple,14,WIN,0.987615,0.987715
AUDCAD-OTC,1782050100,call,continuacion alcista simple,14,WIN,0.987715,0.987815
AUDCAD-OTC,1782050160,call,reaccion compradora simple,18,WIN,0.987815,0.988025
AUDCAD-OTC,1782050220,call,continuacion alcista simple,14,LOSS,0.988025,0.987725
AUDCAD-OTC,1782050280,put,continuacion bajista simple,14,WIN,0.987725,0.987575
AUDCAD-OTC,1782050340,put,continuacion bajista simple,14,LOSS,0.987575,0.987575
AUDCAD-OTC,1782050460,call,continuacion alcista simple,14,WIN,0.987735,0.987845
AUDCAD-OTC,1782050520,call,continuacion alcista simple,14,LOSS,0.987845,0.987795
AUDCAD-OTC,1782050580,put,reaccion vendedora simple,18,WIN,0.987795,0.987645
AUDCAD-OTC,1782050640,put,continuacion bajista simple,14,WIN,0.987645,0.987535
AUDCAD-OTC,1782050700,put,continuacion bajista simple,14,LOSS,0.987535,0.987925
AUDCAD-OTC,1782050760,call,continuacion alcista simple,14,LOSS,0.987925,0.987765
AUDCAD-OTC,1782050820,put,continuacion bajista simple,14,LOSS,0.987765,0.987815
AUDCAD-OTC,1782050940,put,continuacion bajista simple,14,LOSS,0.987675,0.987885
AUDCAD-OTC,1782051000,call,continuacion alcista simple,14,LOSS,0.987885,0.987805
AUDCAD-OTC,1782051060,put,continuacion bajista simple,14,LOSS,0.987805,0.987835
AUDCAD-OTC,1782051180,put,continuacion bajista simple,14,LOSS,0.987625,0.987685
AUDCAD-OTC,1782051300,call,continuacion alcista simple,14,WIN,0.987815,0.987995
AUDCAD-OTC,1782051360,call,continuacion alcista simple,14,WIN,0.987995,0.988035
AUDCAD-OTC,1782051420,call,continuacion alcista simple,14,WIN,0.988035,0.988045
AUDCAD-OTC,1782051600,call,continuacion alcista simple,14,WIN,0.988265,0.988315
AUDCAD-OTC,1782051660,call,reaccion compradora simple,18,LOSS,0.988315,0.988095
AUDCAD-OTC,1782051720,put,continuacion bajista simple,14,LOSS,0.988095,0.988215
AUDCAD-OTC,1782051780,call,continuacion alcista simple,14,LOSS,0.988215,0.988115
AUDCAD-OTC,1782051840,put,reaccion vendedora simple,18,WIN,0.988115,0.988055
AUDCAD-OTC,1782051900,put,continuacion bajista simple,14,LOSS,0.988055,0.988055
AUDCAD-OTC,1782052020,put,reaccion vendedora simple,18,WIN,0.987975,0.987925
AUDCAD-OTC,1782052200,put,continuacion bajista simple,14,WIN,0.987695,0.987645
AUDCAD-OTC,1782052260,put,reaccion vendedora simple,18,WIN,0.987645,0.987525
AUDCAD-OTC,1782052320,put,continuacion bajista simple,14,WIN,0.987525,0.987505
AUDCAD-OTC,1782052380,put,reaccion vendedora simple,18,LOSS,0.987505,0.987555
AUDCAD-OTC,1782052440,call,reaccion compradora simple,18,WIN,0.987555,0.987685
AUDCAD-OTC,1782052500,call,continuacion alcista simple,14,LOSS,0.987685,0.987335
AUDCAD-OTC,1782052560,put,continuacion bajista simple,14,LOSS,0.987335,0.987495
AUDCAD-OTC,1782052620,call,continuacion alcista simple,14,LOSS,0.987495,0.987395
AUDCAD-OTC,1782052680,put,continuacion bajista simple,14,WIN,0.987395,0.987195
AUDCAD-OTC,1782052740,put,continuacion bajista simple,14,WIN,0.987195,0.987075
AUDCAD-OTC,1782052800,put,continuacion bajista simple,14,WIN,0.987075,0.986975
AUDCAD-OTC,1782052860,put,continuacion bajista simple,14,LOSS,0.986975,0.987005
AUDCAD-OTC,1782052980,call,continuacion alcista simple,14,WIN,0.987275,0.987295
