activo,fecha,direccion,patron,puntaje,resultado,precio_entrada,precio_cierre
USDCAD-OTC,1782050220,call,continuacion alcista simple,14,LOSS,1.408945,1.407285
USDCAD-OTC,1782050280,put,continuacion bajista simple,14,LOSS,1.407285,1.407505
USDCAD-OTC,1782050340,call,reaccion compradora simple,18,LOSS,1.407505,1.406445
USDCAD-OTC,1782050400,put,continuacion bajista simple,14,LOSS,1.406445,1.406975
USDCAD-OTC,1782050460,call,continuacion alcista simple,14,WIN,1.406975,1.407345
USDCAD-OTC,1782050520,call,reaccion compradora simple,18,WIN,1.407345,1.409245
USDCAD-OTC,1782050580,call,continuacion alcista simple,14,WIN,1.409245,1.409825
USDCAD-OTC,1782050640,call,continuacion alcista simple,14,WIN,1.409825,1.411585
USDCAD-OTC,1782050700,call,continuacion alcista simple,14,WIN,1.411585,1.412515
USDCAD-OTC,1782050760,call,continuacion alcista simple,14,LOSS,1.412515,1.412315
USDCAD-OTC,1782050880,put,reaccion vendedora simple,18,WIN,1.412045,1.410995
USDCAD-OTC,1782050940,put,continuacion bajista simple,14,LOSS,1.410995,1.413695
USDCAD-OTC,1782051000,call,continuacion alcista simple,14,WIN,1.413695,1.415515
USDCAD-OTC,1782051060,call,continuacion alcista simple,14,LOSS,1.415515,1.414475
USDCAD-OTC,1782051120,put,continuacion bajista simple,14,LOSS,1.414475,1.416285
USDCAD-OTC,1782051180,call,continuacion alcista simple,14,WIN,1.416285,1.416465
USDCAD-OTC,1782051300,put,reaccion vendedora simple,18,WIN,1.416165,1.415465
USDCAD-OTC,1782051360,put,continuacion bajista simple,14,LOSS,1.415465,1.415745
USDCAD-OTC,1782051480,put,continuacion bajista simple,14,LOSS,1.413705,1.413925
USDCAD-OTC,1782051600,call,continuacion alcista simple,14,LOSS,1.415695,1.414755
USDCAD-OTC,1782051660,put,continuacion bajista simple,14,LOSS,1.414755,1.416425
USDCAD-OTC,1782051720,call,continuacion alcista simple,14,LOSS,1.416425,1.414965
USDCAD-OTC,1782051780,put,continuacion bajista simple,14,LOSS,1.414965,1.416285
USDCAD-OTC,1782051840,call,continuacion alcista simple,14,WIN,1.416285,1.416495
USDCAD-OTC,1782051960,put,continuacion bajista simple,14,LOSS,1.413215,1.414555
USDCAD-OTC,1782052020,call,continuacion alcista simple,14,WIN,1.414555,1.416155
USDCAD-OTC,1782052080,call,continuacion alcista simple,14,WIN,1.416155,1.416235
USDCAD-OTC,1782052260,put,reaccion vendedora simple,18,WIN,1.415975,1.415445
USDCAD-OTC,1782052320,put,continuacion bajista simple,14,LOSS,1.415445,1.415785
USDCAD-OTC,1782052380,call,continuacion alcista simple,14,LOSS,1.415785,1.412825
USDCAD-OTC,1782052440,put,continuacion bajista simple,14,WIN,1.412825,1.411145
USDCAD-OTC,1782052500,put,continuacion bajista simple,14,LOSS,1.411145,1.411615
USDCAD-OTC,1782052560,call,reaccion compradora simple,18,WIN,1.411615,1.411715
USDCAD-OTC,1782052680,call,continuacion alcista simple,14,LOSS,1.412695,1.412555
USDCAD-OTC,1782052800,call,continuacion alcista simple,14,WIN,1.413945,1.415165
USDCAD-OTC,1782052860,call,continuacion alcista simple,14,LOSS,1.415165,1.414225
USDCAD-OTC,1782052920,put,continuacion bajista simple,14,LOSS,1.414225,1.414355
USDCAD-OTC,1782053040,call,continuacion alcista simple,14,LOSS,1.414865,1.413865
USDCAD-OTC,1782053100,put,continuacion bajista simple,14,LOSS,1.413865,1.414325
USDCAD-OTC,1782053160,call,continuacion alcista simple,14,LOSS,1.414325,1.414215
USDCAD-OTC,1782053340,put,continuacion bajista simple,14,WIN,1.411575,1.411225
USDCAD-OTC,1782053460,put,continuacion bajista simple,14,WIN,1.409555,1.409295
USDCAD-OTC,1782053520,put,reaccion vendedora simple,18,LOSS,1.409295,1.409715
USDCAD-OTC,1782053580,call,reaccion compradora simple,18,LOSS,1.409715,1.409685
USDCAD-OTC,1782053700,put,continuacion bajista simple,14,LOSS,1.408755,1.408775
USDCAD-OTC,1782053820,call,continuacion alcista simple,14,LOSS,1.410075,1.408035
USDCAD-OTC,1782053880,put,continuacion bajista simple,14,WIN,1.408035,1.407715
USDCAD-OTC,1782054000,put,continuacion bajista simple,14,LOSS,1.405315,1.405485
USDCAD-OTC,1782054120,put,reaccion vendedora simple,18,WIN,1.405025,1.404445
USDCAD-OTC,1782054180,put,continuacion bajista simple,14,LOSS,1.404445,1.405845
USDCAD-OTC,1782054240,call,continuacion alcista simple,14,WIN,1.405845,1.406155
USDCAD-OTC,1782054420,put,continuacion bajista simple,14,WIN,1.404975,1.403285
USDCAD-OTC,1782054480,put,continuacion bajista simple,14,WIN,1.403285,1.402905
USDCAD-OTC,1782054540,put,reaccion vendedora simple,18,WIN,1.402905,1.402805
USDCAD-OTC,1782054660,put,continuacion bajista simple,14,WIN,1.400665,1.400105
USDCAD-OTC,1782054720,put,continuacion bajista simple,14,WIN,1.400105,1.399125
USDCAD-OTC,1782054780,put,continuacion bajista simple,14,LOSS,1.399125,1.401325
USDCAD-OTC,1782054840,call,continuacion alcista simple,14,LOSS,1.401325,1.401285
USDCAD-OTC,1782054960,call,continuacion alcista simple,14,WIN,1.402525,1.402705
USDCAD-OTC,1782055140,call,continuacion alcista simple,14,LOSS,1.404305,1.403615
USDCAD-OTC,1782055200,put,continuacion bajista simple,14,LOSS,1.403615,1.403755
USDCAD-OTC,1782055320,call,reaccion compradora simple,18,LOSS,1.403995,1.401625
USDCAD-OTC,1782055380,put,continuacion bajista simple,14,LOSS,1.401625,1.402135
USDCAD-OTC,1782055440,call,reaccion compradora simple,18,WIN,1.402135,1.403395
USDCAD-OTC,1782055500,call,continuacion alcista simple,14,WIN,1.403395,1.404635
USDCAD-OTC,1782055560,call,continuacion alcista simple,14,WIN,1.404635,1.406835
USDCAD-OTC,1782055620,call,continuacion alcista simple,14,LOSS,1.406835,1.406535
USDCAD-OTC,1782055680,put,reaccion vendedora simple,18,WIN,1.406535,1.405435
USDCAD-OTC,1782055740,put,continuacion bajista simple,14,WIN,1.405435,1.405095
USDCAD-OTC,1782055860,call,continuacion alcista simple,14,LOSS,1.406615,1.405235
USDCAD-OTC,1782055920,put,continuacion bajista simple,14,WIN,1.405235,1.405055
USDCAD-OTC,1782055980,put,reaccion vendedora simple,18,LOSS,1.405055,1.407585
USDCAD-OTC,1782056040,call,continuacion alcista simple,14,WIN,1.407585,1.407615
USDCAD-OTC,1782056160,call,continuacion alcista simple,14,LOSS,1.407985,1.407745
USDCAD-OTC,1782056220,put,reaccion vendedora simple,18,LOSS,1.407745,1.409085
USDCAD-OTC,1782056280,call,continuacion alcista simple,14,WIN,1.409085,1.409795
USDCAD-OTC,1782056340,call,reaccion compradora simple,18,WIN,1.409795,1.410055
USDCAD-OTC,1782056460,put,continuacion bajista simple,14,WIN,1.408385,1.404885
USDCAD-OTC,1782056520,put,continuacion bajista simple,14,WIN,1.404885,1.402625
USDCAD-OTC,1782056580,put,continuacion bajista simple,14,LOSS,1.402625,1.404915
USDCAD-OTC,1782056640,call,continuacion alcista simple,14,LOSS,1.404915,1.402175
USDCAD-OTC,1782056700,put,continuacion bajista simple,14,LOSS,1.402175,1.402815
USDCAD-OTC,1782056760,call,reaccion compradora simple,18,LOSS,1.402815,1.401715
USDCAD-OTC,1782056820,put,continuacion bajista simple,14,WIN,1.401715,1.400055
USDCAD-OTC,1782056880,put,continuacion bajista simple,14,WIN,1.400055,1.399595
USDCAD-OTC,1782056940,put,continuacion bajista simple,14,WIN,1.399595,1.397935
USDCAD-OTC,1782057000,put,continuacion bajista simple,14,LOSS,1.397935,1.397975
USDCAD-OTC,1782057120,call,continuacion alcista simple,14,LOSS,1.398595,1.397165
USDCAD-OTC,1782057180,put,continuacion bajista simple,14,LOSS,1.397165,1.397995
USDCAD-OTC,1782057240,call,continuacion alcista simple,14,WIN,1.397995,1.398435
USDCAD-OTC,1782057300,call,reaccion compradora simple,18,WIN,1.398435,1.399805
USDCAD-OTC,1782057360,call,continuacion alcista simple,14,WIN,1.399805,1.401305
USDCAD-OTC,1782057420,call,continuacion alcista simple,14,LOSS,1.401305,1.400755
USDCAD-OTC,1782057480,put,reaccion vendedora simple,18,LOSS,1.400755,1.401625
USDCAD-OTC,1782057540,call,continuacion alcista simple,14,LOSS,1.401625,1.400155
USDCAD-OTC,1782057600,put,continuacion bajista simple,14,WIN,1.400155,1.399765
USDCAD-OTC,1782057660,put,continuacion bajista simple,14,LOSS,1.399765,1.401115
USDCAD-OTC,1782057720,call,continuacion alcista simple,14,LOSS,1.401115,1.399545
USDCAD-OTC,1782057780,put,continuacion bajista simple,14,LOSS,1.399545,1.400865
USDCAD-OTC,1782057840,call,continuacion alcista simple,14,WIN,1.400865,1.401385
USDCAD-OTC,1782057900,call,continuacion alcista simple,14,LOSS,1.401385,1.401045
USDCAD-OTC,1782057960,put,continuacion bajista simple,14,WIN,1.401045,1.400055
USDCAD-OTC,1782058020,put,continuacion bajista simple,14,WIN,1.400055,1.397935
USDCAD-OTC,1782058080,put,continuacion bajista simple,14,LOSS,1.397935,1.398225
USDCAD-OTC,1782058140,call,reaccion compradora simple,18,LOSS,1.398225,1.396885
USDCAD-OTC,1782058200,put,continuacion bajista simple,14,LOSS,1.396885,1.396985
USDCAD-OTC,1782058320,call,continuacion alcista simple,14,WIN,1.398365,1.398845
USDCAD-OTC,1782058380,call,continuacion alcista simple,14,LOSS,1.398845,1.397945
USDCAD-OTC,1782058440,put,continuacion bajista simple,14,WIN,1.397945,1.397065
USDCAD-OTC,1782058500,put,continuacion bajista simple,14,WIN,1.397065,1.396235
USDCAD-OTC,1782058560,put,continuacion bajista simple,14,WIN,1.396235,1.395995
USDCAD-OTC,1782058680,call,continuacion alcista simple,14,WIN,1.397195,1.397395
USDCAD-OTC,1782058740,call,reaccion compradora simple,18,WIN,1.397395,1.398635
USDCAD-OTC,1782058800,call,continuacion alcista simple,14,WIN,1.398635,1.400655
USDCAD-OTC,1782058860,call,continuacion alcista simple,14,WIN,1.400655,1.400765
USDCAD-OTC,1782058980,call,continuacion alcista simple,14,LOSS,1.403135,1.401895
USDCAD-OTC,1782059040,put,continuacion bajista simple,14,WIN,1.401895,1.401165
USDCAD-OTC,1782059100,put,continuacion bajista simple,14,LOSS,1.401165,1.403325
USDCAD-OTC,1782059160,call,continuacion alcista simple,14,WIN,1.403325,1.404215
USDCAD-OTC,1782059220,call,continuacion alcista simple,14,WIN,1.404215,1.406095
USDCAD-OTC,1782059280,call,continuacion alcista simple,14,WIN,1.406095,1.408385
USDCAD-OTC,1782059340,call,continuacion alcista simple,14,LOSS,1.408385,1.408305
USDCAD-OTC,1782059460,call,continuacion alcista simple,14,WIN,1.409625,1.411005
USDCAD-OTC,1782059520,call,continuacion alcista simple,14,WIN,1.411005,1.412965
USDCAD-OTC,1782059580,call,continuacion alcista simple,14,LOSS,1.412965,1.412005
USDCAD-OTC,1782059640,put,continuacion bajista simple,14,LOSS,1.412005,1.414525
USDCAD-OTC,1782059700,call,continuacion alcista simple,14,LOSS,1.414525,1.411405
USDCAD-OTC,1782059760,put,continuacion bajista simple,14,LOSS,1.411405,1.412605
USDCAD-OTC,1782059820,call,continuacion alcista simple,14,LOSS,1.412605,1.411505
USDCAD-OTC,1782059880,put,continuacion bajista simple,14,LOSS,1.411505,1.412585
USDCAD-OTC,1782059940,call,continuacion alcista simple,14,WIN,1.412585,1.413085
USDCAD-OTC,1782060000,call,continuacion alcista simple,14,LOSS,1.413085,1.412765
USDCAD-OTC,1782060060,put,reaccion vendedora simple,18,WIN,1.412765,1.411735
USDCAD-OTC,1782060120,put,continuacion bajista simple,14,LOSS,1.411735,1.412215
USDCAD-OTC,1782060240,put,continuacion bajista simple,14,WIN,1.410475,1.409165
USDCAD-OTC,1782060300,put,continuacion bajista simple,14,WIN,1.409165,1.408745
USDCAD-OTC,1782060360,put,continuacion bajista simple,14,LOSS,1.408745,1.409895
USDCAD-OTC,1782060420,call,continuacion alcista simple,14,LOSS,1.409895,1.409085
USDCAD-OTC,1782060480,put,continuacion bajista simple,14,WIN,1.409085,1.408665
USDCAD-OTC,1782060540,put,reaccion vendedora simple,18,LOSS,1.408665,1.408795
USDCAD-OTC,1782060660,call,continuacion alcista simple,14,WIN,1.409295,1.410115
USDCAD-OTC,1782060720,call,continuacion alcista simple,14,LOSS,1.410115,1.409825
USDCAD-OTC,1782060840,put,continuacion bajista simple,14,WIN,1.408305,1.407115
USDCAD-OTC,1782060900,put,continuacion bajista simple,14,LOSS,1.407115,1.407795
USDCAD-OTC,1782060960,call,continuacion alcista simple,14,LOSS,1.407795,1.406695
USDCAD-OTC,1782061020,put,continuacion bajista simple,14,LOSS,1.406695,1.406965
USDCAD-OTC,1782061140,put,reaccion vendedora simple,18,WIN,1.406385,1.404575
USDCAD-OTC,1782061200,put,continuacion bajista simple,14,LOSS,1.404575,1.406215
USDCAD-OTC,1782061260,call,continuacion alcista simple,14,WIN,1.406215,1.408485
USDCAD-OTC,1782061320,call,continuacion alcista simple,14,WIN,1.408485,1.408685
USDCAD-OTC,1782061440,call,continuacion alcista simple,14,LOSS,1.411195,1.410635
USDCAD-OTC,1782061500,put,continuacion bajista simple,14,LOSS,1.410635,1.410935
USDCAD-OTC,1782061560,call,continuacion alcista simple,14,WIN,1.410935,1.411945
USDCAD-OTC,1782061620,call,continuacion alcista simple,14,WIN,1.411945,1.412825
USDCAD-OTC,1782061680,call,continuacion alcista simple,14,WIN,1.412825,1.413105
USDCAD-OTC,1782061800,call,continuacion alcista simple,14,LOSS,1.414265,1.413205
USDCAD-OTC,1782061860,put,continuacion bajista simple,14,WIN,1.413205,1.412115
USDCAD-OTC,1782061920,put,continuacion bajista simple,14,WIN,1.412115,1.410885
USDCAD-OTC,1782061980,put,continuacion bajista simple,14,WIN,1.410885,1.410815
USDCAD-OTC,1782062160,call,continuacion alcista simple,14,WIN,1.411545,1.412525
USDCAD-OTC,1782062220,call,continuacion alcista simple,14,LOSS,1.412525,1.411175
USDCAD-OTC,1782062280,put,continuacion bajista simple,14,WIN,1.411175,1.410745
USDCAD-OTC,1782062340,put,continuacion bajista simple,14,WIN,1.410745,1.409995
USDCAD-OTC,1782062400,put,continuacion bajista simple,14,WIN,1.409995,1.409945
USDCAD-OTC,1782062520,call,continuacion alcista simple,14,LOSS,1.410925,1.410675
USDCAD-OTC,1782062580,put,reaccion vendedora simple,18,LOSS,1.410675,1.410895
USDCAD-OTC,1782062700,put,continuacion bajista simple,14,WIN,1.409825,1.408385
USDCAD-OTC,1782062760,put,continuacion bajista simple,14,WIN,1.408385,1.408245
USDCAD-OTC,1782062940,put,reaccion vendedora simple,18,WIN,1.407885,1.407285
USDCAD-OTC,1782063000,put,continuacion bajista simple,14,LOSS,1.407285,1.408055
USDCAD-OTC,1782063060,call,continuacion alcista simple,14,LOSS,1.408055,1.406655
USDCAD-OTC,1782063120,put,continuacion bajista simple,14,LOSS,1.406655,1.406905
USDCAD-OTC,1782063240,call,continuacion alcista simple,14,WIN,1.409515,1.409605
USDCAD-OTC,1782063360,call,continuacion alcista simple,14,WIN,1.410605,1.411795
USDCAD-OTC,1782063420,call,continuacion alcista simple,14,LOSS,1.411795,1.410345
USDCAD-OTC,1782063480,put,continuacion bajista simple,14,WIN,1.410345,1.408775
USDCAD-OTC,1782063540,put,continuacion bajista simple,14,LOSS,1.408775,1.411315
USDCAD-OTC,1782063600,call,continuacion alcista simple,14,WIN,1.411315,1.411495
USDCAD-OTC,1782063720,call,continuacion alcista simple,14,LOSS,1.412065,1.411335
USDCAD-OTC,1782063780,put,continuacion bajista simple,14,LOSS,1.411335,1.411485
USDCAD-OTC,1782063900,call,reaccion compradora simple,18,WIN,1.411815,1.412345
USDCAD-OTC,1782064020,put,continuacion bajista simple,14,WIN,1.410335,1.409835
USDCAD-OTC,1782064080,put,continuacion bajista simple,14,WIN,1.409835,1.408745
USDCAD-OTC,1782064140,put,continuacion bajista simple,14,LOSS,1.408745,1.409145
USDCAD-OTC,1782064200,call,reaccion compradora simple,18,WIN,1.409145,1.410785
USDCAD-OTC,1782064260,call,continuacion alcista simple,14,WIN,1.410785,1.410795
USDCAD-OTC,1782064380,call,continuacion alcista simple,14,WIN,1.412135,1.412945
USDCAD-OTC,1782064440,call,continuacion alcista simple,14,LOSS,1.412945,1.411975
USDCAD-OTC,1782064500,put,continuacion bajista simple,14,WIN,1.411975,1.411615
USDCAD-OTC,1782064620,put,continuacion bajista simple,14,LOSS,1.410545,1.411665
USDCAD-OTC,1782064680,call,continuacion alcista simple,14,LOSS,1.411665,1.411255
USDCAD-OTC,1782064800,call,continuacion alcista simple,14,WIN,1.411835,1.411885
USDCAD-OTC,1782064920,call,continuacion alcista simple,14,LOSS,1.412905,1.412545
USDCAD-OTC,1782064980,put,reaccion vendedora simple,18,LOSS,1.412545,1.413395
USDCAD-OTC,1782065040,call,continuacion alcista simple,14,WIN,1.413395,1.413505
USDCAD-OTC,1782065220,call,continuacion alcista simple,14,LOSS,1.415335,1.413785
USDCAD-OTC,1782065280,put,continuacion bajista simple,14,WIN,1.413785,1.413625
USDCAD-OTC,1782065400,call,continuacion alcista simple,14,WIN,1.415035,1.415585
USDCAD-OTC,1782065460,call,continuacion alcista simple,14,LOSS,1.415585,1.414485
USDCAD-OTC,1782065520,put,continuacion bajista simple,14,WIN,1.414485,1.413865
USDCAD-OTC,1782065580,put,continuacion bajista simple,14,LOSS,1.413865,1.414995
USDCAD-OTC,1782065640,call,continuacion alcista simple,14,WIN,1.414995,1.415515
USDCAD-OTC,1782065700,call,continuacion alcista simple,14,WIN,1.415515,1.416305
USDCAD-OTC,1782065760,call,continuacion alcista simple,14,LOSS,1.416305,1.416275
USDCAD-OTC,1782065880,put,continuacion bajista simple,14,LOSS,1.414405,1.414465
USDCAD-OTC,1782066000,call,continuacion alcista simple,14,WIN,1.415835,1.415965
USDCAD-OTC,1782066120,put,continuacion bajista simple,14,LOSS,1.415175,1.417325
USDCAD-OTC,1782066180,call,continuacion alcista simple,14,LOSS,1.417325,1.417295
USDCAD-OTC,1782066300,call,continuacion alcista simple,14,WIN,1.418005,1.419475
USDCAD-OTC,1782066360,call,continuacion alcista simple,14,LOSS,1.419475,1.418985
USDCAD-OTC,1782066420,put,reaccion vendedora simple,18,LOSS,1.418985,1.419205
USDCAD-OTC,1782066480,call,continuacion alcista simple,14,LOSS,1.419205,1.418405
USDCAD-OTC,1782066540,put,continuacion bajista simple,14,LOSS,1.418405,1.419035
USDCAD-OTC,1782066600,call,reaccion compradora simple,18,LOSS,1.419035,1.418725
USDCAD-OTC,1782066780,put,continuacion bajista simple,14,WIN,1.418055,1.416485
USDCAD-OTC,1782066840,put,continuacion bajista simple,14,LOSS,1.416485,1.417535
USDCAD-OTC,1782066900,call,continuacion alcista simple,14,WIN,1.417535,1.417865
USDCAD-OTC,1782067020,call,continuacion alcista simple,14,WIN,1.418335,1.418705
USDCAD-OTC,1782067080,call,reaccion compradora simple,18,WIN,1.418705,1.419105
USDCAD-OTC,1782067140,call,continuacion alcista simple,14,WIN,1.419105,1.420415
USDCAD-OTC,1782067200,call,continuacion alcista simple,14,WIN,1.420415,1.420595
USDCAD-OTC,1782067320,put,continuacion bajista simple,14,WIN,1.419395,1.418455
USDCAD-OTC,1782067380,put,continuacion bajista simple,14,WIN,1.418455,1.417805
USDCAD-OTC,1782067440,put,continuacion bajista simple,14,LOSS,1.417805,1.418615
USDCAD-OTC,1782067500,call,continuacion alcista simple,14,WIN,1.418615,1.419785
USDCAD-OTC,1782067560,call,continuacion alcista simple,14,LOSS,1.419785,1.417985
USDCAD-OTC,1782067620,put,continuacion bajista simple,14,LOSS,1.417985,1.419065
USDCAD-OTC,1782067680,call,continuacion alcista simple,14,LOSS,1.419065,1.418135
USDCAD-OTC,1782067740,put,continuacion bajista simple,14,WIN,1.418135,1.415825
USDCAD-OTC,1782067800,put,continuacion bajista simple,14,WIN,1.415825,1.413985
USDCAD-OTC,1782067860,put,continuacion bajista simple,14,LOSS,1.413985,1.416345
USDCAD-OTC,1782067920,call,continuacion alcista simple,14,WIN,1.416345,1.417025
USDCAD-OTC,1782067980,call,continuacion alcista simple,14,LOSS,1.417025,1.414985
USDCAD-OTC,1782068040,put,continuacion bajista simple,14,LOSS,1.414985,1.416325
USDCAD-OTC,1782068100,call,continuacion alcista simple,14,WIN,1.416325,1.417065
USDCAD-OTC,1782068160,call,continuacion alcista simple,14,LOSS,1.417065,1.417035
USDCAD-OTC,1782068280,call,continuacion alcista simple,14,LOSS,1.418915,1.417695
USDCAD-OTC,1782068340,put,continuacion bajista simple,14,LOSS,1.417695,1.417845
USDCAD-OTC,1782068460,call,continuacion alcista simple,14,LOSS,1.418235,1.415875
USDCAD-OTC,1782068520,put,continuacion bajista simple,14,WIN,1.415875,1.415245
USDCAD-OTC,1782068580,put,continuacion bajista simple,14,WIN,1.415245,1.413955
USDCAD-OTC,1782068640,put,continuacion bajista simple,14,LOSS,1.413955,1.414805
USDCAD-OTC,1782068700,call,continuacion alcista simple,14,LOSS,1.414805,1.414335
USDCAD-OTC,1782068760,put,reaccion vendedora simple,18,WIN,1.414335,1.410875
USDCAD-OTC,1782068820,put,continuacion bajista simple,14,WIN,1.410875,1.409675
USDCAD-OTC,1782068880,put,continuacion bajista simple,14,WIN,1.409675,1.408965
USDCAD-OTC,1782068940,put,continuacion bajista simple,14,WIN,1.408965,1.408195
USDCAD-OTC,1782069000,put,continuacion bajista simple,14,LOSS,1.408195,1.408255
USDCAD-OTC,1782069120,call,continuacion alcista simple,14,WIN,1.410365,1.412345
USDCAD-OTC,1782069180,call,continuacion alcista simple,14,LOSS,1.412345,1.411345
USDCAD-OTC,1782069240,put,continuacion bajista simple,14,LOSS,1.411345,1.411825
USDCAD-OTC,1782069300,call,reaccion compradora simple,18,LOSS,1.411825,1.411485
USDCAD-OTC,1782069360,put,continuacion bajista simple,14,WIN,1.411485,1.407805
USDCAD-OTC,1782069420,put,continuacion bajista simple,14,LOSS,1.407805,1.408255
USDCAD-OTC,1782069480,call,continuacion alcista simple,14,LOSS,1.408255,1.408225
USDCAD-OTC,1782069600,call,reaccion compradora simple,18,WIN,1.408785,1.408965
USDCAD-OTC,1782069720,call,continuacion alcista simple,14,LOSS,1.410155,1.408615
USDCAD-OTC,1782069780,put,continuacion bajista simple,14,LOSS,1.408615,1.409995
USDCAD-OTC,1782069840,call,continuacion alcista simple,14,WIN,1.409995,1.410535
USDCAD-OTC,1782069900,call,continuacion alcista simple,14,WIN,1.410535,1.410725
USDCAD-OTC,1782070020,put,continuacion bajista simple,14,LOSS,1.410195,1.412415
USDCAD-OTC,1782070080,call,continuacion alcista simple,14,WIN,1.412415,1.414265
USDCAD-OTC,1782070140,call,continuacion alcista simple,14,LOSS,1.414265,1.413335
USDCAD-OTC,1782070200,put,continuacion bajista simple,14,WIN,1.413335,1.413085
USDCAD-OTC,1782070320,put,reaccion vendedora simple,18,LOSS,1.412465,1.413755
USDCAD-OTC,1782070380,call,continuacion alcista simple,14,WIN,1.413755,1.414515
USDCAD-OTC,1782070440,call,continuacion alcista simple,14,WIN,1.414515,1.415385
USDCAD-OTC,1782070500,call,continuacion alcista simple,14,LOSS,1.415385,1.414665
USDCAD-OTC,1782070560,put,continuacion bajista simple,14,WIN,1.414665,1.413525
USDCAD-OTC,1782070620,put,continuacion bajista simple,14,LOSS,1.413525,1.413545
USDCAD-OTC,1782070740,call,continuacion alcista simple,14,WIN,1.414645,1.415285
USDCAD-OTC,1782070800,call,continuacion alcista simple,14,WIN,1.415285,1.415355
USDCAD-OTC,1782070920,call,continuacion alcista simple,14,LOSS,1.416935,1.415855
USDCAD-OTC,1782070980,put,continuacion bajista simple,14,LOSS,1.415855,1.417705
USDCAD-OTC,1782071040,call,continuacion alcista simple,14,LOSS,1.417705,1.417695
USDCAD-OTC,1782071160,call,continuacion alcista simple,14,LOSS,1.418715,1.417675
USDCAD-OTC,1782071220,put,continuacion bajista simple,14,LOSS,1.417675,1.418815
USDCAD-OTC,1782071280,call,continuacion alcista simple,14,WIN,1.418815,1.419755
USDCAD-OTC,1782071340,call,continuacion alcista simple,14,LOSS,1.419755,1.419125
USDCAD-OTC,1782071400,put,continuacion bajista simple,14,WIN,1.419125,1.416655
USDCAD-OTC,1782071460,put,continuacion bajista simple,14,LOSS,1.416655,1.418575
USDCAD-OTC,1782071520,call,continuacion alcista simple,14,WIN,1.418575,1.419575
USDCAD-OTC,1782071580,call,continuacion alcista simple,14,WIN,1.419575,1.420195
USDCAD-OTC,1782071640,call,reaccion compradora simple,18,WIN,1.420195,1.423095
USDCAD-OTC,1782071700,call,continuacion alcista simple,14,LOSS,1.423095,1.421755
USDCAD-OTC,1782071760,put,continuacion bajista simple,14,LOSS,1.421755,1.423285
USDCAD-OTC,1782071820,call,continuacion alcista simple,14,WIN,1.423285,1.424755
USDCAD-OTC,1782071880,call,continuacion alcista simple,14,LOSS,1.424755,1.423205
USDCAD-OTC,1782071940,put,continuacion bajista simple,14,LOSS,1.423205,1.423855
USDCAD-OTC,1782072000,call,continuacion alcista simple,14,LOSS,1.423855,1.422835
USDCAD-OTC,1782072060,put,continuacion bajista simple,14,LOSS,1.422835,1.423895
USDCAD-OTC,1782072120,call,continuacion alcista simple,14,LOSS,1.423895,1.423065
USDCAD-OTC,1782072180,put,reaccion vendedora simple,18,LOSS,1.423065,1.423315
USDCAD-OTC,1782072360,put,reaccion vendedora simple,18,WIN,1.423015,1.422565
USDCAD-OTC,1782072420,put,continuacion bajista simple,14,LOSS,1.422565,1.422655
USDCAD-OTC,1782072540,call,continuacion alcista simple,14,WIN,1.424095,1.425255
USDCAD-OTC,1782072600,call,continuacion alcista simple,14,WIN,1.425255,1.426165
USDCAD-OTC,1782072660,call,continuacion alcista simple,14,WIN,1.426165,1.426275
USDCAD-OTC,1782072780,call,reaccion compradora simple,18,LOSS,1.426805,1.426525
USDCAD-OTC,1782072840,put,reaccion vendedora simple,18,LOSS,1.426525,1.426805
USDCAD-OTC,1782072960,call,continuacion alcista simple,14,WIN,1.427985,1.428445
USDCAD-OTC,1782073020,call,reaccion compradora simple,18,WIN,1.428445,1.430165
USDCAD-OTC,1782073080,call,continuacion alcista simple,14,WIN,1.430165,1.431755
USDCAD-OTC,1782073140,call,continuacion alcista simple,14,WIN,1.431755,1.432985
USDCAD-OTC,1782073200,call,continuacion alcista simple,14,LOSS,1.432985,1.431465
USDCAD-OTC,1782073260,put,continuacion bajista simple,14,LOSS,1.431465,1.432475
USDCAD-OTC,1782073320,call,continuacion alcista simple,14,WIN,1.432475,1.433475
USDCAD-OTC,1782073380,call,continuacion alcista simple,14,WIN,1.433475,1.434455
USDCAD-OTC,1782073440,call,continuacion alcista simple,14,LOSS,1.434455,1.431865
USDCAD-OTC,1782073500,put,continuacion bajista simple,14,WIN,1.431865,1.431175
USDCAD-OTC,1782073560,put,continuacion bajista simple,14,WIN,1.431175,1.430745
USDCAD-OTC,1782073620,put,continuacion bajista simple,14,LOSS,1.430745,1.431365
USDCAD-OTC,1782073680,call,reaccion compradora simple,18,WIN,1.431365,1.432435
USDCAD-OTC,1782073740,call,continuacion alcista simple,14,LOSS,1.432435,1.431355
USDCAD-OTC,1782073800,put,continuacion bajista simple,14,WIN,1.431355,1.430545
USDCAD-OTC,1782073860,put,continuacion bajista simple,14,LOSS,1.430545,1.431365
USDCAD-OTC,1782073920,call,continuacion alcista simple,14,WIN,1.431365,1.432535
USDCAD-OTC,1782073980,call,continuacion alcista simple,14,WIN,1.432535,1.433765
USDCAD-OTC,1782074040,call,continuacion alcista simple,14,LOSS,1.433765,1.433595
USDCAD-OTC,1782074220,call,continuacion alcista simple,14,LOSS,1.434435,1.433885
