tipo,activo,fecha,direccion,patron,puntaje,prioridad,score_final,consenso,nivel_consenso,ajuste_consenso,razones_consenso,calidad,rsi,tipo_mercado,calidad_mercado,score_mercado,estado_tendencia,fuerza_tendencia,direccion_tendencia,accion_precio,razon_accion_precio,pa_tipo,pa_direccion,pa_fuerza,pa_razon,base_estrategia,riesgos_base,fortalezas_base,ruptura_confirmada,tipo_ruptura,razon_ruptura,tipo_setup,calidad_setup,modo_entrada_setup,puntaje_extra_setup,riesgo_extra_setup,balance_setup,a_favor_tendencia,razones_setup,idx_senal,idx_entrada,motivo_ejecucion,espera_velas,fase4_evaluada,fase4_permitir_operacion,fase4_modo,fase4_confianza,fase4_decision,fase4_debe_bloquear,fase4_motivo,resultado,precio_entrada,precio_cierre,movimiento,distancia_resultado,excursion_favor,excursion_contra,fuerza_cierre_siguiente,open_siguiente,close_siguiente,high_siguiente,low_siguiente,razon
turbo,SP35-OTC,1782562920,put,pullback bajista a EMA,23,3,109,53,BAJO,-8,base media | PA sin contexto claro | tendencia a favor | tendencia fuerte | mercado normal | score mercado bajo | pullback bajista en revisión,A,41.35,TENDENCIA_BAJISTA,NORMAL,57,BAJISTA_FUERTE,72.38,BAJISTA,PUT_SOPORTE_CERCA_SIN_RUPTURA,acción precio: PUT con soporte cerca; decisión delegada a zonas,SIN_CONTEXTO_CLARO,NEUTRA,0,,MEDIA,PUT_SOPORTE_SIN_RUPTURA|SIN_CONTEXTO_CLARO,TENDENCIA_A_FAVOR|FUERZA_TENDENCIA_ALTA|PULLBACK_CON_TENDENCIA_VALIDA,False,SIN_RUPTURA_SOPORTE,sin ruptura confirmada de soporte,CONTINUACION,BUENA,DIRECTA,6,2,21,True,continuación a favor de tendencia | tendencia con fuerza suficiente | price action sin contexto claro | mercado normal operable,868,868,entrada directa permitida por setup,0,True,False,BACKTEST,25.0,NEUTRA,True,Operación bloqueada por motor de decisión Fase 4.,WIN,19498.164605,19498.163955,-0.00065,0.00065,10.18206,2.4788,0.0005,19498.157975,19498.163955,19500.643405,19487.982545,"ESTRATEGIA: pullback bajista a EMA, pullback bajista válido, EMA favorece venta, presión: presión alcista reciente, RSI: 41.35, envolvente bajista, calidad A, sin historial suficiente, ubicación válida, MERCADO: TENDENCIA_BAJISTA - tendencia bajista moderada por avance predominante, CALIDAD MERCADO: NORMAL score 57, TENDENCIA AVANZADA: BAJISTA_FUERTE fuerza 72.38, VALIDACIÓN MERCADO: tendencia sucia: pullback bajista permitido con puntaje alto, ZONA SR: zona válida, ACCION PRECIO: acción precio: PUT con soporte cerca; decisión delegada a zonas, RUPTURA: sin ruptura confirmada de soporte"
turbo,USDTHB-OTC,1782563880,call,pullback alcista a EMA,25,3,115,39,MUY_BAJO,-15,base media | PA sin contexto claro | tendencia a favor | mercado normal | CALL cerca de resistencia sin ruptura | pullback alcista en revisión,A,53.92,TENDENCIA_ALCISTA,NORMAL,67,ALCISTA_FUERTE,70.64,ALCISTA,CALL_RESISTENCIA_CERCA_SIN_RUPTURA,acción precio: CALL con resistencia cerca; decisión delegada a zonas,SIN_CONTEXTO_CLARO,NEUTRA,0,,MEDIA,CALL_RESISTENCIA_SIN_RUPTURA|SIN_CONTEXTO_CLARO,TENDENCIA_A_FAVOR|FUERZA_TENDENCIA_ALTA|PULLBACK_CON_TENDENCIA_VALIDA,False,SIN_RUPTURA_RESISTENCIA,sin ruptura confirmada de resistencia,CONTINUACION,BUENA,DIRECTA,9,2,23,True,rechazo comprador detectado | continuación a favor de tendencia | tendencia con fuerza suficiente | price action sin contexto claro | mercado normal operable,883,883,entrada directa permitida por setup,0,True,False,BACKTEST,25.0,NEUTRA,True,Operación bloqueada por motor de decisión Fase 4.,WIN,33.715245,33.727475,0.01223,0.01223,0.0135,0.00444,0.7129,33.714685,33.727475,33.728745,33.710805,"ESTRATEGIA: pullback alcista a EMA, pullback alcista válido, EMA favorece compra, presión: presión neutral, RSI: 53.92, rechazo comprador por recuperación, calidad A, sin historial suficiente, ubicación válida, MERCADO: TENDENCIA_ALCISTA - tendencia alcista confirmada por estructura, EMA e impulso, CALIDAD MERCADO: NORMAL score 67, TENDENCIA AVANZADA: ALCISTA_FUERTE fuerza 70.64, VALIDACIÓN MERCADO: tendencia sucia: pullback alcista permitido con puntaje alto, ZONA SR: zona válida, ACCION PRECIO: acción precio: CALL con resistencia cerca; decisión delegada a zonas, RUPTURA: sin ruptura confirmada de resistencia"
turbo,SP35-OTC,1782563880,put,pullback bajista a EMA,30,4,128,84,ALTO,12,base media | price action a favor | impulso fuerte | tendencia a favor | mercado normal | pullback bajista en revisión,A+,44.85,TENDENCIA_BAJISTA,NORMAL,59,BAJISTA_NORMAL,55.31,BAJISTA,RECHAZO_VENDEDOR_RESISTENCIA,acción precio: rechazo vendedor en resistencia,IMPULSO_BAJISTA_FUERTE,PUT,0.639,impulso bajista fuerte: mayoría de velas rojas con cuerpo real,MEDIA,PULLBACK_TENDENCIA_INSUFICIENTE,PA_A_FAVOR_PUT|IMPULSO_BAJISTA_FUERTE|TENDENCIA_A_FAVOR,False,SIN_RUPTURA_SOPORTE,sin ruptura confirmada de soporte,CONTINUACION,PREMIUM,DIRECTA,10,0,30,True,PUT ubicado cerca de resistencia | rechazo vendedor detectado | continuación a favor de tendencia | price action muestra impulso fuerte | mercado normal operable,884,884,PA profesional bajista confirma entrada directa,0,True,True,BACKTEST,62.7,NEUTRA,False,Operación permitida por configuración actual.,LOSS,19491.281735,19494.150685,2.86895,-2.86895,3.69864,3.49242,0.4002,19491.272755,19494.150685,19494.774155,19487.583095,"ESTRATEGIA: pullback bajista a EMA, pullback bajista válido, EMA favorece venta, presión: presión bajista reciente, RSI: 44.85, rechazo vendedor por recuperación fallida, pin bar bajista, patrón contexto: patrón bajista válido en resistencia con contexto, calidad A+, sin historial suficiente, ubicación válida, MERCADO: TENDENCIA_BAJISTA - tendencia bajista moderada por avance predominante, CALIDAD MERCADO: NORMAL score 59, TENDENCIA AVANZADA: BAJISTA_NORMAL fuerza 55.31, VALIDACIÓN MERCADO: tendencia sucia: pullback bajista permitido con puntaje alto, ZONA SR: PUT permitido: señal fuerte cerca de soporte, ACCION PRECIO: acción precio: rechazo vendedor en resistencia, RUPTURA: sin ruptura confirmada de soporte"
turbo,USDTHB-OTC,1782564060,put,liquidity sweep bajista,39,4,222,40,MUY_BAJO,-15,base media | PA sin contexto claro | contra tendencia | tendencia fuerte | mercado normal | sweep observado,A+,55.22,TENDENCIA_ALCISTA,NORMAL,58,ALCISTA_FUERTE,79.47,ALCISTA,RECHAZO_VENDEDOR_RESISTENCIA,acción precio: rechazo vendedor en resistencia,SIN_CONTEXTO_CLARO,NEUTRA,0,,DEBIL,SIN_CONTEXTO_CLARO|CONTRA_TENDENCIA|SWEEP_SIN_CONFIRMACION_PA,FUERZA_TENDENCIA_ALTA,False,SIN_RUPTURA_SOPORTE,sin ruptura confirmada de soporte,REVERSION_BAJISTA,PREMIUM,DIRECTA,11,2,37,False,PUT ubicado cerca de resistencia | rechazo vendedor detectado | setup basado en barrida de liquidez | sweep bajista con resistencia/rechazo: reversión válida | price action sin contexto claro | mercado normal operable,885,886,entrada confirmada por rechazo bajista,1,True,False,BACKTEST,37.55,NEUTRA,True,Operación bloqueada por motor de decisión Fase 4.,LOSS,33.717355,33.722995,0.00564,-0.00564,1e-05,0.01766,0.2898,33.717875,33.722995,33.735015,33.717345,"ESTRATEGIA: liquidity sweep bajista, liquidity sweep bajista: barrida de máximos | vela roja confirma rechazo | mecha superior dominante | cierre en zona baja de la vela | cuerpo de vela suficiente | cierre actual confirma presión bajista | estructura inmediata rechaza máximos | score_sweep=80, barrida de máximos con rechazo, presión: presión neutral, RSI: 55.22, rechazo en zona de resistencia, rechazo vendedor por recuperación fallida, pin bar bajista, patrón contexto: patrón bajista válido en resistencia con contexto, calidad A+, sin historial suficiente, ubicación válida, MERCADO: TENDENCIA_ALCISTA - tendencia alcista confirmada por estructura, EMA e impulso, CALIDAD MERCADO: NORMAL score 58, TENDENCIA AVANZADA: ALCISTA_FUERTE fuerza 79.47, VALIDACIÓN MERCADO: tendencia sucia: sweep permitido solo con agotamiento, ZONA SR: PUT permitido: señal fuerte cerca de soporte, ACCION PRECIO: acción precio: rechazo vendedor en resistencia, RUPTURA: sin ruptura confirmada de soporte"
turbo,SP35-OTC,1782564480,call,pullback alcista a EMA,35,4,166,92,PREMIUM,20,base media | price action a favor | PA confirmado | PA fuerza baja | tendencia a favor | mercado normal | riesgo mercado bajo | CALL con rechazo en soporte | pullback alcista en revisión,A+,57.45,TENDENCIA_ALCISTA,NORMAL,59,ALCISTA_NORMAL,61.62,ALCISTA,RECHAZO_COMPRADOR_SOPORTE,acción precio: rechazo comprador en soporte,RECHAZO_COMPRADOR_CONFIRMADO,CALL,0.343,rechazo comprador confirmado: soporte + recuperación + vela de confirmación | impulso alcista fuerte: mayoría de velas verdes con cuerpo real,FUERTE,,PA_A_FAVOR_CALL|RECHAZO_COMPRADOR_CONFIRMADO|TENDENCIA_A_FAVOR|PULLBACK_CON_TENDENCIA_VALIDA,False,SIN_RUPTURA_RESISTENCIA,sin ruptura confirmada de resistencia,CONTINUACION,PREMIUM,DIRECTA,15,0,35,True,CALL ubicado cerca de soporte | rechazo comprador detectado | continuación a favor de tendencia | tendencia con fuerza suficiente | price action profesional confirma rechazo/agottamiento | mercado normal operable,894,894,PA profesional alcista confirma entrada directa,0,True,False,BACKTEST,25.0,NEUTRA,True,Operación bloqueada por motor de decisión Fase 4.,WIN,19514.719125,19518.713025,3.9939,3.9939,3.9939,1.15936,0.7731,19514.728985,19518.713025,19518.713025,19513.559765,"ESTRATEGIA: pullback alcista a EMA, pullback alcista válido, EMA favorece compra, presión: presión alcista reciente, RSI: 57.45, rechazo comprador por recuperación, pin bar alcista, patrón contexto: patrón alcista válido en soporte con contexto, calidad A+, sin historial suficiente, ubicación válida, MERCADO: TENDENCIA_ALCISTA - tendencia alcista confirmada por estructura, EMA e impulso, CALIDAD MERCADO: NORMAL score 59, TENDENCIA AVANZADA: ALCISTA_NORMAL fuerza 61.62, VALIDACIÓN MERCADO: pullback alcista permitido con filtro reforzado, ZONA SR: CALL permitido: señal fuerte cerca de resistencia, ACCION PRECIO: acción precio: rechazo comprador en soporte, RUPTURA: sin ruptura confirmada de resistencia"
binary,USDHKD-OTC,1782566760,put,pullback bajista a EMA,23,3,109,55,BAJO,-8,base media | PA sin contexto claro | tendencia a favor | mercado normal | pullback bajista en revisión,A,43.27,TENDENCIA_BAJISTA,NORMAL,59,BAJISTA_NORMAL,61.35,BAJISTA,PUT_SOPORTE_CERCA_SIN_RUPTURA,acción precio: PUT con soporte cerca; decisión delegada a zonas,SIN_CONTEXTO_CLARO,NEUTRA,0,,MEDIA,PUT_SOPORTE_SIN_RUPTURA|SIN_CONTEXTO_CLARO,TENDENCIA_A_FAVOR|PULLBACK_CON_TENDENCIA_VALIDA,False,SIN_RUPTURA_SOPORTE,sin ruptura confirmada de soporte,CONTINUACION,BUENA,DIRECTA,6,2,21,True,continuación a favor de tendencia | tendencia con fuerza suficiente | price action sin contexto claro | mercado normal operable,931,931,entrada directa permitida por setup,0,True,True,BACKTEST,45.85,NEUTRA,False,Operación permitida por configuración actual.,LOSS,7.803355,7.804255,0.0009,-0.0009,0.00125,0.00109,0.4231,7.803265,7.804255,7.804445,7.802105,"ESTRATEGIA: pullback bajista a EMA, pullback bajista válido, EMA favorece venta, presión: presión alcista reciente, RSI: 43.27, envolvente bajista, calidad A, sin historial suficiente, ubicación válida, MERCADO: TENDENCIA_BAJISTA - tendencia bajista moderada por avance predominante, CALIDAD MERCADO: NORMAL score 59, TENDENCIA AVANZADA: BAJISTA_NORMAL fuerza 61.35, VALIDACIÓN MERCADO: tendencia sucia: pullback bajista permitido con puntaje alto, ZONA SR: zona válida, ACCION PRECIO: acción precio: PUT con soporte cerca; decisión delegada a zonas, RUPTURA: sin ruptura confirmada de soporte"
turbo,SP35-OTC,1782567360,call,liquidity sweep alcista,32,4,234,56,BAJO,-8,base media | price action a favor | PA confirmado | contra tendencia | mercado normal | riesgo mercado bajo | CALL cerca de resistencia sin ruptura | sweep observado,A+,41.89,TENDENCIA_BAJISTA,NORMAL,69,BAJISTA_NORMAL,68.62,BAJISTA,CALL_RESISTENCIA_CERCA_SIN_RUPTURA,acción precio: CALL con resistencia cerca; decisión delegada a zonas,AGOTAMIENTO_BAJISTA_CONFIRMADO,CALL,0.35,agotamiento bajista confirmado: soporte + caída cansada + mechas inferiores,MEDIA,CALL_RESISTENCIA_SIN_RUPTURA|CONTRA_TENDENCIA,PA_A_FAVOR_CALL|AGOTAMIENTO_BAJISTA_CONFIRMADO|FUERZA_TENDENCIA_ALTA|SWEEP_CON_RECHAZO_AGOTAMIENTO,False,SIN_RUPTURA_RESISTENCIA,sin ruptura confirmada de resistencia,SWEEP_ALCISTA,BUENA,ESPERAR_RUPTURA,9,4,30,False,CALL cerca de resistencia: requiere ruptura o impulso | rechazo comprador detectado | setup basado en barrida de liquidez | sweep contra tendencia sin confirmación completa | price action profesional confirma rechazo/agottamiento | mercado normal operable,941,942,entrada confirmada por impulso alcista,1,True,False,BACKTEST,31.75,NEUTRA,True,Operación bloqueada por motor de decisión Fase 4.,LOSS,19563.350195,19553.297725,-10.05247,-10.05247,1.16959,13.61922,0.6789,19563.338275,19553.297725,19564.519785,19549.730975,"ESTRATEGIA: liquidity sweep alcista, liquidity sweep alcista: barrida de mínimos | vela verde confirma rechazo | mecha inferior dominante | cierre en zona alta de la vela | barrida con exceso suficiente | rango de vela válido | cuerpo de vela suficiente | cierre actual confirma presión alcista | estructura inmediata rechaza mínimos | score_sweep=100, barrida de mínimos con recuperación confirmada, presión: presión bajista reciente, RSI: 41.89, rechazo comprador fuerte, morning star alcista, calidad A+, sin historial suficiente, ubicación válida, MERCADO: TENDENCIA_BAJISTA - tendencia bajista confirmada por estructura, EMA e impulso, CALIDAD MERCADO: NORMAL score 69, TENDENCIA AVANZADA: BAJISTA_NORMAL fuerza 68.62, VALIDACIÓN MERCADO: sweep contra tendencia permitido por barrida/rechazo fuerte, ZONA SR: CALL permitido: señal fuerte cerca de resistencia, ACCION PRECIO: acción precio: CALL con resistencia cerca; decisión delegada a zonas, RUPTURA: sin ruptura confirmada de resistencia"
turbo,SP35-OTC,1782567660,call,reacción compradora en soporte,20,4,144,80,BUENO,6,base media | price action a favor | impulso fuerte | tendencia a favor | tendencia débil | mercado normal | zona neutra,A+,55.8,TENDENCIA_ALCISTA,NORMAL,73,ALCISTA_DEBIL,44.62,ALCISTA,CALL_ZONA_NEUTRA,acción precio: CALL sin conflicto fuerte de zona,IMPULSO_ALCISTA_FUERTE,CALL,0.648,impulso alcista fuerte: mayoría de velas verdes con cuerpo real,MEDIA,FUERZA_TENDENCIA_BAJA|REACCION_SIN_CONFIRMACION_FUERTE,PA_A_FAVOR_CALL|IMPULSO_ALCISTA_FUERTE|TENDENCIA_A_FAVOR,False,SIN_RUPTURA_RESISTENCIA,sin ruptura confirmada de resistencia,INDEFINIDO,MEDIA,DIRECTA,2,0,20,True,price action muestra impulso fuerte | mercado normal operable,947,947,PA profesional alcista confirma entrada directa,0,True,False,BACKTEST,25.0,NEUTRA,True,Operación bloqueada por motor de decisión Fase 4.,LOSS,19586.591545,19582.366535,-4.22501,-4.22501,1.24391,8.63194,0.4279,19586.592065,19582.366535,19587.835455,19577.959605,"ESTRATEGIA: reacción compradora en soporte, CALL válido: rechazo comprador fuerte en soporte, precio reaccionando en soporte, presión: presión alcista reciente, RSI: 55.8, calidad A+, sin historial suficiente, ubicación válida, MERCADO: TENDENCIA_ALCISTA - tendencia alcista moderada por avance predominante, CALIDAD MERCADO: NORMAL score 73, TENDENCIA AVANZADA: ALCISTA_DEBIL fuerza 44.62, VALIDACIÓN MERCADO: CALL permitido a favor de tendencia alcista, ZONA SR: CALL permitido: cerca de soporte, ACCION PRECIO: acción precio: CALL sin conflicto fuerte de zona, RUPTURA: sin ruptura confirmada de resistencia"
turbo,SP35-OTC,1782567900,put,liquidity sweep bajista,27,4,200,52,BAJO,-8,base media | PA sin contexto claro | tendencia a favor | tendencia débil | mercado normal | sweep observado,A+,57.06,RANGO,NORMAL,71,BAJISTA_DEBIL,37.21,BAJISTA,PUT_SOPORTE_CERCA_SIN_RUPTURA,acción precio: PUT con soporte cerca; decisión delegada a zonas,SIN_CONTEXTO_CLARO,NEUTRA,0,,DEBIL,PUT_SOPORTE_SIN_RUPTURA|SIN_CONTEXTO_CLARO|FUERZA_TENDENCIA_BAJA|SWEEP_SIN_CONFIRMACION_PA,TENDENCIA_A_FAVOR,False,SIN_RUPTURA_SOPORTE,sin ruptura confirmada de soporte,SWEEP_BAJISTA,BUENA,DIRECTA,5,2,25,True,rechazo vendedor detectado | setup basado en barrida de liquidez | price action sin contexto claro | mercado normal operable,949,951,entrada confirmada por impulso bajista,2,True,True,BACKTEST,60.95,NEUTRA,False,Operación permitida por configuración actual.,WIN,19562.678195,19556.701415,-5.97678,5.97678,6.64722,3.08916,0.6141,19562.680375,19556.701415,19565.767355,19556.030975,"ESTRATEGIA: liquidity sweep bajista, liquidity sweep bajista: barrida de máximos | vela roja confirma rechazo | mecha superior dominante | cierre en zona baja de la vela | barrida con exceso suficiente | rango de vela válido | cuerpo de vela suficiente | cierre actual confirma presión bajista | estructura inmediata rechaza máximos | score_sweep=100, barrida de máximos con rechazo, presión: presión alcista reciente, RSI: 57.06, rechazo vendedor fuerte, calidad A+, sin historial suficiente, ubicación válida, MERCADO: RANGO - precio lateral o sin avance direccional fuerte, CALIDAD MERCADO: NORMAL score 71, TENDENCIA AVANZADA: BAJISTA_DEBIL fuerza 37.21, VALIDACIÓN MERCADO: rango limpio: sweep permitido, ZONA SR: PUT permitido: señal fuerte cerca de soporte, ACCION PRECIO: acción precio: PUT con soporte cerca; decisión delegada a zonas, RUPTURA: sin ruptura confirmada de soporte"
turbo,SP35-OTC,1782568200,call,liquidity sweep alcista,39,4,230,40,MUY_BAJO,-15,base media | price action en contra | impulso fuerte | contra tendencia | mercado normal | CALL con rechazo en soporte | sweep observado,A+,52.09,RANGO,NORMAL,72,BAJISTA_DEBIL,48.25,BAJISTA,RECHAZO_COMPRADOR_SOPORTE,acción precio: rechazo comprador en soporte,IMPULSO_BAJISTA_FUERTE,PUT,0.53,impulso bajista fuerte: mayoría de velas rojas con cuerpo real,MEDIA,PA_CONTRA_CALL|CONTRA_TENDENCIA,IMPULSO_BAJISTA_FUERTE,False,SIN_RUPTURA_RESISTENCIA,sin ruptura confirmada de resistencia,REVERSION_ALCISTA,PREMIUM,DIRECTA,13,0,39,False,CALL ubicado cerca de soporte | rechazo comprador detectado | setup basado en barrida de liquidez | sweep alcista con soporte/rechazo: reversión válida | price action muestra impulso fuerte | mercado normal operable,954,956,entrada confirmada por impulso alcista,2,True,True,BACKTEST,65.2,NEUTRA,False,Operación permitida por configuración actual.,WIN,19564.762145,19574.805155,10.04301,10.04301,14.49771,0.02,0.6921,19564.756735,19574.805155,19579.259855,19564.742145,"ESTRATEGIA: liquidity sweep alcista, liquidity sweep alcista: barrida de mínimos | vela verde confirma rechazo | mecha inferior dominante | cierre en zona alta de la vela | barrida con exceso suficiente | rango de vela válido | cierre actual confirma presión alcista | estructura inmediata rechaza mínimos | score_sweep=90, barrida de mínimos con recuperación confirmada, presión: presión bajista reciente, RSI: 52.09, recuperación en zona de soporte, rechazo comprador por recuperación, pin bar alcista, calidad A+, sin historial suficiente, ubicación válida, MERCADO: RANGO - precio lateral o sin avance direccional fuerte, CALIDAD MERCADO: NORMAL score 72, TENDENCIA AVANZADA: BAJISTA_DEBIL fuerza 48.25, VALIDACIÓN MERCADO: rango limpio: sweep permitido, ZONA SR: CALL permitido: señal fuerte cerca de resistencia, ACCION PRECIO: acción precio: rechazo comprador en soporte, RUPTURA: sin ruptura confirmada de resistencia"
turbo,SP35-OTC,1782568380,call,pullback alcista a EMA,27,4,134,87,ALTO,12,base media | price action a favor | impulso fuerte | tendencia a favor | mercado normal | riesgo mercado bajo | zona neutra | pullback alcista en revisión,A+,56.2,TENDENCIA_ALCISTA,NORMAL,74,ALCISTA_NORMAL,64.04,ALCISTA,CALL_ZONA_NEUTRA,acción precio: CALL sin conflicto fuerte de zona,IMPULSO_ALCISTA_FUERTE,CALL,0.624,impulso alcista fuerte: mayoría de velas verdes con cuerpo real,FUERTE,,PA_A_FAVOR_CALL|IMPULSO_ALCISTA_FUERTE|TENDENCIA_A_FAVOR|PULLBACK_CON_TENDENCIA_VALIDA,False,SIN_RUPTURA_RESISTENCIA,sin ruptura confirmada de resistencia,CONTINUACION,PREMIUM,DIRECTA,8,0,27,True,continuación a favor de tendencia | tendencia con fuerza suficiente | price action muestra impulso fuerte | mercado normal operable,959,959,PA profesional alcista confirma entrada directa,0,True,False,BACKTEST,25.0,NEUTRA,True,Operación bloqueada por motor de decisión Fase 4.,LOSS,19584.275495,19575.521155,-8.75434,-8.75434,0.01555,8.75934,0.9986,19584.283895,19575.521155,19584.291045,19575.516155,"ESTRATEGIA: pullback alcista a EMA, pullback alcista válido, EMA favorece compra, presión: presión alcista reciente, RSI: 56.2, envolvente alcista, patrón contexto: patrón alcista válido en soporte con contexto, calidad A+, sin historial suficiente, ubicación válida, MERCADO: TENDENCIA_ALCISTA - tendencia alcista moderada por avance predominante, CALIDAD MERCADO: NORMAL score 74, TENDENCIA AVANZADA: ALCISTA_NORMAL fuerza 64.04, VALIDACIÓN MERCADO: pullback alcista permitido con filtro reforzado, ZONA SR: zona válida, ACCION PRECIO: acción precio: CALL sin conflicto fuerte de zona, RUPTURA: sin ruptura confirmada de resistencia"
binary,USDHKD-OTC,1782568560,call,liquidity sweep alcista,25,4,212,35,MUY_BAJO,-15,base media | PA sin contexto claro | tendencia a favor | mercado normal | score mercado bajo | régimen peligroso | riesgo mercado alto | CALL con rechazo en soporte | sweep observado,A+,49.06,RANGO,NORMAL,56,ALCISTA_NORMAL,53.33,ALCISTA,RECHAZO_COMPRADOR_SOPORTE,acción precio: rechazo comprador en soporte,SIN_CONTEXTO_CLARO,NEUTRA,0,,MEDIA,SIN_CONTEXTO_CLARO|SWEEP_SIN_CONFIRMACION_PA,TENDENCIA_A_FAVOR,False,SIN_RUPTURA_RESISTENCIA,sin ruptura confirmada de resistencia,SWEEP_ALCISTA,BUENA,ESPERAR_RUPTURA,5,4,23,True,CALL cerca de resistencia: requiere ruptura o impulso | rechazo comprador detectado | setup basado en barrida de liquidez | price action sin contexto claro | mercado normal operable,960,961,entrada confirmada por impulso alcista,1,True,True,BACKTEST,51.95,NEUTRA,False,Operación permitida por configuración actual.,LOSS,7.810915,7.809425,-0.00149,-0.00149,0.00023,0.00149,0.9128,7.810995,7.809425,7.811145,7.809425,"ESTRATEGIA: liquidity sweep alcista, liquidity sweep alcista: barrida de mínimos | vela verde confirma rechazo | mecha inferior dominante | cierre en zona alta de la vela | barrida con exceso suficiente | rango de vela válido | cuerpo de vela suficiente | cierre actual confirma presión alcista | estructura inmediata rechaza mínimos | score_sweep=100, barrida de mínimos con recuperación confirmada, presión: presión bajista reciente, RSI: 49.06, rechazo comprador por recuperación, rechazo alcista, calidad A+, sin historial suficiente, ubicación válida, MERCADO: RANGO - precio lateral o sin avance direccional fuerte, CALIDAD MERCADO: NORMAL score 56, TENDENCIA AVANZADA: ALCISTA_NORMAL fuerza 53.33, VALIDACIÓN MERCADO: rango sucio: sweep premium permitido, ZONA SR: CALL permitido: señal fuerte cerca de resistencia, ACCION PRECIO: acción precio: rechazo comprador en soporte, RUPTURA: sin ruptura confirmada de resistencia"
binary,USDVND-OTC,1782569520,call,liquidity sweep alcista,28,4,200,17,MUY_BAJO,-15,base media | price action en contra | impulso fuerte | contra tendencia | mercado normal | CALL cerca de resistencia sin ruptura | sweep observado,A+,39.23,TENDENCIA_BAJISTA,NORMAL,61,BAJISTA_NORMAL,61.63,BAJISTA,CALL_RESISTENCIA_CERCA_SIN_RUPTURA,acción precio: CALL con resistencia cerca; decisión delegada a zonas,IMPULSO_BAJISTA_FUERTE,PUT,0.533,impulso bajista fuerte: mayoría de velas rojas con cuerpo real,DEBIL,CALL_RESISTENCIA_SIN_RUPTURA|PA_CONTRA_CALL|CONTRA_TENDENCIA,IMPULSO_BAJISTA_FUERTE,False,SIN_RUPTURA_RESISTENCIA,sin ruptura confirmada de resistencia,SWEEP_ALCISTA,PREMIUM,DIRECTA,6,2,26,False,CALL ubicado cerca de soporte | setup basado en barrida de liquidez | sweep contra tendencia sin confirmación completa | price action muestra impulso fuerte | mercado normal operable,975,978,entrada confirmada por impulso alcista,3,True,True,BACKTEST,61.35,NEUTRA,False,Operación permitida por configuración actual.,LOSS,26311.93315,26310.97515,-0.958,-0.958,0.4287,1.1295,0.5952,26311.90265,26310.97515,26312.36185,26310.80365,"ESTRATEGIA: liquidity sweep alcista, liquidity sweep alcista: barrida de mínimos | vela verde confirma rechazo | cierre en zona alta de la vela | barrida con exceso suficiente | rango de vela válido | cuerpo de vela suficiente | cierre actual confirma presión alcista | estructura inmediata rechaza mínimos | score_sweep=80, barrida de mínimos con recuperación confirmada, presión: presión bajista reciente, RSI: 39.23, recuperación en zona de soporte, calidad A+, sin historial suficiente, ubicación válida, MERCADO: TENDENCIA_BAJISTA - tendencia bajista moderada por avance predominante, CALIDAD MERCADO: NORMAL score 61, TENDENCIA AVANZADA: BAJISTA_NORMAL fuerza 61.63, VALIDACIÓN MERCADO: tendencia sucia: sweep permitido solo con agotamiento, ZONA SR: CALL permitido: cerca de soporte, ACCION PRECIO: acción precio: CALL con resistencia cerca; decisión delegada a zonas, RUPTURA: sin ruptura confirmada de resistencia"
turbo,USDTHB-OTC,1782570000,call,pullback alcista a EMA,27,3,117,46,BAJO,-8,base media | price action en contra | impulso fuerte | tendencia a favor | mercado limpio | score mercado alto | riesgo mercado bajo | CALL cerca de resistencia sin ruptura | pullback alcista en revisión,A,57.01,TENDENCIA_ALCISTA,LIMPIO,76,ALCISTA_NORMAL,65.48,ALCISTA,CALL_RESISTENCIA_CERCA_SIN_RUPTURA,acción precio: CALL con resistencia cerca; decisión delegada a zonas,IMPULSO_BAJISTA_FUERTE,PUT,0.496,impulso bajista fuerte: mayoría de velas rojas con cuerpo real,MEDIA,CALL_RESISTENCIA_SIN_RUPTURA|PA_CONTRA_CALL,IMPULSO_BAJISTA_FUERTE|TENDENCIA_A_FAVOR|FUERZA_TENDENCIA_ALTA|PULLBACK_CON_TENDENCIA_VALIDA,False,SIN_RUPTURA_RESISTENCIA,sin ruptura confirmada de resistencia,CONTINUACION,PREMIUM,DIRECTA,10,0,27,True,continuación a favor de tendencia | tendencia con fuerza suficiente | price action muestra impulso fuerte | mercado limpio,985,985,entrada directa permitida por setup,0,True,False,BACKTEST,25.0,NEUTRA,True,Operación bloqueada por motor de decisión Fase 4.,WIN,33.745485,33.755485,0.01,0.01,0.01222,0.00313,0.6866,33.744945,33.755485,33.757705,33.742355,"ESTRATEGIA: pullback alcista a EMA, pullback alcista válido, EMA favorece compra, presión: presión bajista reciente, RSI: 57.01, envolvente alcista, calidad A, sin historial suficiente, ubicación válida, MERCADO: TENDENCIA_ALCISTA - tendencia alcista moderada por avance predominante, CALIDAD MERCADO: LIMPIO score 76, TENDENCIA AVANZADA: ALCISTA_NORMAL fuerza 65.48, VALIDACIÓN MERCADO: pullback alcista permitido con filtro reforzado, ZONA SR: zona válida, ACCION PRECIO: acción precio: CALL con resistencia cerca; decisión delegada a zonas, RUPTURA: sin ruptura confirmada de resistencia"
