tipo,activo,from,open,close,max,min,volume
turbo,USDTHB-OTC,1787856300,33.008505,33.010335,33.017125,33.002625,0
turbo,USDTHB-OTC,1787856360,33.010375,33.010695,33.020555,33.000275,0
turbo,USDTHB-OTC,1787856420,33.010335,33.000745,33.015305,32.998285,0
turbo,USDTHB-OTC,1787856480,32.999255,32.999995,33.007515,32.996095,0
turbo,USDTHB-OTC,1787856540,33.000485,33.008435,33.012225,32.998755,0
turbo,USDTHB-OTC,1787856600,33.007925,33.009555,33.014695,33.001375,0
turbo,USDTHB-OTC,1787856660,33.010235,33.008755,33.019275,33.008595,0
turbo,USDTHB-OTC,1787856720,33.008655,33.017945,33.025915,33.006565,0
turbo,USDTHB-OTC,1787856780,33.017955,33.049525,33.050245,33.017435,0
turbo,USDTHB-OTC,1787856840,33.049535,33.033535,33.050305,33.033535,0
turbo,USDTHB-OTC,1787856900,33.033005,33.033185,33.035915,33.027565,0
turbo,USDTHB-OTC,1787856960,33.032165,33.044715,33.047845,33.030365,0
turbo,USDTHB-OTC,1787857020,33.044625,33.052275,33.056715,33.042955,0
turbo,USDTHB-OTC,1787857080,33.052855,33.044645,33.054005,33.037815,0
turbo,USDTHB-OTC,1787857140,33.044065,33.048395,33.058535,33.042015,0
turbo,USDTHB-OTC,1787857200,33.049835,33.052965,33.058055,33.038035,0
turbo,USDTHB-OTC,1787857260,33.054025,33.066755,33.069055,33.049515,0
turbo,USDTHB-OTC,1787857320,33.065765,33.047585,33.068965,33.046665,0
turbo,USDTHB-OTC,1787857380,33.047705,33.055605,33.056195,33.043665,0
turbo,USDTHB-OTC,1787857440,33.056595,33.061325,33.065795,33.056595,0
turbo,USDTHB-OTC,1787857500,33.060345,33.062855,33.065655,33.056125,0
turbo,USDTHB-OTC,1787857560,33.062865,33.034835,33.062935,33.033565,0
turbo,USDTHB-OTC,1787857620,33.034935,33.055155,33.055725,33.033375,0
turbo,USDTHB-OTC,1787857680,33.054125,33.051875,33.056075,33.039495,0
turbo,USDTHB-OTC,1787857740,33.051375,33.054875,33.064585,33.046615,0
turbo,USDTHB-OTC,1787857800,33.054335,33.050775,33.060535,33.048795,0
turbo,USDTHB-OTC,1787857860,33.051785,33.073385,33.073385,33.050345,0
turbo,USDTHB-OTC,1787857920,33.072975,33.061705,33.074795,33.059655,0
turbo,USDTHB-OTC,1787857980,33.061215,33.052955,33.061685,33.048505,0
turbo,USDTHB-OTC,1787858040,33.052525,33.051245,33.055285,33.041725,0
turbo,USDTHB-OTC,1787858100,33.051105,33.049485,33.053945,33.046305,0
turbo,USDTHB-OTC,1787858160,33.049495,33.058105,33.058685,33.038765,0
turbo,USDTHB-OTC,1787858220,33.057585,33.066955,33.071605,33.057585,0
turbo,USDTHB-OTC,1787858280,33.069425,33.066055,33.071775,33.057275,0
turbo,USDTHB-OTC,1787858340,33.065995,33.070065,33.075355,33.065445,0
turbo,USDTHB-OTC,1787858400,33.069665,33.046925,33.070655,33.046525,0
turbo,USDTHB-OTC,1787858460,33.047035,33.061125,33.061125,33.047035,0
turbo,USDTHB-OTC,1787858520,33.060635,33.053605,33.065975,33.053275,0
turbo,USDTHB-OTC,1787858580,33.053565,33.047175,33.056795,33.041415,0
turbo,USDTHB-OTC,1787858640,33.047205,33.052925,33.054925,33.035285,0
turbo,USDTHB-OTC,1787858700,33.053515,33.067725,33.072745,33.053515,0
turbo,USDTHB-OTC,1787858760,33.068225,33.082175,33.082275,33.068225,0
turbo,USDTHB-OTC,1787858820,33.082235,33.078325,33.095335,33.076355,0
turbo,USDTHB-OTC,1787858880,33.078335,33.071055,33.084415,33.067335,0
turbo,USDTHB-OTC,1787858940,33.071065,33.059545,33.071065,33.055355,0
turbo,USDTHB-OTC,1787859000,33.058005,33.016965,33.058005,33.016965,0
turbo,USDTHB-OTC,1787859060,33.017465,33.009955,33.025505,33.009415,0
turbo,USDTHB-OTC,1787859120,33.009825,33.015495,33.023905,33.009215,0
turbo,USDTHB-OTC,1787859180,33.015455,33.021065,33.026375,33.015455,0
turbo,USDTHB-OTC,1787859240,33.021025,33.024415,33.028605,33.017675,0
turbo,USDTHB-OTC,1787859300,33.024355,33.025195,33.026225,33.010655,0
turbo,USDTHB-OTC,1787859360,33.024595,33.040155,33.041785,33.024115,0
turbo,USDTHB-OTC,1787859420,33.039665,33.005405,33.039665,33.005405,0
turbo,USDTHB-OTC,1787859480,33.004435,32.975125,33.005475,32.970295,0
turbo,USDTHB-OTC,1787859540,32.974605,32.966535,32.977305,32.965495,0
turbo,USDTHB-OTC,1787859600,32.966585,32.951985,32.966985,32.936025,0
turbo,USDTHB-OTC,1787859660,32.951935,32.954345,32.956445,32.941375,0
turbo,USDTHB-OTC,1787859720,32.954405,32.961485,32.961485,32.951265,0
turbo,USDTHB-OTC,1787859780,32.960115,32.952955,32.960605,32.948435,0
turbo,USDTHB-OTC,1787859840,32.952465,32.936345,32.953485,32.930645,0
turbo,USDTHB-OTC,1787859900,32.936485,32.933515,32.941945,32.928165,0
turbo,USDTHB-OTC,1787859960,32.933465,32.923325,32.934805,32.921605,0
turbo,USDTHB-OTC,1787860020,32.923795,32.911635,32.928915,32.908705,0
turbo,USDTHB-OTC,1787860080,32.911155,32.893295,32.911155,32.893055,0
turbo,USDTHB-OTC,1787860140,32.893245,32.891465,32.893895,32.879605,0
turbo,USDTHB-OTC,1787860200,32.892505,32.895525,32.901585,32.891145,0
turbo,USDTHB-OTC,1787860260,32.895665,32.898535,32.908225,32.892045,0
turbo,USDTHB-OTC,1787860320,32.898495,32.907855,32.911565,32.898315,0
turbo,USDTHB-OTC,1787860380,32.906865,32.901245,32.913075,32.897935,0
turbo,USDTHB-OTC,1787860440,32.901735,32.902375,32.905985,32.896345,0
turbo,USDTHB-OTC,1787860500,32.903405,32.915135,32.919725,32.903405,0
turbo,USDTHB-OTC,1787860560,32.918205,32.915615,32.918965,32.910605,0
turbo,USDTHB-OTC,1787860620,32.916275,32.929925,32.931285,32.915985,0
turbo,USDTHB-OTC,1787860680,32.928435,32.922395,32.929685,32.922395,0
turbo,USDTHB-OTC,1787860740,32.922895,32.930185,32.930845,32.913305,0
turbo,USDTHB-OTC,1787860800,32.930555,32.933045,32.936695,32.927755,0
turbo,USDTHB-OTC,1787860860,32.933035,32.946515,32.946945,32.928765,0
turbo,USDTHB-OTC,1787860920,32.946965,32.946385,32.952855,32.938525,0
turbo,USDTHB-OTC,1787860980,32.945445,32.941615,32.954245,32.941105,0
turbo,USDTHB-OTC,1787861040,32.941605,32.938295,32.943715,32.933415,0
turbo,USDTHB-OTC,1787861100,32.938695,32.934115,32.940615,32.927835,0
turbo,USDTHB-OTC,1787861160,32.933685,32.934845,32.941395,32.929055,0
turbo,USDTHB-OTC,1787861220,32.934355,32.927665,32.935355,32.916975,0
turbo,USDTHB-OTC,1787861280,32.927655,32.938155,32.938155,32.923145,0
turbo,USDTHB-OTC,1787861340,32.939165,32.919975,32.947225,32.919515,0
turbo,USDTHB-OTC,1787861400,32.920045,32.924555,32.929445,32.919365,0
turbo,USDTHB-OTC,1787861460,32.925055,32.936635,32.946215,32.924645,0
turbo,USDTHB-OTC,1787861520,32.936175,32.941125,32.943995,32.934665,0
turbo,USDTHB-OTC,1787861580,32.940025,32.939295,32.943615,32.935745,0
turbo,USDTHB-OTC,1787861640,32.939465,32.944635,32.950425,32.934435,0
turbo,USDTHB-OTC,1787861700,32.943225,32.935395,32.945315,32.930165,0
turbo,USDTHB-OTC,1787861760,32.935405,32.957235,32.958185,32.935335,0
turbo,USDTHB-OTC,1787861820,32.957265,32.981985,32.981995,32.956735,0
turbo,USDTHB-OTC,1787861880,32.981525,32.972055,32.981645,32.969115,0
turbo,USDTHB-OTC,1787861940,32.971095,32.962425,32.973475,32.959925,0
turbo,USDTHB-OTC,1787862000,32.962535,32.966785,32.969115,32.958005,0
turbo,USDTHB-OTC,1787862060,32.966905,32.966415,32.967995,32.954855,0
turbo,USDTHB-OTC,1787862120,32.965895,32.950925,32.966035,32.949405,0
turbo,USDTHB-OTC,1787862180,32.950895,32.959375,32.959595,32.946465,0
turbo,USDTHB-OTC,1787862240,32.958875,32.964565,32.967725,32.957505,0
turbo,USDTHB-OTC,1787862300,32.964075,32.968085,32.975095,32.960205,0
turbo,USDTHB-OTC,1787862360,32.968585,32.961345,32.972905,32.959535,0
turbo,USDTHB-OTC,1787862420,32.960835,32.965775,32.971885,32.958435,0
turbo,USDTHB-OTC,1787862480,32.967275,32.968945,32.975385,32.963075,0
turbo,USDTHB-OTC,1787862540,32.969445,32.965285,32.970385,32.961675,0
turbo,USDTHB-OTC,1787862600,32.964745,32.959795,32.977595,32.959785,0
turbo,USDTHB-OTC,1787862660,32.959855,32.968875,32.969765,32.953605,0
turbo,USDTHB-OTC,1787862720,32.968375,32.962295,32.968455,32.955825,0
turbo,USDTHB-OTC,1787862780,32.962805,32.948825,32.965845,32.946335,0
turbo,USDTHB-OTC,1787862840,32.948975,32.965395,32.965395,32.941005,0
turbo,USDTHB-OTC,1787862900,32.966355,32.968785,32.972365,32.961325,0
turbo,USDTHB-OTC,1787862960,32.968235,32.956235,32.974335,32.955885,0
turbo,USDTHB-OTC,1787863020,32.955315,32.956365,32.964215,32.953705,0
turbo,USDTHB-OTC,1787863080,32.957305,32.952665,32.961095,32.950175,0
turbo,USDTHB-OTC,1787863140,32.952015,32.964755,32.970585,32.952015,0
turbo,USDTHB-OTC,1787863200,32.964695,32.973435,32.980785,32.964405,0
turbo,USDTHB-OTC,1787863260,32.973405,32.958965,32.978175,32.958965,0
turbo,USDTHB-OTC,1787863320,32.958925,32.959045,32.960505,32.948205,0
turbo,USDTHB-OTC,1787863380,32.959595,32.968905,32.968905,32.959285,0
turbo,USDTHB-OTC,1787863440,32.964355,32.961375,32.967225,32.956795,0
turbo,USDTHB-OTC,1787863500,32.962185,32.967585,32.969865,32.958425,0
turbo,USDTHB-OTC,1787863560,32.967435,32.971775,32.974645,32.962245,0
turbo,USDTHB-OTC,1787863620,32.970855,32.950395,32.973805,32.950285,0
turbo,USDTHB-OTC,1787863680,32.950415,32.955375,32.956955,32.939205,0
turbo,USDTHB-OTC,1787863740,32.955365,32.950035,32.960165,32.949195,0
turbo,USDTHB-OTC,1787863800,32.949975,32.947625,32.962695,32.946915,0
turbo,USDTHB-OTC,1787863860,32.948115,32.964075,32.964815,32.945635,0
turbo,USDTHB-OTC,1787863920,32.964545,32.954955,32.968505,32.950435,0
turbo,USDTHB-OTC,1787863980,32.954425,32.936885,32.956345,32.929375,0
turbo,USDTHB-OTC,1787864040,32.936395,32.932475,32.937985,32.923775,0
turbo,USDTHB-OTC,1787864100,32.932045,32.906655,32.935465,32.903205,0
turbo,USDTHB-OTC,1787864160,32.907645,32.881585,32.911115,32.877705,0
turbo,USDTHB-OTC,1787864220,32.881655,32.889395,32.893925,32.881065,0
turbo,USDTHB-OTC,1787864280,32.889385,32.916105,32.916435,32.889385,0
turbo,USDTHB-OTC,1787864340,32.917605,32.917385,32.923075,32.911635,0
turbo,USDTHB-OTC,1787864400,32.916895,32.929455,32.932295,32.916335,0
turbo,USDTHB-OTC,1787864460,32.929955,32.949095,32.949215,32.929955,0
turbo,USDTHB-OTC,1787864520,32.948585,32.954275,32.955185,32.942015,0
turbo,USDTHB-OTC,1787864580,32.953855,32.936055,32.957705,32.936055,0
turbo,USDTHB-OTC,1787864640,32.935675,32.929555,32.935675,32.921615,0
turbo,USDTHB-OTC,1787864700,32.927445,32.928685,32.933815,32.918455,0
turbo,USDTHB-OTC,1787864760,32.928125,32.930555,32.935725,32.918515,0
turbo,USDTHB-OTC,1787864820,32.931685,32.932145,32.935785,32.926955,0
turbo,USDTHB-OTC,1787864880,32.932135,32.940545,32.946995,32.932135,0
turbo,USDTHB-OTC,1787864940,32.939545,32.952115,32.960555,32.937145,0
turbo,USDTHB-OTC,1787865000,32.952565,32.952485,32.953765,32.945045,0
turbo,USDTHB-OTC,1787865060,32.957045,32.962655,32.962655,32.952415,0
turbo,USDTHB-OTC,1787865120,32.961095,32.956705,32.964225,32.952095,0
turbo,USDTHB-OTC,1787865180,32.956615,32.951205,32.962825,32.949065,0
turbo,USDTHB-OTC,1787865240,32.951065,32.959885,32.963725,32.948385,0
turbo,USDTHB-OTC,1787865300,32.958895,32.965035,32.967555,32.956955,0
turbo,USDTHB-OTC,1787865360,32.965135,32.980635,32.982155,32.960385,0
turbo,USDTHB-OTC,1787865420,32.980295,32.986735,32.987155,32.977315,0
turbo,USDTHB-OTC,1787865480,32.988135,32.967135,32.989245,32.963225,0
turbo,USDTHB-OTC,1787865540,32.967125,32.977805,32.978905,32.960415,0
turbo,USDTHB-OTC,1787865600,32.976815,32.982505,32.984275,32.974435,0
turbo,USDTHB-OTC,1787865660,32.982475,32.986675,32.989815,32.975395,0
turbo,USDTHB-OTC,1787865720,32.986185,32.977315,32.988745,32.975565,0
turbo,USDTHB-OTC,1787865780,32.976685,32.991945,32.992975,32.976685,0
turbo,USDTHB-OTC,1787865840,32.991925,33.010565,33.012775,32.991445,0
turbo,USDTHB-OTC,1787865900,33.011555,33.020885,33.028955,33.008235,0
turbo,USDTHB-OTC,1787865960,33.021505,33.025395,33.026845,33.014805,0
turbo,USDTHB-OTC,1787866020,33.025975,33.042315,33.044735,33.025975,0
turbo,USDTHB-OTC,1787866080,33.041215,33.040155,33.048935,33.035875,0
turbo,USDTHB-OTC,1787866140,33.040195,33.065715,33.067145,33.028915,0
turbo,USDTHB-OTC,1787866200,33.065765,33.066175,33.075395,33.059765,0
turbo,USDTHB-OTC,1787866260,33.067675,33.050795,33.072265,33.048195,0
turbo,USDTHB-OTC,1787866320,33.050665,33.050025,33.054785,33.038645,0
turbo,USDTHB-OTC,1787866380,33.049965,33.050345,33.055195,33.044145,0
turbo,USDTHB-OTC,1787866440,33.049845,33.033175,33.051375,33.030145,0
turbo,USDTHB-OTC,1787866500,33.032225,33.015155,33.039755,33.012645,0
turbo,USDTHB-OTC,1787866560,33.016185,33.020985,33.026485,33.006055,0
turbo,USDTHB-OTC,1787866620,33.022515,33.018685,33.031385,33.017565,0
turbo,USDTHB-OTC,1787866680,33.019685,33.019875,33.025115,33.012865,0
turbo,USDTHB-OTC,1787866740,33.020415,33.006615,33.021005,33.005525,0
turbo,USDTHB-OTC,1787866800,33.007105,33.008005,33.016705,32.998445,0
turbo,USDTHB-OTC,1787866860,33.007505,33.022085,33.024845,33.007505,0
turbo,USDTHB-OTC,1787866920,33.021665,33.002965,33.021665,33.000475,0
turbo,USDTHB-OTC,1787866980,33.002995,33.005355,33.012415,33.000585,0
turbo,USDTHB-OTC,1787867040,33.005315,33.022965,33.026175,33.005315,0
turbo,USDTHB-OTC,1787867100,33.023425,33.009765,33.027375,33.007635,0
turbo,USDTHB-OTC,1787867160,33.009775,33.020895,33.027705,33.009775,0
turbo,USDTHB-OTC,1787867220,33.022925,33.014785,33.025875,33.013715,0
turbo,USDTHB-OTC,1787867280,33.014715,33.006985,33.014715,33.001325,0
turbo,USDTHB-OTC,1787867340,33.006565,33.007115,33.014075,32.994545,0
turbo,USDTHB-OTC,1787867400,33.007175,32.986085,33.012805,32.986085,0
turbo,USDTHB-OTC,1787867460,32.987585,32.983115,32.997455,32.978285,0
turbo,USDTHB-OTC,1787867520,32.984605,32.967995,32.984605,32.967995,0
turbo,USDTHB-OTC,1787867580,32.968195,32.981615,32.981785,32.964015,0
turbo,USDTHB-OTC,1787867640,32.982105,32.965355,32.983945,32.963535,0
turbo,USDTHB-OTC,1787867700,32.966015,32.959665,32.974185,32.953865,0
turbo,USDTHB-OTC,1787867760,32.959175,32.948925,32.959765,32.942315,0
turbo,USDTHB-OTC,1787867820,32.948415,32.954615,32.958035,32.944245,0
turbo,USDTHB-OTC,1787867880,32.955105,32.979345,32.979345,32.953205,0
turbo,USDTHB-OTC,1787867940,32.979355,32.978015,32.985675,32.972015,0
turbo,USDTHB-OTC,1787868000,32.977395,32.958035,32.978935,32.957645,0
turbo,USDTHB-OTC,1787868060,32.958045,32.960585,32.963145,32.955855,0
turbo,USDTHB-OTC,1787868120,32.960475,32.974995,32.977255,32.959545,0
turbo,USDTHB-OTC,1787868180,32.974455,32.964645,32.977485,32.962145,0
turbo,USDTHB-OTC,1787868240,32.964655,32.959995,32.966685,32.953665,0
turbo,USDTHB-OTC,1787868300,32.960005,32.993445,32.998325,32.957175,0
turbo,USDTHB-OTC,1787868360,32.992955,32.986825,32.998005,32.985105,0
turbo,USDTHB-OTC,1787868420,32.986805,32.983685,32.994325,32.981895,0
turbo,USDTHB-OTC,1787868480,32.983665,32.977345,32.983665,32.967685,0
turbo,USDTHB-OTC,1787868540,32.976825,32.973015,32.977265,32.966285,0
turbo,USDTHB-OTC,1787868600,32.973025,32.952865,32.975365,32.951025,0
turbo,USDTHB-OTC,1787868660,32.953365,32.931945,32.954315,32.925235,0
turbo,USDTHB-OTC,1787868720,32.931925,32.942215,32.947125,32.931405,0
turbo,USDTHB-OTC,1787868780,32.942155,32.957465,32.957465,32.937165,0
turbo,USDTHB-OTC,1787868840,32.957955,32.952655,32.967885,32.952655,0
turbo,USDTHB-OTC,1787868900,32.952695,32.954295,32.959615,32.942535,0
turbo,USDTHB-OTC,1787868960,32.954785,32.939135,32.959335,32.938775,0
turbo,USDTHB-OTC,1787869020,32.938615,32.938035,32.948085,32.934025,0
turbo,USDTHB-OTC,1787869080,32.938525,32.936745,32.951125,32.934625,0
turbo,USDTHB-OTC,1787869140,32.936215,32.949775,32.953605,32.934545,0
turbo,USDTHB-OTC,1787869200,32.950275,32.932565,32.950655,32.918865,0
turbo,USDTHB-OTC,1787869260,32.933515,32.933465,32.939495,32.925365,0
turbo,USDTHB-OTC,1787869320,32.932955,32.929435,32.937885,32.918035,0
turbo,USDTHB-OTC,1787869380,32.928925,32.911215,32.929965,32.905935,0
turbo,USDTHB-OTC,1787869440,32.912155,32.906065,32.916825,32.902665,0
turbo,USDTHB-OTC,1787869500,32.905555,32.910215,32.911665,32.902385,0
turbo,USDTHB-OTC,1787869560,32.910085,32.911235,32.913285,32.902845,0
turbo,USDTHB-OTC,1787869620,32.910655,32.893725,32.911535,32.893395,0
turbo,USDTHB-OTC,1787869680,32.893735,32.899015,32.905565,32.889925,0
turbo,USDTHB-OTC,1787869740,32.899505,32.911335,32.913885,32.894795,0
turbo,USDTHB-OTC,1787869800,32.910685,32.915865,32.916025,32.903245,0
turbo,USDTHB-OTC,1787869860,32.915925,32.920595,32.927405,32.915165,0
turbo,USDTHB-OTC,1787869920,32.920165,32.917415,32.927745,32.916135,0
turbo,USDTHB-OTC,1787869980,32.917935,32.902385,32.918525,32.890805,0
turbo,USDTHB-OTC,1787870040,32.902005,32.879865,32.904505,32.875205,0
turbo,USDTHB-OTC,1787870100,32.880365,32.887555,32.892525,32.874755,0
turbo,USDTHB-OTC,1787870160,32.886995,32.879345,32.891915,32.874435,0
turbo,USDTHB-OTC,1787870220,32.878835,32.892655,32.893055,32.877555,0
turbo,USDTHB-OTC,1787870280,32.893195,32.881015,32.895705,32.881015,0
turbo,USDTHB-OTC,1787870340,32.881515,32.894755,32.902875,32.881045,0
turbo,USDTHB-OTC,1787870400,32.894645,32.906825,32.908205,32.893985,0
turbo,USDTHB-OTC,1787870460,32.906325,32.895735,32.908725,32.895635,0
turbo,USDTHB-OTC,1787870520,32.894255,32.899875,32.905755,32.889245,0
turbo,USDTHB-OTC,1787870580,32.899845,32.912725,32.914555,32.899665,0
turbo,USDTHB-OTC,1787870640,32.912235,32.905275,32.917195,32.903385,0
turbo,USDTHB-OTC,1787870700,32.904785,32.903915,32.912025,32.899005,0
